equus_asinus_asinus ENSEASG00005010082
equus_caballus ENSECAG00000006950
myotis_lucifugus ENSMLUG00000012487
tursiops_truncatus ENSTTRG00000011744
sus_scrofa ENSSSCG00000030211
vicugna_pacos ENSVPAG00000002578
ovis_aries ENSOARG00000005012
capra_hircus ENSCHIG00000023358
bos_mutus ENSBMUG00000020018
bos_taurus ENSBTAG00000001632
bison_bison_bison ENSBBBG00000012072
pteropus_vampyrus ENSPVAG00000005408
ursus_maritimus ENSUMAG00000025142
ursus_americanus ENSUAMG00000013415
ailuropoda_melanoleuca ENSAMEG00000000160
mustela_putorius_furo ENSMPUG00000009782
neovison_vison ENSNVIG00000014141
canis_lupus_dingo ENSCAFG00020012941
canis_lupus_familiaris ENSCAFG00000014592
vulpes_vulpes ENSVVUG00000023993
panthera_pardus ENSPPRG00000000240
panthera_tigris_altaica ENSPTIG00000014082
felis_catus ENSFCAG00000013147
sorex_araneus ENSSARG00000000029
mus_spicilegus ENSMSIG00000007271
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018067
mus_musculus ENSMUSG00000017119
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017224
mus_pahari MGP_PahariEiJ_G0018354
rattus_norvegicus ENSRNOG00000020730
meriones_unguiculatus ENSMUGG00000022934
cricetulus_griseus_chok1gshd ENSCGRG00001004155
cricetulus_griseus_crigri-picr ENSCGRG00015028535
cricetulus_griseus_crigri ENSCGRG00000006404
peromyscus_maniculatus_bairdii ENSPEMG00000012863
jaculus_jaculus ENSJJAG00000014538
castor_canadensis ENSCCNG00000027045
ictidomys_tridecemlineatus ENSSTOG00000000502
urocitellus_parryii ENSUPAG00010000381
marmota_marmota_marmota ENSMMMG00000004648
spermophilus_dauricus ENSSDAG00000010652
heterocephalus_glaber_male ENSHGLG00100001718
fukomys_damarensis ENSFDAG00000008750
chinchilla_lanigera ENSCLAG00000016213
cavia_porcellus ENSCPOG00000020648
oryctolagus_cuniculus ENSOCUG00000025171
ochotona_princeps ENSOPRG00000014804
pan_paniscus ENSPPAG00000030572
pan_troglodytes ENSPTRG00000009241
gorilla_gorilla ENSGGOG00000023387
homo_sapiens ENSG00000188554
pongo_abelii ENSPPYG00000008362
nomascus_leucogenys ENSNLEG00000012050
colobus_angolensis_palliatus ENSCANG00000041320
piliocolobus_tephrosceles ENSPTEG00000020885
macaca_fascicularis ENSMFAG00000001301
macaca_mulatta ENSMMUG00000010433
macaca_nemestrina ENSMNEG00000042839
mandrillus_leucophaeus ENSMLEG00000020884
papio_anubis ENSPANG00000021371
theropithecus_gelada ENSTGEG00000012471
chlorocebus_sabaeus ENSCSAG00000003419
cercocebus_atys ENSCATG00000038744
cercocebus_atys ENSCATG00000033141
rhinopithecus_roxellana ENSRROG00000034128
rhinopithecus_bieti ENSRBIG00000037130
cebus_capucinus ENSCCAG00000037083
saimiri_boliviensis_boliviensis ENSSBOG00000027059
callithrix_jacchus ENSCJAG00000012878
aotus_nancymaae ENSANAG00000027614
carlito_syrichta ENSTSYG00000012588
prolemur_simus ENSPSMG00000005541
microcebus_murinus ENSMICG00000029916
otolemur_garnettii ENSOGAG00000003956
tupaia_belangeri ENSTBEG00000013487
procavia_capensis ENSPCAG00000011545
procavia_capensis ENSPCAG00000003113
loxodonta_africana ENSLAFG00000001608
dasypus_novemcinctus ENSDNOG00000044275
choloepus_hoffmanni ENSCHOG00000005309
phascolarctos_cinereus ENSPCIG00000021479
sarcophilus_harrisii ENSSHAG00000010888
notamacropus_eugenii ENSMEUG00000016582
monodelphis_domestica ENSMODG00000015157
ornithorhynchus_anatinus ENSOANG00000011557
pogona_vitticeps ENSPVIG00000000107
anolis_carolinensis ENSACAG00000013331
notechis_scutatus ENSNSUG00000008583
salvator_merianae ENSSMRG00000007877
sphenodon_punctatus ENSSPUG00000004424
chelonoidis_abingdonii ENSCABG00000022743
gopherus_agassizii ENSGAGG00000016580
chrysemys_picta_bellii ENSCPBG00000016260
pelodiscus_sinensis ENSPSIG00000005245
cyanistes_caeruleus ENSCCEG00000021385
parus_major ENSPMJG00000002262
ficedula_albicollis ENSFALG00000000804
junco_hyemalis ENSJHYG00000008982
zonotrichia_albicollis ENSZALG00000004868
serinus_canaria ENSSCAG00000006793
lonchura_striata_domestica ENSLSDG00000006157
taeniopygia_guttata ENSTGUG00000002873
lepidothrix_coronata ENSLCOG00000012391
manacus_vitellinus ENSMVIG00005014163
melopsittacus_undulatus ENSMUNG00000001289
calidris_pugnax ENSCPUG00000014410
calidris_pygmaea ENSCPGG00000013689
anser_brachyrhynchus ENSABRG00000013137
anas_platyrhynchos_platyrhynchos ENSAPLG00000003234
gallus_gallus ENSGALG00000002765
meleagris_gallopavo ENSMGAG00000004401
coturnix_japonica ENSCJPG00005005546
numida_meleagris ENSNMEG00000007649
apteryx_owenii ENSAOWG00000006959
apteryx_rowi ENSARWG00000014204
apteryx_haastii ENSAHAG00000008978
dromaius_novaehollandiae ENSDNVG00000018797
nothoprocta_perdicaria ENSNPEG00000011948
crocodylus_porosus ENSCPRG00005008332
xenopus_tropicalis ENSXETG00000014883
latimeria_chalumnae ENSLACG00000005097
takifugu_rubripes ENSTRUG00000004447
tetraodon_nigroviridis ENSTNIG00000004210
gasterosteus_aculeatus ENSGACG00000000496
labrus_bergylta ENSLBEG00000007791
oryzias_latipes ENSORLG00020016748
oryzias_latipes_asm223469v1 ENSORLG00015009203
oryzias_latipes ENSORLG00000017463
oryzias_melastigma ENSOMEG00000002860
kryptolebias_marmoratus ENSKMAG00000015202
stegastes_partitus ENSSPAG00000013233
monopterus_albus ENSMALG00000010964
mastacembelus_armatus ENSMAMG00000004576
anabas_testudineus ENSATEG00000010101
scophthalmus_maximus ENSSMAG00000014155
cynoglossus_semilaevis ENSCSEG00000012326
seriola_lalandi_dorsalis ENSSLDG00000008054
seriola_dumerili ENSSDUG00000017699
hippocampus_comes ENSHCOG00000008523
maylandia_zebra ENSMZEG00005003152
haplochromis_burtoni ENSHBUG00000005903
astatotilapia_calliptera ENSACLG00000010416
pundamilia_nyererei ENSPNYG00000002507
oreochromis_niloticus ENSONIG00000003412
amphilophus_citrinellus ENSACIG00000018815
periophthalmus_magnuspinnatus ENSPMGG00000007987
gadus_morhua ENSGMOG00000008388
esox_lucius ENSELUG00000006472
pygocentrus_nattereri ENSPNAG00000013825
astyanax_mexicanus ENSAMXG00000001259
ictalurus_punctatus ENSIPUG00000010132
danio_rerio ENSDARG00000078772
scleropages_formosus ENSSFOG00015020100
paramormyrops_kingsleyae ENSPKIG00000001662
scleropages_formosus ENSSFOG00015008795
gasterosteus_aculeatus ENSGACG00000003702
mola_mola ENSMMOG00000020976
labrus_bergylta ENSLBEG00000010972
xiphophorus_maculatus ENSXMAG00000017876
xiphophorus_couchianus ENSXCOG00000003920
poecilia_mexicana ENSPMEG00000021982
poecilia_formosa ENSPFOG00000017490
gambusia_affinis ENSGAFG00000012441
poecilia_reticulata ENSPREG00000011556
poecilia_latipinna ENSPLAG00000019187
fundulus_heteroclitus ENSFHEG00000012120
cyprinodon_variegatus ENSCVAG00000006315
kryptolebias_marmoratus ENSKMAG00000005838
oryzias_latipes_asm223469v1 ENSORLG00015022022
oryzias_latipes ENSORLG00000018851
oryzias_latipes ENSORLG00020022318
oryzias_melastigma ENSOMEG00000004347
amphiprion_percula ENSAPEG00000005951
amphiprion_percula ENSAPEG00000005969
amphiprion_ocellaris ENSAOCG00000024050
acanthochromis_polyacanthus ENSAPOG00000004436
stegastes_partitus ENSSPAG00000002213
mastacembelus_armatus ENSMAMG00000005959
monopterus_albus ENSMALG00000009607
anabas_testudineus ENSATEG00000007424
pundamilia_nyererei ENSPNYG00000001625
haplochromis_burtoni ENSHBUG00000005825
astatotilapia_calliptera ENSACLG00000025016
maylandia_zebra ENSMZEG00005007368
neolamprologus_brichardi ENSNBRG00000023045
oreochromis_niloticus ENSONIG00000018263
amphilophus_citrinellus ENSACIG00000013439
seriola_dumerili ENSSDUG00000010995
seriola_lalandi_dorsalis ENSSLDG00000005676
labrus_bergylta ENSLBEG00000011111
scophthalmus_maximus ENSSMAG00000008345
cynoglossus_semilaevis ENSCSEG00000015239
periophthalmus_magnuspinnatus ENSPMGG00000019150
takifugu_rubripes ENSTRUG00000024001
tetraodon_nigroviridis ENSTNIG00000014410
hippocampus_comes ENSHCOG00000011859
gadus_morhua ENSGMOG00000002718
esox_lucius ENSELUG00000007695
pygocentrus_nattereri ENSPNAG00000022183
astyanax_mexicanus ENSAMXG00000009187
ictalurus_punctatus ENSIPUG00000019375
danio_rerio ENSDARG00000077297
lepisosteus_oculatus ENSLOCG00000012171
eptatretus_burgeri ENSEBUG00000014178
