labrus_bergylta ENSLBEG00000010926
gasterosteus_aculeatus ENSGACG00000010367
takifugu_rubripes ENSTRUG00000011086
tetraodon_nigroviridis ENSTNIG00000016361
mola_mola ENSMMOG00000015748
periophthalmus_magnuspinnatus ENSPMGG00000017179
hippocampus_comes ENSHCOG00000008207
scophthalmus_maximus ENSSMAG00000012400
cynoglossus_semilaevis ENSCSEG00000013617
seriola_dumerili ENSSDUG00000014824
seriola_lalandi_dorsalis ENSSLDG00000012826
seriola_lalandi_dorsalis ENSSLDG00000001238
hippocampus_comes ENSHCOG00000000640
xiphophorus_maculatus ENSXMAG00000029801
xiphophorus_couchianus ENSXCOG00000004802
gambusia_affinis ENSGAFG00000009814
poecilia_formosa ENSPFOG00000006934
poecilia_mexicana ENSPMEG00000008196
poecilia_latipinna ENSPLAG00000014699
poecilia_reticulata ENSPREG00000019814
cyprinodon_variegatus ENSCVAG00000022663
fundulus_heteroclitus ENSFHEG00000001297
kryptolebias_marmoratus ENSKMAG00000014166
oryzias_latipes ENSORLG00020001303
oryzias_latipes ENSORLG00000017485
oryzias_latipes_asm223469v1 ENSORLG00015017993
oryzias_melastigma ENSOMEG00000021630
amphiprion_percula ENSAPEG00000001198
amphiprion_ocellaris ENSAOCG00000006637
acanthochromis_polyacanthus ENSAPOG00000019610
stegastes_partitus ENSSPAG00000004711
stegastes_partitus ENSSPAG00000021070
amphiprion_percula ENSAPEG00000001297
astatotilapia_calliptera ENSACLG00000013330
maylandia_zebra ENSMZEG00005016539
pundamilia_nyererei ENSPNYG00000008264
haplochromis_burtoni ENSHBUG00000012052
neolamprologus_brichardi ENSNBRG00000018707
oreochromis_niloticus ENSONIG00000013592
amphilophus_citrinellus ENSACIG00000004498
esox_lucius ENSELUG00000008557
lepisosteus_oculatus ENSLOCG00000010909
latimeria_chalumnae ENSLACG00000018500
latimeria_chalumnae ENSLACG00000000449
junco_hyemalis ENSJHYG00000011087
zonotrichia_albicollis ENSZALG00000002497
taeniopygia_guttata ENSTGUG00000012114
serinus_canaria ENSSCAG00000010166
ficedula_albicollis ENSFALG00000006277
cyanistes_caeruleus ENSCCEG00000019403
parus_major ENSPMJG00000016696
lepidothrix_coronata ENSLCOG00000015994
manacus_vitellinus ENSMVIG00005003022
calidris_pugnax ENSCPUG00000001932
calidris_pygmaea ENSCPGG00000005020
meleagris_gallopavo ENSMGAG00000012650
gallus_gallus ENSGALG00000010225
coturnix_japonica ENSCJPG00005019216
numida_meleagris ENSNMEG00000022358
apteryx_haastii ENSAHAG00000003064
apteryx_owenii ENSAOWG00000017088
apteryx_rowi ENSARWG00000010743
dromaius_novaehollandiae ENSDNVG00000001666
nothoprocta_perdicaria ENSNPEG00000007462
crocodylus_porosus ENSCPRG00005004091
chelonoidis_abingdonii ENSCABG00000022694
gopherus_agassizii ENSGAGG00000012670
chrysemys_picta_bellii ENSCPBG00000026223
pelodiscus_sinensis ENSPSIG00000015706
pogona_vitticeps ENSPVIG00000020043
anolis_carolinensis ENSACAG00000016356
notechis_scutatus ENSNSUG00000003039
salvator_merianae ENSSMRG00000012641
sphenodon_punctatus ENSSPUG00000017032
