junco_hyemalis ENSJHYG00000003827
zonotrichia_albicollis ENSZALG00000004514
serinus_canaria ENSSCAG00000010862
ficedula_albicollis ENSFALG00000005070
lonchura_striata ENSLSDG00000005186
parus_major ENSPMJG00000009281
manacus_vitellinus ENSMVIG00005015897
lepidothrix_coronata ENSLCOG00000013717
manacus_vitellinus ENSMVIG00005015885
echinops_telfairi ENSETEG00000005930
erinaceus_europaeus ENSEEUG00000012979
ornithorhynchus_anatinus ENSOANG00000002444
xenopus_tropicalis ENSXETG00000009588
heterocephalus_glaber ENSHGLG00000009830
heterocephalus_glaber ENSHGLG00100014834
cavia_porcellus ENSCPOG00000033473
chinchilla_lanigera ENSCLAG00000005528
peromyscus_maniculatus ENSPEMG00000021805
microtus_ochrogaster ENSMOCG00000006721
cricetulus_griseus ENSCGRG00015014518
cricetulus_griseus ENSCGRG00001011944
mus_caroli MGP_CAROLIEiJ_G0020976
mus_spretus MGP_SPRETEiJ_G0021882
mus_spicilegus ENSMSIG00000009254
mus_musculus ENSMUSG00000022951
mus_pahari MGP_PahariEiJ_G0016681
meriones_unguiculatus ENSMUGG00000014913
urocitellus_parryii ENSUPAG00010002868
castor_canadensis ENSCCNG00000031154
ochotona_princeps ENSOPRG00000010257
cercocebus_atys ENSCATG00000042527
theropithecus_gelada ENSTGEG00000025486
piliocolobus_tephrosceles ENSPTEG00000005349
rhinopithecus_roxellana ENSRROG00000028777
pongo_abelii ENSPPYG00000011392
callithrix_jacchus ENSCJAG00000002838
cebus_capucinus ENSCCAG00000032160
carlito_syrichta ENSTSYG00000006972
prolemur_simus ENSPSMG00000011560
propithecus_coquereli ENSPCOG00000015132
equus_caballus ENSECAG00000014787
equus_asinus ENSEASG00005006153
pteropus_vampyrus ENSPVAG00000009156
bos_indicus ENSBIXG00000026193
bos_indicus ENSBIXG00005001491
bos_taurus ENSBTAG00000020035
bos_mutus ENSBMUG00000023205
bison_bison ENSBBBG00000018903
capra_hircus ENSCHIG00000021307
sus_scrofa ENSSSCG00000012050
tursiops_truncatus ENSTTRG00000015428
ailuropoda_melanoleuca ENSAMEG00000005295
mustela_putorius ENSMPUG00000001337
canis_lupus ENSCAFG00000009559
panthera_pardus ENSPPRG00000011156
nomascus_leucogenys ENSNLEG00000030048
saimiri_boliviensis ENSSBOG00000019189
papio_anubis ENSPANG00000019279
rhinopithecus_bieti ENSRBIG00000034472
pan_troglodytes ENSPTRG00000013881
pan_paniscus ENSPPAG00000034144
homo_sapiens ENSG00000159200
gorilla_gorilla ENSGGOG00000040245
aotus_nancymaae ENSANAG00000034808
macaca_fascicularis ENSMFAG00000000212
macaca_nemestrina ENSMNEG00000028654
mandrillus_leucophaeus ENSMLEG00000033492
microcebus_murinus ENSMICG00000011975
tupaia_belangeri ENSTBEG00000016824
choloepus_hoffmanni ENSCHOG00000001032
octodon_degus ENSODEG00000003513
fukomys_damarensis ENSFDAG00000017979
cavia_aperea ENSCAPG00000009805
ictidomys_tridecemlineatus ENSSTOG00000020439
marmota_marmota ENSMMMG00000002440
spermophilus_dauricus ENSSDAG00000008572
cricetulus_griseus ENSCGRG00000012032
mesocricetus_auratus ENSMAUG00000016969
rattus_norvegicus ENSRNOG00000001979
nannospalax_galili ENSNGAG00000011469
jaculus_jaculus ENSJJAG00000019296
dipodomys_ordii ENSDORG00000000423
oryctolagus_cuniculus ENSOCUG00000010604
macaca_mulatta ENSMMUG00000004600
chlorocebus_sabaeus ENSCSAG00000008724
colobus_angolensis ENSCANG00000027850
otolemur_garnettii ENSOGAG00000004659
ursus_americanus ENSUAMG00000014890
ursus_maritimus ENSUMAG00000020175
neovison_vison ENSNVIG00000007009
vulpes_vulpes ENSVVUG00000019990
canis_lupus ENSCAFG00020024591
panthera_tigris ENSPTIG00000007116
felis_catus ENSFCAG00000041249
ovis_aries ENSOARG00000012673
dasypus_novemcinctus ENSDNOG00000012603
loxodonta_africana ENSLAFG00000002437
vombatus_ursinus ENSVURG00010004550
latimeria_chalumnae ENSLACG00000014722
notamacropus_eugenii ENSMEUG00000008577
phascolarctos_cinereus ENSPCIG00000008935
sarcophilus_harrisii ENSSHAG00000016384
monodelphis_domestica ENSMODG00000021053
anas_platyrhynchos ENSAPLG00000007074
anser_brachyrhynchus ENSABRG00000005363
numida_meleagris ENSNMEG00000012449
coturnix_japonica ENSCJPG00005007500
calidris_pygmaea ENSCPGG00000012739
dromaius_novaehollandiae ENSDNVG00000010018
crocodylus_porosus ENSCPRG00005015274
chrysemys_picta ENSCPBG00000005316
chelonoidis_abingdonii ENSCABG00000008573
anolis_carolinensis ENSACAG00000005089
pogona_vitticeps ENSPVIG00000023654
notechis_scutatus ENSNSUG00000017778
salvator_merianae ENSSMRG00000023019
gopherus_agassizii ENSGAGG00000013485
pelodiscus_sinensis ENSPSIG00000017696
calidris_pugnax ENSCPUG00000012478
melopsittacus_undulatus ENSMUNG00000008195
gallus_gallus ENSGALG00000016014
meleagris_gallopavo ENSMGAG00000014533
apteryx_owenii ENSAOWG00000017857
apteryx_rowi ENSARWG00000013613
apteryx_haastii ENSAHAG00000018473
nothoprocta_perdicaria ENSNPEG00000006091
sphenodon_punctatus ENSSPUG00000019203
scleropages_formosus ENSSFOG00015009442
paramormyrops_kingsleyae ENSPKIG00000011262
lepisosteus_oculatus ENSLOCG00000010699
scleropages_formosus ENSSFOG00015016296
paramormyrops_kingsleyae ENSPKIG00000002202
clupea_harengus ENSCHAG00000023817
denticeps_clupeoides ENSDCDG00000019717
electrophorus_electricus ENSEEEG00000021700
ictalurus_punctatus ENSIPUG00000023600
astyanax_mexicanus ENSAMXG00000034491
astyanax_mexicanus ENSAMXG00005024092
pygocentrus_nattereri ENSPNAG00000018860
danio_rerio ENSDARG00000003109
denticeps_clupeoides ENSDCDG00000013903
