pan_paniscus ENSPPAG00000028299
pan_troglodytes ENSPTRG00000017534
homo_sapiens ENSG00000120129
gorilla_gorilla ENSGGOG00000007135
pongo_abelii ENSPPYG00000016048
theropithecus_gelada ENSTGEG00000012541
papio_anubis ENSPANG00000012363
macaca_fascicularis ENSMFAG00000044045
macaca_nemestrina ENSMNEG00000043275
mandrillus_leucophaeus ENSMLEG00000039172
cercocebus_atys ENSCATG00000027456
chlorocebus_sabaeus ENSCSAG00000009591
piliocolobus_tephrosceles ENSPTEG00000032026
colobus_angolensis_palliatus ENSCANG00000039101
rhinopithecus_roxellana ENSRROG00000027680
rhinopithecus_bieti ENSRBIG00000037066
cebus_capucinus ENSCCAG00000028115
saimiri_boliviensis_boliviensis ENSSBOG00000027324
callithrix_jacchus ENSCJAG00000043734
aotus_nancymaae ENSANAG00000027062
prolemur_simus ENSPSMG00000021481
microcebus_murinus ENSMICG00000031119
propithecus_coquereli ENSPCOG00000025861
otolemur_garnettii ENSOGAG00000017064
heterocephalus_glaber_male ENSHGLG00100004563
heterocephalus_glaber_female ENSHGLG00000012633
heterocephalus_glaber_male ENSHGLG00100003595
fukomys_damarensis ENSFDAG00000008576
chinchilla_lanigera ENSCLAG00000013473
octodon_degus ENSODEG00000001126
cavia_aperea ENSCAPG00000015184
cavia_porcellus ENSCPOG00000013344
castor_canadensis ENSCCNG00000020762
mus_musculus ENSMUSG00000024190
mus_spicilegus ENSMSIG00000025579
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022194
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021281
mus_pahari MGP_PahariEiJ_G0023599
rattus_norvegicus ENSRNOG00000003977
meriones_unguiculatus ENSMUGG00000006629
cricetulus_griseus_chok1gshd ENSCGRG00001019246
cricetulus_griseus_crigri ENSCGRG00000014542
cricetulus_griseus_crigri-picr ENSCGRG00015020431
mesocricetus_auratus ENSMAUG00000008804
microtus_ochrogaster ENSMOCG00000022124
peromyscus_maniculatus_bairdii ENSPEMG00000008974
nannospalax_galili ENSNGAG00000019520
jaculus_jaculus ENSJJAG00000010442
oryctolagus_cuniculus ENSOCUG00000007999
ochotona_princeps ENSOPRG00000000658
capra_hircus ENSCHIG00000021879
ovis_aries ENSOARG00000003963
bos_taurus ENSBTAG00000013863
bos_mutus ENSBMUG00000002870
bison_bison_bison ENSBBBG00000011749
tursiops_truncatus ENSTTRG00000010606
sus_scrofa ENSSSCG00000016991
vicugna_pacos ENSVPAG00000011987
ursus_americanus ENSUAMG00000003454
ailuropoda_melanoleuca ENSAMEG00000011224
mustela_putorius_furo ENSMPUG00000012746
neovison_vison ENSNVIG00000022051
vulpes_vulpes ENSVVUG00000002297
canis_lupus_dingo ENSCAFG00020011252
panthera_pardus ENSPPRG00000008559
felis_catus ENSFCAG00000037697
equus_caballus ENSECAG00000009958
equus_asinus_asinus ENSEASG00005011932
pteropus_vampyrus ENSPVAG00000003258
tupaia_belangeri ENSTBEG00000012556
ursus_maritimus ENSUMAG00000024530
canis_lupus_familiaris ENSCAFG00000029826
panthera_tigris_altaica ENSPTIG00000021330
myotis_lucifugus ENSMLUG00000009772
nomascus_leucogenys ENSNLEG00000035887
dipodomys_ordii ENSDORG00000023398
loxodonta_africana ENSLAFG00000007743
procavia_capensis ENSPCAG00000005022
echinops_telfairi ENSETEG00000009235
choloepus_hoffmanni ENSCHOG00000012273
dasypus_novemcinctus ENSDNOG00000049169
spermophilus_dauricus ENSSDAG00000013533
ictidomys_tridecemlineatus ENSSTOG00000023698
marmota_marmota_marmota ENSMMMG00000010217
erinaceus_europaeus ENSEEUG00000001639
notamacropus_eugenii ENSMEUG00000003253
phascolarctos_cinereus ENSPCIG00000013569
monodelphis_domestica ENSMODG00000006223
sarcophilus_harrisii ENSSHAG00000002204
xenopus_tropicalis ENSXETG00000027880
latimeria_chalumnae ENSLACG00000013873
apteryx_rowi ENSARWG00000003624
apteryx_owenii ENSAOWG00000011004
apteryx_haastii ENSAHAG00000004053
dromaius_novaehollandiae ENSDNVG00000013867
nothoprocta_perdicaria ENSNPEG00000003639
anser_brachyrhynchus ENSABRG00000015058
anas_platyrhynchos_platyrhynchos ENSAPLG00000015094
gallus_gallus ENSGALG00000040360
coturnix_japonica ENSCJPG00005008826
numida_meleagris ENSNMEG00000017938
calidris_pygmaea ENSCPGG00000004216
calidris_pugnax ENSCPUG00000007838
melopsittacus_undulatus ENSMUNG00000009908
junco_hyemalis ENSJHYG00000005813
lonchura_striata_domestica ENSLSDG00000015779
parus_major ENSPMJG00000006458
ficedula_albicollis ENSFALG00000008823
lepidothrix_coronata ENSLCOG00000011122
taeniopygia_guttata ENSTGUG00000000299
zonotrichia_albicollis ENSZALG00000012006
cyanistes_caeruleus ENSCCEG00000003818
serinus_canaria ENSSCAG00000014657
manacus_vitellinus ENSMVIG00005017429
meleagris_gallopavo ENSMGAG00000003557
crocodylus_porosus ENSCPRG00005007884
pogona_vitticeps ENSPVIG00000007926
anolis_carolinensis ENSACAG00000015246
notechis_scutatus ENSNSUG00000010548
salvator_merianae ENSSMRG00000000325
gopherus_agassizii ENSGAGG00000018822
chelonoidis_abingdonii ENSCABG00000014155
chrysemys_picta_bellii ENSCPBG00000007611
pelodiscus_sinensis ENSPSIG00000011093
sphenodon_punctatus ENSSPUG00000008180
pygocentrus_nattereri ENSPNAG00000018718
astyanax_mexicanus ENSAMXG00000036546
ictalurus_punctatus ENSIPUG00000016901
danio_rerio ENSDARG00000100515
poecilia_formosa ENSPFOG00000007153
poecilia_latipinna ENSPLAG00000011362
poecilia_mexicana ENSPMEG00000002067
poecilia_reticulata ENSPREG00000005151
xiphophorus_maculatus ENSXMAG00000009651
xiphophorus_couchianus ENSXCOG00000009117
gambusia_affinis ENSGAFG00000005815
cyprinodon_variegatus ENSCVAG00000023411
fundulus_heteroclitus ENSFHEG00000009164
oryzias_latipes ENSORLG00020008700
oryzias_latipes_asm223469v1 ENSORLG00015004672
oryzias_latipes ENSORLG00000006559
oryzias_melastigma ENSOMEG00000008736
takifugu_rubripes ENSTRUG00000025718
tetraodon_nigroviridis ENSTNIG00000008984
mola_mola ENSMMOG00000009018
gasterosteus_aculeatus ENSGACG00000018318
cynoglossus_semilaevis ENSCSEG00000012938
pundamilia_nyererei ENSPNYG00000000220
maylandia_zebra ENSMZEG00005010131
astatotilapia_calliptera ENSACLG00000004247
haplochromis_burtoni ENSHBUG00000011130
neolamprologus_brichardi ENSNBRG00000014588
oreochromis_niloticus ENSONIG00000017807
amphilophus_citrinellus ENSACIG00000008411
kryptolebias_marmoratus ENSKMAG00000019649
seriola_lalandi_dorsalis ENSSLDG00000009795
seriola_dumerili ENSSDUG00000008299
scophthalmus_maximus ENSSMAG00000006979
mastacembelus_armatus ENSMAMG00000011126
monopterus_albus ENSMALG00000007179
anabas_testudineus ENSATEG00000003654
labrus_bergylta ENSLBEG00000028241
amphiprion_percula ENSAPEG00000013698
amphiprion_ocellaris ENSAOCG00000000712
acanthochromis_polyacanthus ENSAPOG00000015390
stegastes_partitus ENSSPAG00000018481
hippocampus_comes ENSHCOG00000004886
periophthalmus_magnuspinnatus ENSPMGG00000012602
gadus_morhua ENSGMOG00000006558
esox_lucius ENSELUG00000000818
paramormyrops_kingsleyae ENSPKIG00000008245
scleropages_formosus ENSSFOG00015000268
lepisosteus_oculatus ENSLOCG00000012031
ornithorhynchus_anatinus ENSOANG00000014560
carlito_syrichta ENSTSYG00000035492
petromyzon_marinus ENSPMAG00000006366
