anabas_testudineus ENSATEG00000005972
cynoglossus_semilaevis ENSCSEG00000016123
mola_mola ENSMMOG00000008946
kryptolebias_marmoratus ENSKMAG00000019802
acanthochromis_polyacanthus ENSAPOG00000008779
stegastes_partitus ENSSPAG00000015121
astatotilapia_calliptera ENSACLG00000015631
haplochromis_burtoni ENSHBUG00000018003
pundamilia_nyererei ENSPNYG00000006159
maylandia_zebra ENSMZEG00005027556
neolamprologus_brichardi ENSNBRG00000017621
fundulus_heteroclitus ENSFHEG00000002158
cyprinodon_variegatus ENSCVAG00000006889
poecilia_mexicana ENSPMEG00000014395
poecilia_mexicana ENSPMEG00000023659
xiphophorus_couchianus ENSXCOG00000000684
gambusia_affinis ENSGAFG00000010786
oryzias_latipes ENSORLG00020008412
oryzias_latipes ENSORLG00000021987
oryzias_latipes_asm223469v1 ENSORLG00015013053
oryzias_melastigma ENSOMEG00000006444
seriola_dumerili ENSSDUG00000013643
cynoglossus_semilaevis ENSCSEG00000016114
mastacembelus_armatus ENSMAMG00000018985
labrus_bergylta ENSLBEG00000003888
takifugu_rubripes ENSTRUG00000024473
