phascolarctos_cinereus ENSPCIG00000024274
notamacropus_eugenii ENSMEUG00000016400
sarcophilus_harrisii ENSSHAG00000002853
monodelphis_domestica ENSMODG00000003714
mus_spicilegus ENSMSIG00000030393
mus_musculus ENSMUSG00000020964
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018850
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018005
mus_pahari MGP_PahariEiJ_G0029763
rattus_norvegicus ENSRNOG00000004464
meriones_unguiculatus ENSMUGG00000007936
microtus_ochrogaster ENSMOCG00000021690
peromyscus_maniculatus_bairdii ENSPEMG00000020699
cricetulus_griseus_crigri-picr ENSCGRG00015004273
cricetulus_griseus_chok1gshd ENSCGRG00001023783
cricetulus_griseus_crigri ENSCGRG00000010101
mesocricetus_auratus ENSMAUG00000014621
nannospalax_galili ENSNGAG00000008117
jaculus_jaculus ENSJJAG00000011136
chinchilla_lanigera ENSCLAG00000009401
octodon_degus ENSODEG00000012682
cavia_porcellus ENSCPOG00000009870
cavia_aperea ENSCAPG00000009229
heterocephalus_glaber_female ENSHGLG00000018590
heterocephalus_glaber_male ENSHGLG00100001356
fukomys_damarensis ENSFDAG00000010840
erinaceus_europaeus ENSEEUG00000013878
sorex_araneus ENSSARG00000007283
bos_mutus ENSBMUG00000020767
bos_taurus ENSBTAG00000008083
bison_bison_bison ENSBBBG00000018195
capra_hircus ENSCHIG00000022570
ovis_aries ENSOARG00000003001
ochotona_princeps ENSOPRG00000012251
dipodomys_ordii ENSDORG00000008046
castor_canadensis ENSCCNG00000019720
marmota_marmota_marmota ENSMMMG00000019769
urocitellus_parryii ENSUPAG00010012308
ictidomys_tridecemlineatus ENSSTOG00000005942
spermophilus_dauricus ENSSDAG00000013126
oryctolagus_cuniculus ENSOCUG00000011932
pan_paniscus ENSPPAG00000040267
pan_troglodytes ENSPTRG00000006599
homo_sapiens ENSG00000071537
gorilla_gorilla ENSGGOG00000012102
pongo_abelii ENSPPYG00000006043
nomascus_leucogenys ENSNLEG00000016861
piliocolobus_tephrosceles ENSPTEG00000021729
colobus_angolensis_palliatus ENSCANG00000027666
rhinopithecus_bieti ENSRBIG00000027300
rhinopithecus_roxellana ENSRROG00000038676
macaca_fascicularis ENSMFAG00000036099
macaca_mulatta ENSMMUG00000010016
macaca_nemestrina ENSMNEG00000035800
papio_anubis ENSPANG00000020039
theropithecus_gelada ENSTGEG00000027112
mandrillus_leucophaeus ENSMLEG00000035541
cercocebus_atys ENSCATG00000041363
chlorocebus_sabaeus ENSCSAG00000011632
cebus_capucinus ENSCCAG00000034604
callithrix_jacchus ENSCJAG00000017220
saimiri_boliviensis_boliviensis ENSSBOG00000004001
aotus_nancymaae ENSANAG00000026402
carlito_syrichta ENSTSYG00000001548
propithecus_coquereli ENSPCOG00000024915
microcebus_murinus ENSMICG00000007612
prolemur_simus ENSPSMG00000004410
otolemur_garnettii ENSOGAG00000005031
tupaia_belangeri ENSTBEG00000006127
choloepus_hoffmanni ENSCHOG00000000909
dasypus_novemcinctus ENSDNOG00000025443
loxodonta_africana ENSLAFG00000001885
procavia_capensis ENSPCAG00000007674
echinops_telfairi ENSETEG00000006145
pteropus_vampyrus ENSPVAG00000016048
myotis_lucifugus ENSMLUG00000010767
vicugna_pacos ENSVPAG00000000592
sus_scrofa ENSSSCG00000002414
tursiops_truncatus ENSTTRG00000008263
ursus_maritimus ENSUMAG00000006776
ursus_americanus ENSUAMG00000022730
ailuropoda_melanoleuca ENSAMEG00000001941
mustela_putorius_furo ENSMPUG00000008614
neovison_vison ENSNVIG00000013452
canis_lupus_dingo ENSCAFG00020016893
vulpes_vulpes ENSVVUG00000017762
canis_lupus_familiaris ENSCAFG00000017315
panthera_tigris_altaica ENSPTIG00000013423
panthera_pardus ENSPPRG00000011334
felis_catus ENSFCAG00000009027
equus_asinus_asinus ENSEASG00005020311
equus_caballus ENSECAG00000015011
ornithorhynchus_anatinus ENSOANG00000001115
ornithorhynchus_anatinus ENSOANG00000007341
ornithorhynchus_anatinus ENSOANG00000031088
apteryx_haastii ENSAHAG00000000467
apteryx_rowi ENSARWG00000015077
apteryx_owenii ENSAOWG00000008056
dromaius_novaehollandiae ENSDNVG00000014844
nothoprocta_perdicaria ENSNPEG00000011820
zonotrichia_albicollis ENSZALG00000014803
junco_hyemalis ENSJHYG00000012363
serinus_canaria ENSSCAG00000008731
taeniopygia_guttata ENSTGUG00000012387
lonchura_striata_domestica ENSLSDG00000003333
cyanistes_caeruleus ENSCCEG00000018271
parus_major ENSPMJG00000016886
ficedula_albicollis ENSFALG00000012503
lepidothrix_coronata ENSLCOG00000010111
manacus_vitellinus ENSMVIG00005004591
melopsittacus_undulatus ENSMUNG00000009029
calidris_pygmaea ENSCPGG00000002488
calidris_pugnax ENSCPUG00000019421
gallus_gallus ENSGALG00000010581
coturnix_japonica ENSCJPG00005019382
meleagris_gallopavo ENSMGAG00000012964
numida_meleagris ENSNMEG00000022433
anas_platyrhynchos_platyrhynchos ENSAPLG00000003250
anser_brachyrhynchus ENSABRG00000000581
crocodylus_porosus ENSCPRG00005006065
chelonoidis_abingdonii ENSCABG00000016213
gopherus_agassizii ENSGAGG00000004194
chrysemys_picta_bellii ENSCPBG00000001793
pelodiscus_sinensis ENSPSIG00000004336
pogona_vitticeps ENSPVIG00000003179
anolis_carolinensis ENSACAG00000017454
notechis_scutatus ENSNSUG00000000083
salvator_merianae ENSSMRG00000012172
sphenodon_punctatus ENSSPUG00000010231
ursus_americanus ENSUAMG00000004772
periophthalmus_magnuspinnatus ENSPMGG00000004680
xenopus_tropicalis ENSXETG00000010038
latimeria_chalumnae ENSLACG00000015356
paramormyrops_kingsleyae ENSPKIG00000023882
scleropages_formosus ENSSFOG00015012779
paramormyrops_kingsleyae ENSPKIG00000005662
scleropages_formosus ENSSFOG00015014759
tetraodon_nigroviridis ENSTNIG00000010957
tetraodon_nigroviridis ENSTNIG00000002126
takifugu_rubripes ENSTRUG00000013672
gasterosteus_aculeatus ENSGACG00000013087
xiphophorus_maculatus ENSXMAG00000006913
xiphophorus_couchianus ENSXCOG00000007661
gambusia_affinis ENSGAFG00000006082
poecilia_formosa ENSPFOG00000012084
poecilia_formosa ENSPFOG00000012344
poecilia_latipinna ENSPLAG00000007207
poecilia_mexicana ENSPMEG00000021813
poecilia_reticulata ENSPREG00000013262
fundulus_heteroclitus ENSFHEG00000020947
cyprinodon_variegatus ENSCVAG00000021082
kryptolebias_marmoratus ENSKMAG00000018946
maylandia_zebra ENSMZEG00005012887
astatotilapia_calliptera ENSACLG00000006879
pundamilia_nyererei ENSPNYG00000003529
haplochromis_burtoni ENSHBUG00000022971
neolamprologus_brichardi ENSNBRG00000022411
oreochromis_niloticus ENSONIG00000000722
amphilophus_citrinellus ENSACIG00000001443
amphiprion_ocellaris ENSAOCG00000009976
amphiprion_percula ENSAPEG00000000407
acanthochromis_polyacanthus ENSAPOG00000009984
stegastes_partitus ENSSPAG00000009168
labrus_bergylta ENSLBEG00000023770
mola_mola ENSMMOG00000015106
scophthalmus_maximus ENSSMAG00000007824
cynoglossus_semilaevis ENSCSEG00000019287
seriola_dumerili ENSSDUG00000010458
