calidris_pygmaea ENSCPGG00000003633
calidris_pugnax ENSCPUG00000011540
melopsittacus_undulatus ENSMUNG00000015376
anas_platyrhynchos_platyrhynchos ENSAPLG00000006140
anser_brachyrhynchus ENSABRG00000022915
gallus_gallus ENSGALG00000006997
coturnix_japonica ENSCJPG00005019845
meleagris_gallopavo ENSMGAG00000003244
numida_meleagris ENSNMEG00000006614
lepidothrix_coronata ENSLCOG00000006840
manacus_vitellinus ENSMVIG00005004563
taeniopygia_guttata ENSTGUG00000003350
lonchura_striata_domestica ENSLSDG00000016152
serinus_canaria ENSSCAG00000006620
parus_major ENSPMJG00000009578
cyanistes_caeruleus ENSCCEG00000024105
ficedula_albicollis ENSFALG00000001255
zonotrichia_albicollis ENSZALG00000001164
junco_hyemalis ENSJHYG00000012093
apteryx_haastii ENSAHAG00000016218
apteryx_owenii ENSAOWG00000010815
apteryx_rowi ENSARWG00000018569
dromaius_novaehollandiae ENSDNVG00000019111
nothoprocta_perdicaria ENSNPEG00000003999
crocodylus_porosus ENSCPRG00005013899
chelonoidis_abingdonii ENSCABG00000017084
gopherus_agassizii ENSGAGG00000004966
chrysemys_picta_bellii ENSCPBG00000006277
pelodiscus_sinensis ENSPSIG00000014331
sphenodon_punctatus ENSSPUG00000005649
phascolarctos_cinereus ENSPCIG00000026013
notamacropus_eugenii ENSMEUG00000002237
monodelphis_domestica ENSMODG00000019618
sarcophilus_harrisii ENSSHAG00000008851
sorex_araneus ENSSARG00000012499
erinaceus_europaeus ENSEEUG00000010565
dipodomys_ordii ENSDORG00000015057
castor_canadensis ENSCCNG00000028523
mus_spicilegus ENSMSIG00000016408
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027070
mus_musculus ENSMUSG00000028351
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026104
mus_pahari MGP_PahariEiJ_G0028442
rattus_norvegicus ENSRNOG00000005561
meriones_unguiculatus ENSMUGG00000006412
peromyscus_maniculatus_bairdii ENSPEMG00000009863
microtus_ochrogaster ENSMOCG00000016073
cricetulus_griseus_crigri ENSCGRG00000007816
cricetulus_griseus_chok1gshd ENSCGRG00001000741
cricetulus_griseus_crigri-picr ENSCGRG00015012952
mesocricetus_auratus ENSMAUG00000013913
nannospalax_galili ENSNGAG00000017488
chinchilla_lanigera ENSCLAG00000012906
octodon_degus ENSODEG00000004869
cavia_porcellus ENSCPOG00000006572
cavia_aperea ENSCAPG00000016586
heterocephalus_glaber_male ENSHGLG00100016057
heterocephalus_glaber_female ENSHGLG00000014749
fukomys_damarensis ENSFDAG00000016035
ictidomys_tridecemlineatus ENSSTOG00000005376
marmota_marmota_marmota ENSMMMG00000000068
urocitellus_parryii ENSUPAG00010011022
spermophilus_dauricus ENSSDAG00000013132
tupaia_belangeri ENSTBEG00000002122
macaca_mulatta ENSMMUG00000046364
macaca_nemestrina ENSMNEG00000036641
macaca_fascicularis ENSMFAG00000003931
theropithecus_gelada ENSTGEG00000026944
mandrillus_leucophaeus ENSMLEG00000036850
papio_anubis ENSPANG00000025809
cercocebus_atys ENSCATG00000038611
chlorocebus_sabaeus ENSCSAG00000013146
colobus_angolensis_palliatus ENSCANG00000020449
piliocolobus_tephrosceles ENSPTEG00000036522
rhinopithecus_bieti ENSRBIG00000008366
rhinopithecus_roxellana ENSRROG00000034522
pan_troglodytes ENSPTRG00000021301
pan_paniscus ENSPPAG00000032114
gorilla_gorilla ENSGGOG00000005190
homo_sapiens ENSG00000078725
pongo_abelii ENSPPYG00000019549
nomascus_leucogenys ENSNLEG00000016928
callithrix_jacchus ENSCJAG00000020375
cebus_capucinus ENSCCAG00000028884
saimiri_boliviensis_boliviensis ENSSBOG00000032231
aotus_nancymaae ENSANAG00000026807
carlito_syrichta ENSTSYG00000011056
propithecus_coquereli ENSPCOG00000023195
prolemur_simus ENSPSMG00000022871
microcebus_murinus ENSMICG00000003249
otolemur_garnettii ENSOGAG00000006800
ursus_maritimus ENSUMAG00000004234
ursus_americanus ENSUAMG00000011903
ailuropoda_melanoleuca ENSAMEG00000007274
neovison_vison ENSNVIG00000009363
mustela_putorius_furo ENSMPUG00000007767
canis_lupus_familiaris ENSCAFG00000003526
canis_lupus_dingo ENSCAFG00020006570
vulpes_vulpes ENSVVUG00000011695
panthera_tigris_altaica ENSPTIG00000005836
panthera_pardus ENSPPRG00000012950
felis_catus ENSFCAG00000033056
sus_scrofa ENSSSCG00000005504
tursiops_truncatus ENSTTRG00000013125
vicugna_pacos ENSVPAG00000008287
capra_hircus ENSCHIG00000010799
ovis_aries ENSOARG00000005756
bos_taurus ENSBTAG00000015936
bos_mutus ENSBMUG00000009550
bison_bison_bison ENSBBBG00000004799
myotis_lucifugus ENSMLUG00000001652
pteropus_vampyrus ENSPVAG00000014582
equus_asinus_asinus ENSEASG00005022558
equus_caballus ENSECAG00000014683
loxodonta_africana ENSLAFG00000009223
procavia_capensis ENSPCAG00000005884
echinops_telfairi ENSETEG00000011538
dasypus_novemcinctus ENSDNOG00000010627
choloepus_hoffmanni ENSCHOG00000001835
oryctolagus_cuniculus ENSOCUG00000001373
ochotona_princeps ENSOPRG00000017019
ornithorhynchus_anatinus ENSOANG00000005071
salvator_merianae ENSSMRG00000010395
pogona_vitticeps ENSPVIG00000015094
anolis_carolinensis ENSACAG00000025832
anolis_carolinensis ENSACAG00000026515
