scleropages_formosus ENSSFOG00015006296
paramormyrops_kingsleyae ENSPKIG00000004282
gasterosteus_aculeatus ENSGACG00000004389
tetraodon_nigroviridis ENSTNIG00000004346
monopterus_albus ENSMALG00000002831
seriola_dumerili ENSSDUG00000017526
astatotilapia_calliptera ENSACLG00000003012
haplochromis_burtoni ENSHBUG00000013453
maylandia_zebra ENSMZEG00005000841
pundamilia_nyererei ENSPNYG00000003183
oreochromis_niloticus ENSONIG00000000619
amphilophus_citrinellus ENSACIG00000012582
gambusia_affinis ENSGAFG00000015359
gambusia_affinis ENSGAFG00000015363
xiphophorus_couchianus ENSXCOG00000014202
poecilia_latipinna ENSPLAG00000005343
amphiprion_ocellaris ENSAOCG00000020356
esox_lucius ENSELUG00000010742
pygocentrus_nattereri ENSPNAG00000002373
astyanax_mexicanus ENSAMXG00000008921
ictalurus_punctatus ENSIPUG00000005446
danio_rerio ENSDARG00000105083
lepisosteus_oculatus ENSLOCG00000004944
ictalurus_punctatus ENSIPUG00000000057
danio_rerio ENSDARG00000025789
periophthalmus_magnuspinnatus ENSPMGG00000006573
stegastes_partitus ENSSPAG00000004124
hippocampus_comes ENSHCOG00000018462
latimeria_chalumnae ENSLACG00000022233
xenopus_tropicalis ENSXETG00000002904
oryzias_latipes_asm223469v1 ENSORLG00015000147
oryzias_latipes_asm223469v1 ENSORLG00015005151
tetraodon_nigroviridis ENSTNIG00000019584
hippocampus_comes ENSHCOG00000014254
pygocentrus_nattereri ENSPNAG00000010999
coturnix_japonica ENSCJPG00005001986
phascolarctos_cinereus ENSPCIG00000028310
notamacropus_eugenii ENSMEUG00000008739
sarcophilus_harrisii ENSSHAG00000018641
monodelphis_domestica ENSMODG00000006294
castor_canadensis ENSCCNG00000027946
dipodomys_ordii ENSDORG00000005923
mus_spicilegus ENSMSIG00000013541
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027850
mus_musculus ENSMUSG00000005045
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026857
mus_pahari MGP_PahariEiJ_G0029205
rattus_norvegicus ENSRNOG00000011268
meriones_unguiculatus ENSMUGG00000008039
