chelonoidis_abingdonii ENSCABG00000002923
pelodiscus_sinensis ENSPSIG00000007369
apteryx_rowi ENSARWG00000001513
apteryx_owenii ENSAOWG00000014799
nothoprocta_perdicaria ENSNPEG00000003862
parus_major ENSPMJG00000001256
cyanistes_caeruleus ENSCCEG00000007854
ficedula_albicollis ENSFALG00000012516
lonchura_striata_domestica ENSLSDG00000009432
taeniopygia_guttata ENSTGUG00000003002
serinus_canaria ENSSCAG00000012155
junco_hyemalis ENSJHYG00000006054
gallus_gallus ENSGALG00000030253
meleagris_gallopavo ENSMGAG00000001502
numida_meleagris ENSNMEG00000014212
pogona_vitticeps ENSPVIG00000005478
anolis_carolinensis ENSACAG00000006330
notechis_scutatus ENSNSUG00000015146
sarcophilus_harrisii ENSSHAG00000018585
monodelphis_domestica ENSMODG00000001591
notamacropus_eugenii ENSMEUG00000007621
chinchilla_lanigera ENSCLAG00000017230
octodon_degus ENSODEG00000013870
heterocephalus_glaber_male ENSHGLG00100019158
heterocephalus_glaber_female ENSHGLG00000013208
fukomys_damarensis ENSFDAG00000014663
cavia_porcellus ENSCPOG00000035170
cavia_aperea ENSCAPG00000006176
ictidomys_tridecemlineatus ENSSTOG00000019739
spermophilus_dauricus ENSSDAG00000020996
urocitellus_parryii ENSUPAG00010003967
castor_canadensis ENSCCNG00000022480
castor_canadensis ENSCCNG00000023361
dipodomys_ordii ENSDORG00000028509
dipodomys_ordii ENSDORG00000000606
cricetulus_griseus_crigri ENSCGRG00000012719
cricetulus_griseus_chok1gshd ENSCGRG00001021144
mesocricetus_auratus ENSMAUG00000012800
microtus_ochrogaster ENSMOCG00000012950
peromyscus_maniculatus_bairdii ENSPEMG00000017769
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025473
mus_musculus ENSMUSG00000089824
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024551
mus_pahari MGP_PahariEiJ_G0025996
rattus_norvegicus ENSRNOG00000019723
rattus_norvegicus ENSRNOG00000049913
nannospalax_galili ENSNGAG00000015846
jaculus_jaculus ENSJJAG00000009879
ochotona_princeps ENSOPRG00000005687
pan_troglodytes ENSPTRG00000040708
pan_troglodytes ENSPTRG00000013446
pan_paniscus ENSPPAG00000040719
gorilla_gorilla ENSGGOG00000028500
homo_sapiens ENSG00000244462
pongo_abelii ENSPPYG00000010960
nomascus_leucogenys ENSNLEG00000010268
rhinopithecus_bieti ENSRBIG00000042965
rhinopithecus_roxellana ENSRROG00000037485
colobus_angolensis_palliatus ENSCANG00000030552
cercocebus_atys ENSCATG00000030934
papio_anubis ENSPANG00000020003
macaca_mulatta ENSMMUG00000020960
macaca_fascicularis ENSMFAG00000032583
macaca_nemestrina ENSMNEG00000045365
mandrillus_leucophaeus ENSMLEG00000032492
cebus_capucinus ENSCCAG00000036056
cebus_capucinus ENSCCAG00000035899
saimiri_boliviensis_boliviensis ENSSBOG00000027633
aotus_nancymaae ENSANAG00000032596
carlito_syrichta ENSTSYG00000030563
microcebus_murinus ENSMICG00000032761
microcebus_murinus ENSMICG00000029540
propithecus_coquereli ENSPCOG00000023724
pteropus_vampyrus ENSPVAG00000014937
myotis_lucifugus ENSMLUG00000011217
equus_caballus ENSECAG00000021997
erinaceus_europaeus ENSEEUG00000008858
sus_scrofa ENSSSCG00000036156
vicugna_pacos ENSVPAG00000003812
bos_taurus ENSBTAG00000044015
bison_bison_bison ENSBBBG00000017141
capra_hircus ENSCHIG00000024592
tursiops_truncatus ENSTTRG00000017035
canis_lupus_dingo ENSCAFG00020005650
canis_lupus_familiaris ENSCAFG00000008256
mustela_putorius_furo ENSMPUG00000017789
mustela_putorius_furo ENSMPUG00000019091
ailuropoda_melanoleuca ENSAMEG00000019189
ursus_americanus ENSUAMG00000010430
loxodonta_africana ENSLAFG00000010341
procavia_capensis ENSPCAG00000008653
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024550
mus_musculus ENSMUSG00000098950
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025472
mus_pahari MGP_PahariEiJ_G0025995
xenopus_tropicalis ENSXETG00000033541
danio_rerio ENSDARG00000100636
ictalurus_punctatus ENSIPUG00000014491
amphiprion_ocellaris ENSAOCG00000019579
oryzias_melastigma ENSOMEG00000008238
monopterus_albus ENSMALG00000022679
mastacembelus_armatus ENSMAMG00000001497
gasterosteus_aculeatus ENSGACG00000004202
mola_mola ENSMMOG00000013495
amphilophus_citrinellus ENSACIG00000011053
xiphophorus_couchianus ENSXCOG00000014073
poecilia_formosa ENSPFOG00000023551
periophthalmus_magnuspinnatus ENSPMGG00000018816
lepisosteus_oculatus ENSLOCG00000018363
eptatretus_burgeri ENSEBUG00000016806
