ciona_savignyi ENSCSAVG00000006424
ciona_intestinalis ENSCING00000007869
petromyzon_marinus ENSPMAG00000008176
drosophila_melanogaster FBgn0023143
caenorhabditis_elegans_strain_n2 WBGene00006699
nothoprocta_perdicaria ENSNPEG00000012640
nothoprocta_perdicaria ENSNPEG00000012646
apteryx_owenii ENSAOWG00000008352
apteryx_haastii ENSAHAG00000014167
apteryx_rowi ENSARWG00000011819
dromaius_novaehollandiae ENSDNVG00000012092
junco_hyemalis ENSJHYG00000006404
serinus_canaria ENSSCAG00000013320
parus_major ENSPMJG00000005132
ficedula_albicollis ENSFALG00000009022
lonchura_striata_domestica ENSLSDG00000017763
manacus_vitellinus ENSMVIG00005014750
cyanistes_caeruleus ENSCCEG00000004557
melopsittacus_undulatus ENSMUNG00000000664
calidris_pygmaea ENSCPGG00000002621
calidris_pugnax ENSCPUG00000012137
anser_brachyrhynchus ENSABRG00000019630
anas_platyrhynchos_platyrhynchos ENSAPLG00000027862
gallus_gallus ENSGALG00000050845
gallus_gallus ENSGALG00000036263
meleagris_gallopavo ENSMGAG00000003255
numida_meleagris ENSNMEG00000010658
calidris_pygmaea ENSCPGG00000017356
anas_platyrhynchos_platyrhynchos ENSAPLG00000027214
crocodylus_porosus ENSCPRG00005015413
gopherus_agassizii ENSGAGG00000019451
chelonoidis_abingdonii ENSCABG00000018547
chrysemys_picta_bellii ENSCPBG00000010927
anolis_carolinensis ENSACAG00000007320
pogona_vitticeps ENSPVIG00000024857
notechis_scutatus ENSNSUG00000006879
sphenodon_punctatus ENSSPUG00000002437
petromyzon_marinus ENSPMAG00000003071
mola_mola ENSMMOG00000007382
piliocolobus_tephrosceles ENSPTEG00000007221
marmota_marmota_marmota ENSMMMG00000000550
saccharomyces_cerevisiae YKL210W
