sarcophilus_harrisii ENSSHAG00000007404
phascolarctos_cinereus ENSPCIG00000032024
notamacropus_eugenii ENSMEUG00000005381
phascolarctos_cinereus ENSPCIG00000013480
monodelphis_domestica ENSMODG00000003670
spermophilus_dauricus ENSSDAG00000023237
urocitellus_parryii ENSUPAG00010003003
ictidomys_tridecemlineatus ENSSTOG00000012038
marmota_marmota_marmota ENSMMMG00000022237
meriones_unguiculatus ENSMUGG00000003222
meriones_unguiculatus ENSMUGG00000023898
cavia_porcellus ENSCPOG00000015587
cavia_aperea ENSCAPG00000014369
chinchilla_lanigera ENSCLAG00000011951
octodon_degus ENSODEG00000009795
heterocephalus_glaber_male ENSHGLG00100006429
heterocephalus_glaber_female ENSHGLG00000000292
fukomys_damarensis ENSFDAG00000007352
castor_canadensis ENSCCNG00000009470
oryctolagus_cuniculus ENSOCUG00000017732
ochotona_princeps ENSOPRG00000006204
dipodomys_ordii ENSDORG00000009490
tupaia_belangeri ENSTBEG00000006594
cebus_capucinus ENSCCAG00000025772
saimiri_boliviensis_boliviensis ENSSBOG00000020211
callithrix_jacchus ENSCJAG00000011808
aotus_nancymaae ENSANAG00000030633
pan_paniscus ENSPPAG00000040456
pan_troglodytes ENSPTRG00000016752
homo_sapiens ENSG00000145526
gorilla_gorilla ENSGGOG00000010981
pongo_abelii ENSPPYG00000015363
nomascus_leucogenys ENSNLEG00000011961
macaca_mulatta ENSMMUG00000004389
macaca_fascicularis ENSMFAG00000030294
macaca_nemestrina ENSMNEG00000032967
mandrillus_leucophaeus ENSMLEG00000036705
theropithecus_gelada ENSTGEG00000003376
papio_anubis ENSPANG00000010599
cercocebus_atys ENSCATG00000040257
chlorocebus_sabaeus ENSCSAG00000017245
piliocolobus_tephrosceles ENSPTEG00000037392
colobus_angolensis_palliatus ENSCANG00000036563
rhinopithecus_roxellana ENSRROG00000037543
rhinopithecus_bieti ENSRBIG00000019262
carlito_syrichta ENSTSYG00000013926
microcebus_murinus ENSMICG00000008090
propithecus_coquereli ENSPCOG00000016866
prolemur_simus ENSPSMG00000015506
otolemur_garnettii ENSOGAG00000004532
ovis_aries ENSOARG00000012915
capra_hircus ENSCHIG00000020499
bos_taurus ENSBTAG00000037844
bos_mutus ENSBMUG00000013599
bison_bison_bison ENSBBBG00000017787
tursiops_truncatus ENSTTRG00000000767
sus_scrofa ENSSSCG00000026842
vicugna_pacos ENSVPAG00000010966
erinaceus_europaeus ENSEEUG00000011021
sorex_araneus ENSSARG00000001827
myotis_lucifugus ENSMLUG00000007826
pteropus_vampyrus ENSPVAG00000015856
equus_caballus ENSECAG00000019320
equus_asinus_asinus ENSEASG00005007180
ursus_maritimus ENSUMAG00000021239
ursus_americanus ENSUAMG00000010249
ailuropoda_melanoleuca ENSAMEG00000007705
neovison_vison ENSNVIG00000010079
mustela_putorius_furo ENSMPUG00000010948
canis_lupus_dingo ENSCAFG00020019550
canis_lupus_familiaris ENSCAFG00000019049
vulpes_vulpes ENSVVUG00000030291
panthera_tigris_altaica ENSPTIG00000010486
panthera_pardus ENSPPRG00000015628
felis_catus ENSFCAG00000013641
loxodonta_africana ENSLAFG00000003845
procavia_capensis ENSPCAG00000016791
echinops_telfairi ENSETEG00000017108
choloepus_hoffmanni ENSCHOG00000009997
dasypus_novemcinctus ENSDNOG00000034178
cricetulus_griseus_chok1gshd ENSCGRG00001012079
cricetulus_griseus_crigri ENSCGRG00000003978
cricetulus_griseus_crigri-picr ENSCGRG00015004042
mesocricetus_auratus ENSMAUG00000016819
microtus_ochrogaster ENSMOCG00000016086
peromyscus_maniculatus_bairdii ENSPEMG00000019662
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020586
mus_musculus ENSMUSG00000040420
mus_spicilegus ENSMSIG00000022016
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019692
mus_pahari MGP_PahariEiJ_G0016068
rattus_norvegicus ENSRNOG00000010535
nannospalax_galili ENSNGAG00000022603
jaculus_jaculus ENSJJAG00000018092
ornithorhynchus_anatinus ENSOANG00000002498
xenopus_tropicalis ENSXETG00000012238
anolis_carolinensis ENSACAG00000015923
pogona_vitticeps ENSPVIG00000019310
notechis_scutatus ENSNSUG00000008957
salvator_merianae ENSSMRG00000009457
sphenodon_punctatus ENSSPUG00000001802
pelodiscus_sinensis ENSPSIG00000011966
chelonoidis_abingdonii ENSCABG00000009028
chelonoidis_abingdonii ENSCABG00000008896
gopherus_agassizii ENSGAGG00000017153
chrysemys_picta_bellii ENSCPBG00000021120
anser_brachyrhynchus ENSABRG00000013105
anas_platyrhynchos_platyrhynchos ENSAPLG00000005731
gallus_gallus ENSGALG00000036097
meleagris_gallopavo ENSMGAG00000005465
coturnix_japonica ENSCJPG00005015532
numida_meleagris ENSNMEG00000005305
zonotrichia_albicollis ENSZALG00000018105
junco_hyemalis ENSJHYG00000009837
serinus_canaria ENSSCAG00000004161
taeniopygia_guttata ENSTGUG00000007189
lonchura_striata_domestica ENSLSDG00000010695
ficedula_albicollis ENSFALG00000007516
parus_major ENSPMJG00000003298
cyanistes_caeruleus ENSCCEG00000012363
lepidothrix_coronata ENSLCOG00000010396
manacus_vitellinus ENSMVIG00005019308
calidris_pygmaea ENSCPGG00000017324
calidris_pugnax ENSCPUG00000015739
melopsittacus_undulatus ENSMUNG00000001234
apteryx_haastii ENSAHAG00000013346
apteryx_owenii ENSAOWG00000018610
apteryx_rowi ENSARWG00000004824
dromaius_novaehollandiae ENSDNVG00000016697
nothoprocta_perdicaria ENSNPEG00000014495
crocodylus_porosus ENSCPRG00005016488
pelodiscus_sinensis ENSPSIG00000002553
pelodiscus_sinensis ENSPSIG00000014325
danio_rerio ENSDARG00000061371
latimeria_chalumnae ENSLACG00000001193
oryzias_latipes ENSORLG00000013779
oryzias_latipes ENSORLG00020002689
oryzias_latipes_asm223469v1 ENSORLG00015002908
oryzias_melastigma ENSOMEG00000023839
monopterus_albus ENSMALG00000010951
takifugu_rubripes ENSTRUG00000017856
tetraodon_nigroviridis ENSTNIG00000012181
scophthalmus_maximus ENSSMAG00000007693
periophthalmus_magnuspinnatus ENSPMGG00000010891
gasterosteus_aculeatus ENSGACG00000000582
hippocampus_comes ENSHCOG00000008685
anabas_testudineus ENSATEG00000022201
mastacembelus_armatus ENSMAMG00000012409
cynoglossus_semilaevis ENSCSEG00000000244
xiphophorus_maculatus ENSXMAG00000014315
xiphophorus_couchianus ENSXCOG00000015288
gambusia_affinis ENSGAFG00000016907
poecilia_mexicana ENSPMEG00000023891
poecilia_latipinna ENSPLAG00000005627
poecilia_mexicana ENSPMEG00000019448
poecilia_latipinna ENSPLAG00000005347
poecilia_formosa ENSPFOG00000001848
poecilia_reticulata ENSPREG00000022173
fundulus_heteroclitus ENSFHEG00000003692
cyprinodon_variegatus ENSCVAG00000012442
kryptolebias_marmoratus ENSKMAG00000021723
maylandia_zebra ENSMZEG00005019841
astatotilapia_calliptera ENSACLG00000011780
pundamilia_nyererei ENSPNYG00000000555
haplochromis_burtoni ENSHBUG00000015451
oreochromis_niloticus ENSONIG00000006555
neolamprologus_brichardi ENSNBRG00000002063
amphilophus_citrinellus ENSACIG00000019498
stegastes_partitus ENSSPAG00000010336
stegastes_partitus ENSSPAG00000010382
amphiprion_ocellaris ENSAOCG00000022477
