scleropages_formosus ENSSFOG00015014052
paramormyrops_kingsleyae ENSPKIG00000019967
lepisosteus_oculatus ENSLOCG00000007882
pygocentrus_nattereri ENSPNAG00000012092
astyanax_mexicanus ENSAMXG00000040310
ictalurus_punctatus ENSIPUG00000002734
danio_rerio ENSDARG00000055876
takifugu_rubripes ENSTRUG00000015761
tetraodon_nigroviridis ENSTNIG00000004302
hippocampus_comes ENSHCOG00000006669
cynoglossus_semilaevis ENSCSEG00000011912
mastacembelus_armatus ENSMAMG00000012760
monopterus_albus ENSMALG00000017622
anabas_testudineus ENSATEG00000010790
seriola_lalandi_dorsalis ENSSLDG00000005170
seriola_dumerili ENSSDUG00000019270
scophthalmus_maximus ENSSMAG00000002893
labrus_bergylta ENSLBEG00000000063
fundulus_heteroclitus ENSFHEG00000010123
cyprinodon_variegatus ENSCVAG00000009600
xiphophorus_maculatus ENSXMAG00000007869
xiphophorus_couchianus ENSXCOG00000005279
gambusia_affinis ENSGAFG00000014022
poecilia_latipinna ENSPLAG00000007790
poecilia_reticulata ENSPREG00000000106
poecilia_formosa ENSPFOG00000007964
poecilia_mexicana ENSPMEG00000003202
kryptolebias_marmoratus ENSKMAG00000005432
oryzias_latipes ENSORLG00020014996
oryzias_latipes ENSORLG00000007977
oryzias_latipes_asm223469v1 ENSORLG00015014794
oryzias_melastigma ENSOMEG00000002617
amphiprion_ocellaris ENSAOCG00000009513
amphiprion_percula ENSAPEG00000003085
acanthochromis_polyacanthus ENSAPOG00000014767
stegastes_partitus ENSSPAG00000004349
astatotilapia_calliptera ENSACLG00000026690
pundamilia_nyererei ENSPNYG00000014543
maylandia_zebra ENSMZEG00005007983
haplochromis_burtoni ENSHBUG00000011271
neolamprologus_brichardi ENSNBRG00000006453
oreochromis_niloticus ENSONIG00000010120
amphilophus_citrinellus ENSACIG00000005151
periophthalmus_magnuspinnatus ENSPMGG00000018050
mola_mola ENSMMOG00000005287
gasterosteus_aculeatus ENSGACG00000016984
gadus_morhua ENSGMOG00000001072
esox_lucius ENSELUG00000005920
anolis_carolinensis ENSACAG00000000271
pogona_vitticeps ENSPVIG00000018861
salvator_merianae ENSSMRG00000002657
sphenodon_punctatus ENSSPUG00000003480
calidris_pugnax ENSCPUG00000006187
calidris_pygmaea ENSCPGG00000006686
melopsittacus_undulatus ENSMUNG00000015097
lepidothrix_coronata ENSLCOG00000004720
manacus_vitellinus ENSMVIG00005014152
taeniopygia_guttata ENSTGUG00000005930
lonchura_striata_domestica ENSLSDG00000012888
serinus_canaria ENSSCAG00000010529
zonotrichia_albicollis ENSZALG00000007866
junco_hyemalis ENSJHYG00000011942
cyanistes_caeruleus ENSCCEG00000013344
parus_major ENSPMJG00000000074
ficedula_albicollis ENSFALG00000011210
anser_brachyrhynchus ENSABRG00000016509
anas_platyrhynchos_platyrhynchos ENSAPLG00000004461
gallus_gallus ENSGALG00000009560
coturnix_japonica ENSCJPG00005000721
meleagris_gallopavo ENSMGAG00000002208
