sphenodon_punctatus ENSSPUG00000005879
pogona_vitticeps ENSPVIG00000010338
apteryx_haastii ENSAHAG00000007016
dromaius_novaehollandiae ENSDNVG00000007594
nothoprocta_perdicaria ENSNPEG00000011286
numida_meleagris ENSNMEG00000015522
coturnix_japonica ENSCJPG00005009920
anser_brachyrhynchus ENSABRG00000003886
serinus_canaria ENSSCAG00000006312
manacus_vitellinus ENSMVIG00005010446
zonotrichia_albicollis ENSZALG00000009716
calidris_pugnax ENSCPUG00000004693
melopsittacus_undulatus ENSMUNG00000000207
gopherus_agassizii ENSGAGG00000003616
mus_spicilegus ENSMSIG00000005499
