scophthalmus_maximus ENSSMAG00000010439
cynoglossus_semilaevis ENSCSEG00000003405
takifugu_rubripes ENSTRUG00000015262
tetraodon_nigroviridis ENSTNIG00000007395
gasterosteus_aculeatus ENSGACG00000016431
monopterus_albus ENSMALG00000008815
mastacembelus_armatus ENSMAMG00000017786
anabas_testudineus ENSATEG00000003357
labrus_bergylta ENSLBEG00000006585
mola_mola ENSMMOG00000004245
amphiprion_ocellaris ENSAOCG00000016084
amphiprion_percula ENSAPEG00000002387
acanthochromis_polyacanthus ENSAPOG00000008090
stegastes_partitus ENSSPAG00000021253
astatotilapia_calliptera ENSACLG00000008926
maylandia_zebra ENSMZEG00005000941
haplochromis_burtoni ENSHBUG00000023871
pundamilia_nyererei ENSPNYG00000020614
neolamprologus_brichardi ENSNBRG00000014396
oreochromis_niloticus ENSONIG00000001044
amphilophus_citrinellus ENSACIG00000021886
xiphophorus_maculatus ENSXMAG00000008749
xiphophorus_couchianus ENSXCOG00000014727
poecilia_formosa ENSPFOG00000003474
poecilia_mexicana ENSPMEG00000003144
poecilia_latipinna ENSPLAG00000015278
poecilia_reticulata ENSPREG00000010719
gambusia_affinis ENSGAFG00000016640
fundulus_heteroclitus ENSFHEG00000006598
cyprinodon_variegatus ENSCVAG00000008186
kryptolebias_marmoratus ENSKMAG00000010887
oryzias_latipes ENSORLG00000000275
oryzias_latipes_asm223469v1 ENSORLG00015016068
oryzias_latipes ENSORLG00020006997
oryzias_melastigma ENSOMEG00000011816
seriola_dumerili ENSSDUG00000002572
seriola_lalandi_dorsalis ENSSLDG00000024633
hippocampus_comes ENSHCOG00000000213
periophthalmus_magnuspinnatus ENSPMGG00000016407
gadus_morhua ENSGMOG00000017183
esox_lucius ENSELUG00000013048
pygocentrus_nattereri ENSPNAG00000023137
astyanax_mexicanus ENSAMXG00000042894
ictalurus_punctatus ENSIPUG00000009340
danio_rerio ENSDARG00000002732
scleropages_formosus ENSSFOG00015019258
paramormyrops_kingsleyae ENSPKIG00000006623
lepisosteus_oculatus ENSLOCG00000010961
gopherus_agassizii ENSGAGG00000019303
chelonoidis_abingdonii ENSCABG00000022826
chrysemys_picta_bellii ENSCPBG00000000965
pelodiscus_sinensis ENSPSIG00000009901
apteryx_haastii ENSAHAG00000004875
apteryx_owenii ENSAOWG00000007358
apteryx_rowi ENSARWG00000012424
dromaius_novaehollandiae ENSDNVG00000012091
nothoprocta_perdicaria ENSNPEG00000001039
anser_brachyrhynchus ENSABRG00000009053
anas_platyrhynchos_platyrhynchos ENSAPLG00000015017
gallus_gallus ENSGALG00000038433
meleagris_gallopavo ENSMGAG00000013099
coturnix_japonica ENSCJPG00005004812
numida_meleagris ENSNMEG00000001592
parus_major ENSPMJG00000016776
cyanistes_caeruleus ENSCCEG00000024031
ficedula_albicollis ENSFALG00000010062
zonotrichia_albicollis ENSZALG00000012050
junco_hyemalis ENSJHYG00000013497
serinus_canaria ENSSCAG00000014992
taeniopygia_guttata ENSTGUG00000010671
taeniopygia_guttata ENSTGUG00000015579
lonchura_striata_domestica ENSLSDG00000000246
manacus_vitellinus ENSMVIG00005000049
lepidothrix_coronata ENSLCOG00000013275
melopsittacus_undulatus ENSMUNG00000001301
calidris_pygmaea ENSCPGG00000009563
calidris_pugnax ENSCPUG00000007630
crocodylus_porosus ENSCPRG00005001192
pogona_vitticeps ENSPVIG00000008570
anolis_carolinensis ENSACAG00000010309
salvator_merianae ENSSMRG00000022788
sphenodon_punctatus ENSSPUG00000007242
phascolarctos_cinereus ENSPCIG00000013557
notamacropus_eugenii ENSMEUG00000006585
sarcophilus_harrisii ENSSHAG00000012328
monodelphis_domestica ENSMODG00000004394
propithecus_coquereli ENSPCOG00000022718
prolemur_simus ENSPSMG00000002740
microcebus_murinus ENSMICG00000002454
otolemur_garnettii ENSOGAG00000006366
tupaia_belangeri ENSTBEG00000006873
chinchilla_lanigera ENSCLAG00000006806
octodon_degus ENSODEG00000012066
cavia_porcellus ENSCPOG00000036286
cavia_aperea ENSCAPG00000006474
heterocephalus_glaber_female ENSHGLG00000008343
heterocephalus_glaber_male ENSHGLG00100014462
fukomys_damarensis ENSFDAG00000002259
ictidomys_tridecemlineatus ENSSTOG00000025443
urocitellus_parryii ENSUPAG00010023054
marmota_marmota_marmota ENSMMMG00000009081
spermophilus_dauricus ENSSDAG00000017460
castor_canadensis ENSCCNG00000012055
dipodomys_ordii ENSDORG00000025165
peromyscus_maniculatus_bairdii ENSPEMG00000012059
microtus_ochrogaster ENSMOCG00000009741
cricetulus_griseus_crigri-picr ENSCGRG00015027232
cricetulus_griseus_chok1gshd ENSCGRG00001018510
cricetulus_griseus_crigri ENSCGRG00000004494
mesocricetus_auratus ENSMAUG00000009554
mus_spicilegus ENSMSIG00000020130
mus_musculus ENSMUSG00000037379
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028106
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027110
mus_pahari MGP_PahariEiJ_G0016894
