ursus_americanus ENSUAMG00000011970
ursus_maritimus ENSUMAG00000003379
ailuropoda_melanoleuca ENSAMEG00000012166
panthera_pardus ENSPPRG00000025086
panthera_tigris_altaica ENSPTIG00000005897
felis_catus ENSFCAG00000042083
equus_asinus_asinus ENSEASG00005021063
equus_caballus ENSECAG00000031570
equus_caballus ENSECAG00000029034
equus_caballus ENSECAG00000031457
equus_asinus_asinus ENSEASG00005021057
equus_caballus ENSECAG00000030353
equus_caballus ENSECAG00000035418
equus_caballus ENSECAG00000033632
equus_caballus ENSECAG00000032061
equus_asinus_asinus ENSEASG00005021059
equus_asinus_asinus ENSEASG00005021035
erinaceus_europaeus ENSEEUG00000010963
bos_taurus ENSBTAG00000037542
capra_hircus ENSCHIG00000009081
sus_scrofa ENSSSCG00000039796
microtus_ochrogaster ENSMOCG00000022412
microtus_ochrogaster ENSMOCG00000009975
peromyscus_maniculatus_bairdii ENSPEMG00000030652
cricetulus_griseus_crigri-picr ENSCGRG00015000689
cricetulus_griseus_chok1gshd ENSCGRG00001013960
mus_spicilegus ENSMSIG00000001476
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024409
mus_musculus ENSMUSG00000075387
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023493
mus_pahari MGP_PahariEiJ_G0024948
rattus_norvegicus ENSRNOG00000045719
rattus_norvegicus ENSRNOG00000048909
rattus_norvegicus ENSRNOG00000046032
rattus_norvegicus ENSRNOG00000049538
mus_musculus ENSMUSG00000059251
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024412
rattus_norvegicus ENSRNOG00000045690
mus_musculus ENSMUSG00000094266
mus_spicilegus ENSMSIG00000001487
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024408
rattus_norvegicus ENSRNOG00000054399
rattus_norvegicus ENSRNOG00000046849
mus_musculus ENSMUSG00000068950
mus_spicilegus ENSMSIG00000001528
rattus_norvegicus ENSRNOG00000060108
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023491
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023492
mus_musculus ENSMUSG00000094464
mus_spicilegus ENSMSIG00000001495
mus_musculus ENSMUSG00000094764
mus_spicilegus ENSMSIG00000001457
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024413
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024414
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024411
mus_musculus ENSMUSG00000096822
rattus_norvegicus ENSRNOG00000030855
rattus_norvegicus ENSRNOG00000046801
mus_spicilegus ENSMSIG00000001448
mus_musculus ENSMUSG00000111863
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024415
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023495
mus_pahari MGP_PahariEiJ_G0024950
rattus_norvegicus ENSRNOG00000047092
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024410
mus_spicilegus ENSMSIG00000001466
mus_musculus ENSMUSG00000111869
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023494
mus_pahari MGP_PahariEiJ_G0024949
rattus_norvegicus ENSRNOG00000046228
nannospalax_galili ENSNGAG00000015049
jaculus_jaculus ENSJJAG00000005426
nannospalax_galili ENSNGAG00000014733
nannospalax_galili ENSNGAG00000020653
castor_canadensis ENSCCNG00000001503
castor_canadensis ENSCCNG00000018773
castor_canadensis ENSCCNG00000007382
castor_canadensis ENSCCNG00000014535
castor_canadensis ENSCCNG00000014574
castor_canadensis ENSCCNG00000007278
nannospalax_galili ENSNGAG00000016631
jaculus_jaculus ENSJJAG00000007756
cricetulus_griseus_chok1gshd ENSCGRG00001013564
cricetulus_griseus_crigri ENSCGRG00000019219
cricetulus_griseus_crigri-picr ENSCGRG00015000671
mesocricetus_auratus ENSMAUG00000019019
microtus_ochrogaster ENSMOCG00000001660
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024417
mus_musculus ENSMUSG00000111021
mus_spicilegus ENSMSIG00000001432
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023497
mus_pahari MGP_PahariEiJ_G0024952
rattus_norvegicus ENSRNOG00000048499
meriones_unguiculatus ENSMUGG00000001805
castor_canadensis ENSCCNG00000014537
cricetulus_griseus_crigri-picr ENSCGRG00015000673
cricetulus_griseus_crigri ENSCGRG00000019226
cricetulus_griseus_chok1gshd ENSCGRG00001013808
mesocricetus_auratus ENSMAUG00000006683
peromyscus_maniculatus_bairdii ENSPEMG00000030522
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024416
mus_spicilegus ENSMSIG00000001441
mus_musculus ENSMUSG00000049315
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023496
mus_pahari MGP_PahariEiJ_G0024951
rattus_norvegicus ENSRNOG00000048611
meriones_unguiculatus ENSMUGG00000001807
jaculus_jaculus ENSJJAG00000004355
cricetulus_griseus_crigri ENSCGRG00000005694
cricetulus_griseus_crigri-picr ENSCGRG00015000709
cricetulus_griseus_chok1gshd ENSCGRG00001005684
mesocricetus_auratus ENSMAUG00000016503
microtus_ochrogaster ENSMOCG00000021040
microtus_ochrogaster ENSMOCG00000010474
castor_canadensis ENSCCNG00000014546
mus_musculus ENSMUSG00000053146
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024421
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023501
rattus_norvegicus ENSRNOG00000049460
cricetulus_griseus_chok1gshd ENSCGRG00001013553
cricetulus_griseus_crigri-picr ENSCGRG00015000635
dipodomys_ordii ENSDORG00000025027
fukomys_damarensis ENSFDAG00000013306
fukomys_damarensis ENSFDAG00000009766
heterocephalus_glaber_female ENSHGLG00000020681
heterocephalus_glaber_male ENSHGLG00100019929
heterocephalus_glaber_male ENSHGLG00100003035
fukomys_damarensis ENSFDAG00000004058
heterocephalus_glaber_female ENSHGLG00000020826
heterocephalus_glaber_male ENSHGLG00100019682
fukomys_damarensis ENSFDAG00000006636
heterocephalus_glaber_male ENSHGLG00100019781
heterocephalus_glaber_female ENSHGLG00000020973
fukomys_damarensis ENSFDAG00000014671
fukomys_damarensis ENSFDAG00000006796
heterocephalus_glaber_female ENSHGLG00000020700
heterocephalus_glaber_female ENSHGLG00000020749
heterocephalus_glaber_male ENSHGLG00100019972
heterocephalus_glaber_male ENSHGLG00100001278
fukomys_damarensis ENSFDAG00000003658
fukomys_damarensis ENSFDAG00000004221
heterocephalus_glaber_female ENSHGLG00000011295
heterocephalus_glaber_male ENSHGLG00100019893
heterocephalus_glaber_female ENSHGLG00000020522
heterocephalus_glaber_female ENSHGLG00000020648
heterocephalus_glaber_male ENSHGLG00100019710
fukomys_damarensis ENSFDAG00000002045
cavia_porcellus ENSCPOG00000039698
chinchilla_lanigera ENSCLAG00000012955
octodon_degus ENSODEG00000002158
cavia_porcellus ENSCPOG00000032815
cavia_aperea ENSCAPG00000002879
fukomys_damarensis ENSFDAG00000003628
fukomys_damarensis ENSFDAG00000004043
chinchilla_lanigera ENSCLAG00000017778
cavia_aperea ENSCAPG00000011600
heterocephalus_glaber_female ENSHGLG00000021153
heterocephalus_glaber_male ENSHGLG00100019763
marmota_marmota_marmota ENSMMMG00000018581
urocitellus_parryii ENSUPAG00010012565
spermophilus_dauricus ENSSDAG00000014194
spermophilus_dauricus ENSSDAG00000014243
spermophilus_dauricus ENSSDAG00000014248
spermophilus_dauricus ENSSDAG00000014180
marmota_marmota_marmota ENSMMMG00000018595
spermophilus_dauricus ENSSDAG00000014250
urocitellus_parryii ENSUPAG00010008940
ictidomys_tridecemlineatus ENSSTOG00000021909
ictidomys_tridecemlineatus ENSSTOG00000000663
marmota_marmota_marmota ENSMMMG00000018605
ictidomys_tridecemlineatus ENSSTOG00000030697
marmota_marmota_marmota ENSMMMG00000018602
ictidomys_tridecemlineatus ENSSTOG00000031937
ictidomys_tridecemlineatus ENSSTOG00000019533
marmota_marmota_marmota ENSMMMG00000018585
marmota_marmota_marmota ENSMMMG00000018586
spermophilus_dauricus ENSSDAG00000014211
spermophilus_dauricus ENSSDAG00000014225
marmota_marmota_marmota ENSMMMG00000018587
urocitellus_parryii ENSUPAG00010012600
ictidomys_tridecemlineatus ENSSTOG00000023654
spermophilus_dauricus ENSSDAG00000014062
marmota_marmota_marmota ENSMMMG00000018552
spermophilus_dauricus ENSSDAG00000014258
marmota_marmota_marmota ENSMMMG00000018598
ictidomys_tridecemlineatus ENSSTOG00000027390
spermophilus_dauricus ENSSDAG00000014184
urocitellus_parryii ENSUPAG00010012571
ictidomys_tridecemlineatus ENSSTOG00000030925
marmota_marmota_marmota ENSMMMG00000018578
urocitellus_parryii ENSUPAG00010008872
meriones_unguiculatus ENSMUGG00000002734
sus_scrofa ENSSSCG00000036009
loxodonta_africana ENSLAFG00000031101
loxodonta_africana ENSLAFG00000028182
loxodonta_africana ENSLAFG00000029566
procavia_capensis ENSPCAG00000013577
procavia_capensis ENSPCAG00000003463
loxodonta_africana ENSLAFG00000029638
loxodonta_africana ENSLAFG00000012402
loxodonta_africana ENSLAFG00000030320
procavia_capensis ENSPCAG00000016726
choloepus_hoffmanni ENSCHOG00000014001
choloepus_hoffmanni ENSCHOG00000006722
