calidris_pygmaea ENSCPGG00000018067
calidris_pugnax ENSCPUG00000017633
parus_major ENSPMJG00000012517
lepidothrix_coronata ENSLCOG00000015688
lonchura_striata_domestica ENSLSDG00000007236
serinus_canaria ENSSCAG00000015976
taeniopygia_guttata ENSTGUG00000001777
junco_hyemalis ENSJHYG00000016731
zonotrichia_albicollis ENSZALG00000009882
cyanistes_caeruleus ENSCCEG00000012484
manacus_vitellinus ENSMVIG00005018736
ficedula_albicollis ENSFALG00000003763
melopsittacus_undulatus ENSMUNG00000013072
meleagris_gallopavo ENSMGAG00000006067
gallus_gallus ENSGALG00000041792
numida_meleagris ENSNMEG00000003963
coturnix_japonica ENSCJPG00005017896
apteryx_haastii ENSAHAG00000017971
apteryx_owenii ENSAOWG00000005040
apteryx_rowi ENSARWG00000000575
dromaius_novaehollandiae ENSDNVG00000014266
nothoprocta_perdicaria ENSNPEG00000004424
anser_brachyrhynchus ENSABRG00000011537
anas_platyrhynchos_platyrhynchos ENSAPLG00000019995
crocodylus_porosus ENSCPRG00005014159
gopherus_agassizii ENSGAGG00000003068
chelonoidis_abingdonii ENSCABG00000006343
chrysemys_picta_bellii ENSCPBG00000027140
pelodiscus_sinensis ENSPSIG00000004872
anolis_carolinensis ENSACAG00000015742
pogona_vitticeps ENSPVIG00000010116
notechis_scutatus ENSNSUG00000011914
salvator_merianae ENSSMRG00000000912
sphenodon_punctatus ENSSPUG00000002512
monodelphis_domestica ENSMODG00000013910
phascolarctos_cinereus ENSPCIG00000006371
panthera_pardus ENSPPRG00000009052
panthera_tigris_altaica ENSPTIG00000021985
felis_catus ENSFCAG00000040568
equus_asinus_asinus ENSEASG00005021001
bison_bison_bison ENSBBBG00000003059
ovis_aries ENSOARG00000010772
bos_taurus ENSBTAG00000034493
bos_mutus ENSBMUG00000002557
capra_hircus ENSCHIG00000019313
pteropus_vampyrus ENSPVAG00000015595
myotis_lucifugus ENSMLUG00000002482
otolemur_garnettii ENSOGAG00000011264
vulpes_vulpes ENSVVUG00000026129
canis_lupus_familiaris ENSCAFG00000001229
