junco_hyemalis ENSJHYG00000005212
zonotrichia_albicollis ENSZALG00000008680
parus_major ENSPMJG00000002089
lepidothrix_coronata ENSLCOG00000015129
melopsittacus_undulatus ENSMUNG00000006474
serinus_canaria ENSSCAG00000010813
nothoprocta_perdicaria ENSNPEG00000003133
lonchura_striata_domestica ENSLSDG00000011719
lonchura_striata_domestica ENSLSDG00000015093
taeniopygia_guttata ENSTGUG00000003507
serinus_canaria ENSSCAG00000010819
cyanistes_caeruleus ENSCCEG00000007428
cyanistes_caeruleus ENSCCEG00000008066
parus_major ENSPMJG00000002002
parus_major ENSPMJG00000001966
manacus_vitellinus ENSMVIG00005015191
ficedula_albicollis ENSFALG00000012780
calidris_pugnax ENSCPUG00000009158
calidris_pugnax ENSCPUG00000009161
dromaius_novaehollandiae ENSDNVG00000010517
