gopherus_agassizii ENSGAGG00000018157
chelonoidis_abingdonii ENSCABG00000018453
chrysemys_picta_bellii ENSCPBG00000014723
pelodiscus_sinensis ENSPSIG00000016714
gallus_gallus ENSGALG00000047143
meleagris_gallopavo ENSMGAG00000001959
numida_meleagris ENSNMEG00000017228
anser_brachyrhynchus ENSABRG00000013550
anas_platyrhynchos_platyrhynchos ENSAPLG00000004838
taeniopygia_guttata ENSTGUG00000004072
taeniopygia_guttata ENSTGUG00000017428
lonchura_striata_domestica ENSLSDG00000010213
serinus_canaria ENSSCAG00000011299
ficedula_albicollis ENSFALG00000002982
zonotrichia_albicollis ENSZALG00000014956
junco_hyemalis ENSJHYG00000016397
parus_major ENSPMJG00000019223
cyanistes_caeruleus ENSCCEG00000020595
manacus_vitellinus ENSMVIG00005001250
lepidothrix_coronata ENSLCOG00000001192
calidris_pugnax ENSCPUG00000010187
calidris_pygmaea ENSCPGG00000000749
melopsittacus_undulatus ENSMUNG00000013772
apteryx_haastii ENSAHAG00000015147
apteryx_owenii ENSAOWG00000016519
apteryx_rowi ENSARWG00000000519
dromaius_novaehollandiae ENSDNVG00000014537
nothoprocta_perdicaria ENSNPEG00000015289
coturnix_japonica ENSCJPG00005021320
phascolarctos_cinereus ENSPCIG00000003499
sarcophilus_harrisii ENSSHAG00000006656
monodelphis_domestica ENSMODG00000024978
ornithorhynchus_anatinus ENSOANG00000014225
pogona_vitticeps ENSPVIG00000015539
chrysemys_picta_bellii ENSCPBG00000004044
xenopus_tropicalis ENSXETG00000000784
xenopus_tropicalis ENSXETG00000030684
xenopus_tropicalis ENSXETG00000032536
latimeria_chalumnae ENSLACG00000008038
petromyzon_marinus ENSPMAG00000009680
fundulus_heteroclitus ENSFHEG00000020068
cyprinodon_variegatus ENSCVAG00000006147
poecilia_formosa ENSPFOG00000008714
poecilia_mexicana ENSPMEG00000013060
poecilia_latipinna ENSPLAG00000018736
poecilia_reticulata ENSPREG00000000210
xiphophorus_maculatus ENSXMAG00000013830
xiphophorus_couchianus ENSXCOG00000015744
gambusia_affinis ENSGAFG00000011857
kryptolebias_marmoratus ENSKMAG00000010166
oryzias_latipes ENSORLG00020009204
oryzias_latipes_asm223469v1 ENSORLG00015008478
oryzias_latipes ENSORLG00000010244
oryzias_melastigma ENSOMEG00000017947
scophthalmus_maximus ENSSMAG00000021243
labrus_bergylta ENSLBEG00000010604
mastacembelus_armatus ENSMAMG00000006084
monopterus_albus ENSMALG00000000788
anabas_testudineus ENSATEG00000003968
seriola_lalandi_dorsalis ENSSLDG00000006790
seriola_dumerili ENSSDUG00000013753
amphiprion_ocellaris ENSAOCG00000016435
amphiprion_percula ENSAPEG00000009678
acanthochromis_polyacanthus ENSAPOG00000002064
stegastes_partitus ENSSPAG00000003424
astatotilapia_calliptera ENSACLG00000006172
maylandia_zebra ENSMZEG00005013991
pundamilia_nyererei ENSPNYG00000007960
haplochromis_burtoni ENSHBUG00000006783
oreochromis_niloticus ENSONIG00000003834
amphilophus_citrinellus ENSACIG00000012913
mola_mola ENSMMOG00000011273
hippocampus_comes ENSHCOG00000003155
tetraodon_nigroviridis ENSTNIG00000001966
tetraodon_nigroviridis ENSTNIG00000000033
takifugu_rubripes ENSTRUG00000015916
gasterosteus_aculeatus ENSGACG00000019878
cynoglossus_semilaevis ENSCSEG00000020862
periophthalmus_magnuspinnatus ENSPMGG00000018845
gadus_morhua ENSGMOG00000014605
esox_lucius ENSELUG00000000449
pygocentrus_nattereri ENSPNAG00000010325
astyanax_mexicanus ENSAMXG00000012000
ictalurus_punctatus ENSIPUG00000011604
danio_rerio ENSDARG00000089879
scleropages_formosus ENSSFOG00015000255
paramormyrops_kingsleyae ENSPKIG00000010478
takifugu_rubripes ENSTRUG00000020521
tetraodon_nigroviridis ENSTNIG00000018558
mola_mola ENSMMOG00000011570
gasterosteus_aculeatus ENSGACG00000009946
labrus_bergylta ENSLBEG00000021718
mastacembelus_armatus ENSMAMG00000012905
monopterus_albus ENSMALG00000015424
anabas_testudineus ENSATEG00000021550
scophthalmus_maximus ENSSMAG00000003250
scophthalmus_maximus ENSSMAG00000003355
scophthalmus_maximus ENSSMAG00000003566
cynoglossus_semilaevis ENSCSEG00000011920
seriola_dumerili ENSSDUG00000016709
seriola_lalandi_dorsalis ENSSLDG00000000811
xiphophorus_maculatus ENSXMAG00000002419
xiphophorus_couchianus ENSXCOG00000011067
gambusia_affinis ENSGAFG00000015583
poecilia_formosa ENSPFOG00000001703
poecilia_mexicana ENSPMEG00000012078
poecilia_latipinna ENSPLAG00000021979
poecilia_reticulata ENSPREG00000006090
fundulus_heteroclitus ENSFHEG00000001446
cyprinodon_variegatus ENSCVAG00000012695
kryptolebias_marmoratus ENSKMAG00000015931
oryzias_latipes ENSORLG00020003265
oryzias_latipes ENSORLG00000006007
oryzias_latipes_asm223469v1 ENSORLG00015016133
oryzias_melastigma ENSOMEG00000023934
pundamilia_nyererei ENSPNYG00000014465
haplochromis_burtoni ENSHBUG00000022323
astatotilapia_calliptera ENSACLG00000020220
maylandia_zebra ENSMZEG00005018659
neolamprologus_brichardi ENSNBRG00000007878
oreochromis_niloticus ENSONIG00000001673
amphilophus_citrinellus ENSACIG00000007036
amphiprion_percula ENSAPEG00000009938
amphiprion_ocellaris ENSAOCG00000004382
acanthochromis_polyacanthus ENSAPOG00000004731
stegastes_partitus ENSSPAG00000001958
hippocampus_comes ENSHCOG00000014086
gadus_morhua ENSGMOG00000009173
esox_lucius ENSELUG00000011581
pygocentrus_nattereri ENSPNAG00000016409
astyanax_mexicanus ENSAMXG00000031630
ictalurus_punctatus ENSIPUG00000005836
danio_rerio ENSDARG00000075015
scleropages_formosus ENSSFOG00015023812
paramormyrops_kingsleyae ENSPKIG00000015081
lepisosteus_oculatus ENSLOCG00000007067
latimeria_chalumnae ENSLACG00000002271
scleropages_formosus ENSSFOG00015011017
paramormyrops_kingsleyae ENSPKIG00000002013
seriola_dumerili ENSSDUG00000009280
seriola_lalandi_dorsalis ENSSLDG00000017865
scophthalmus_maximus ENSSMAG00000004523
periophthalmus_magnuspinnatus ENSPMGG00000009477
monopterus_albus ENSMALG00000001957
anabas_testudineus ENSATEG00000009725
poecilia_reticulata ENSPREG00000016426
poecilia_formosa ENSPFOG00000001215
xiphophorus_maculatus ENSXMAG00000006204
xiphophorus_couchianus ENSXCOG00000015960
gambusia_affinis ENSGAFG00000017450
fundulus_heteroclitus ENSFHEG00000006155
neolamprologus_brichardi ENSNBRG00000001794
amphiprion_ocellaris ENSAOCG00000013618
amphiprion_percula ENSAPEG00000013743
acanthochromis_polyacanthus ENSAPOG00000021286
stegastes_partitus ENSSPAG00000016088
labrus_bergylta ENSLBEG00000024355
takifugu_rubripes ENSTRUG00000006086
mastacembelus_armatus ENSMAMG00000009094
esox_lucius ENSELUG00000009150
scleropages_formosus ENSSFOG00015012652
ciona_intestinalis ENSCING00000009859
ciona_savignyi ENSCSAVG00000011124
ciona_savignyi ENSCSAVG00000010134
ciona_intestinalis ENSCING00000010646
