petromyzon_marinus ENSPMAG00000004424
eptatretus_burgeri ENSEBUG00000001651
apteryx_rowi ENSARWG00000014913
apteryx_haastii ENSAHAG00000006102
dromaius_novaehollandiae ENSDNVG00000007466
nothoprocta_perdicaria ENSNPEG00000012963
anser_brachyrhynchus ENSABRG00000018560
anas_platyrhynchos_platyrhynchos ENSAPLG00000005236
gallus_gallus ENSGALG00000017307
meleagris_gallopavo ENSMGAG00000015317
coturnix_japonica ENSCJPG00005006475
numida_meleagris ENSNMEG00000003903
lepidothrix_coronata ENSLCOG00000010833
manacus_vitellinus ENSMVIG00005001047
parus_major ENSPMJG00000001741
cyanistes_caeruleus ENSCCEG00000004378
ficedula_albicollis ENSFALG00000004761
serinus_canaria ENSSCAG00000013441
zonotrichia_albicollis ENSZALG00000013485
lonchura_striata_domestica ENSLSDG00000001425
calidris_pygmaea ENSCPGG00000006797
calidris_pugnax ENSCPUG00000007416
crocodylus_porosus ENSCPRG00005017637
chrysemys_picta_bellii ENSCPBG00000011371
pelodiscus_sinensis ENSPSIG00000007762
anolis_carolinensis ENSACAG00000014267
pogona_vitticeps ENSPVIG00000020483
notechis_scutatus ENSNSUG00000011479
notechis_scutatus ENSNSUG00000011463
notechis_scutatus ENSNSUG00000011484
salvator_merianae ENSSMRG00000006481
phascolarctos_cinereus ENSPCIG00000021832
sarcophilus_harrisii ENSSHAG00000010021
dipodomys_ordii ENSDORG00000008335
castor_canadensis ENSCCNG00000021905
castor_canadensis ENSCCNG00000021912
marmota_marmota_marmota ENSMMMG00000010334
chinchilla_lanigera ENSCLAG00000014255
heterocephalus_glaber_female ENSHGLG00000017625
ochotona_princeps ENSOPRG00000011843
macaca_nemestrina ENSMNEG00000043787
macaca_mulatta ENSMMUG00000020643
cercocebus_atys ENSCATG00000043513
chlorocebus_sabaeus ENSCSAG00000004000
rhinopithecus_roxellana ENSRROG00000041045
piliocolobus_tephrosceles ENSPTEG00000024493
rhinopithecus_bieti ENSRBIG00000044531
colobus_angolensis_palliatus ENSCANG00000038822
mandrillus_leucophaeus ENSMLEG00000036126
propithecus_coquereli ENSPCOG00000021440
loxodonta_africana ENSLAFG00000004098
procavia_capensis ENSPCAG00000010634
echinops_telfairi ENSETEG00000000888
myotis_lucifugus ENSMLUG00000012843
choloepus_hoffmanni ENSCHOG00000001722
ornithorhynchus_anatinus ENSOANG00000006988
xenopus_tropicalis ENSXETG00000026450
scleropages_formosus ENSSFOG00015007720
paramormyrops_kingsleyae ENSPKIG00000018505
monopterus_albus ENSMALG00000016937
mastacembelus_armatus ENSMAMG00000010790
anabas_testudineus ENSATEG00000016894
labrus_bergylta ENSLBEG00000000693
seriola_lalandi_dorsalis ENSSLDG00000005873
seriola_dumerili ENSSDUG00000009664
tetraodon_nigroviridis ENSTNIG00000007964
takifugu_rubripes ENSTRUG00000001631
mola_mola ENSMMOG00000012097
gasterosteus_aculeatus ENSGACG00000017641
scophthalmus_maximus ENSSMAG00000007734
cynoglossus_semilaevis ENSCSEG00000021727
xiphophorus_maculatus ENSXMAG00000006046
xiphophorus_couchianus ENSXCOG00000019877
gambusia_affinis ENSGAFG00000000423
poecilia_formosa ENSPFOG00000014773
poecilia_mexicana ENSPMEG00000023091
poecilia_latipinna ENSPLAG00000011283
poecilia_reticulata ENSPREG00000019517
cyprinodon_variegatus ENSCVAG00000010196
fundulus_heteroclitus ENSFHEG00000014582
kryptolebias_marmoratus ENSKMAG00000016719
oryzias_latipes ENSORLG00000002322
oryzias_latipes_asm223469v1 ENSORLG00015011453
oryzias_latipes ENSORLG00020007393
oryzias_melastigma ENSOMEG00000002600
maylandia_zebra ENSMZEG00005023933
astatotilapia_calliptera ENSACLG00000002768
pundamilia_nyererei ENSPNYG00000016211
haplochromis_burtoni ENSHBUG00000000853
oreochromis_niloticus ENSONIG00000015043
neolamprologus_brichardi ENSNBRG00000022637
amphilophus_citrinellus ENSACIG00000001632
stegastes_partitus ENSSPAG00000002249
stegastes_partitus ENSSPAG00000009807
amphiprion_percula ENSAPEG00000016797
amphiprion_ocellaris ENSAOCG00000018303
acanthochromis_polyacanthus ENSAPOG00000018634
hippocampus_comes ENSHCOG00000011738
periophthalmus_magnuspinnatus ENSPMGG00000014869
gadus_morhua ENSGMOG00000014082
esox_lucius ENSELUG00000019068
astyanax_mexicanus ENSAMXG00000002663
ictalurus_punctatus ENSIPUG00000002408
danio_rerio ENSDARG00000076169
lepisosteus_oculatus ENSLOCG00000002298
ciona_intestinalis ENSCING00000018326
ciona_savignyi ENSCSAVG00000009071
