ciona_savignyi ENSCSAVG00000003240
ciona_intestinalis ENSCING00000001404
latimeria_chalumnae ENSLACG00000010291
xenopus_tropicalis ENSXETG00000024675
monopterus_albus ENSMALG00000019603
mastacembelus_armatus ENSMAMG00000011490
anabas_testudineus ENSATEG00000017786
seriola_dumerili ENSSDUG00000023328
seriola_lalandi_dorsalis ENSSLDG00000010866
scophthalmus_maximus ENSSMAG00000015555
gasterosteus_aculeatus ENSGACG00000008014
takifugu_rubripes ENSTRUG00000012980
tetraodon_nigroviridis ENSTNIG00000015186
mola_mola ENSMMOG00000001876
labrus_bergylta ENSLBEG00000025241
cynoglossus_semilaevis ENSCSEG00000019431
cyprinodon_variegatus ENSCVAG00000014877
cyprinodon_variegatus ENSCVAG00000006102
fundulus_heteroclitus ENSFHEG00000002524
poecilia_mexicana ENSPMEG00000021689
poecilia_latipinna ENSPLAG00000010782
poecilia_formosa ENSPFOG00000022428
poecilia_reticulata ENSPREG00000021909
xiphophorus_maculatus ENSXMAG00000013722
xiphophorus_couchianus ENSXCOG00000001854
gambusia_affinis ENSGAFG00000015376
kryptolebias_marmoratus ENSKMAG00000015240
oryzias_latipes ENSORLG00020013924
oryzias_latipes_asm223469v1 ENSORLG00015012281
oryzias_latipes ENSORLG00000006843
oryzias_melastigma ENSOMEG00000018585
haplochromis_burtoni ENSHBUG00000018519
pundamilia_nyererei ENSPNYG00000013822
maylandia_zebra ENSMZEG00005012479
astatotilapia_calliptera ENSACLG00000006101
neolamprologus_brichardi ENSNBRG00000014178
oreochromis_niloticus ENSONIG00000020059
amphilophus_citrinellus ENSACIG00000017967
amphiprion_ocellaris ENSAOCG00000000114
amphiprion_percula ENSAPEG00000009358
acanthochromis_polyacanthus ENSAPOG00000019420
stegastes_partitus ENSSPAG00000007012
periophthalmus_magnuspinnatus ENSPMGG00000005318
hippocampus_comes ENSHCOG00000018355
gadus_morhua ENSGMOG00000012845
esox_lucius ENSELUG00000007208
pygocentrus_nattereri ENSPNAG00000002694
astyanax_mexicanus ENSAMXG00000012033
ictalurus_punctatus ENSIPUG00000000326
danio_rerio ENSDARG00000036304
danio_rerio ENSDARG00000092662
scleropages_formosus ENSSFOG00015021044
paramormyrops_kingsleyae ENSPKIG00000001861
anolis_carolinensis ENSACAG00000017144
pogona_vitticeps ENSPVIG00000015422
notechis_scutatus ENSNSUG00000004251
salvator_merianae ENSSMRG00000004049
gopherus_agassizii ENSGAGG00000016492
chelonoidis_abingdonii ENSCABG00000000408
chrysemys_picta_bellii ENSCPBG00000022242
ornithorhynchus_anatinus ENSOANG00000030099
ornithorhynchus_anatinus ENSOANG00000028284
octodon_degus ENSODEG00000010996
cavia_porcellus ENSCPOG00000009082
chinchilla_lanigera ENSCLAG00000000382
heterocephalus_glaber_female ENSHGLG00000016420
dipodomys_ordii ENSDORG00000011578
ochotona_princeps ENSOPRG00000008725
echinops_telfairi ENSETEG00000004651
ursus_americanus ENSUAMG00000017658
ursus_maritimus ENSUMAG00000024662
ailuropoda_melanoleuca ENSAMEG00000003504
mustela_putorius_furo ENSMPUG00000007713
neovison_vison ENSNVIG00000011858
canis_lupus_familiaris ENSCAFG00000002615
canis_lupus_dingo ENSCAFG00020016711
vulpes_vulpes ENSVVUG00000007279
panthera_pardus ENSPPRG00000011261
panthera_tigris_altaica ENSPTIG00000018106
felis_catus ENSFCAG00000005628
equus_asinus_asinus ENSEASG00005020976
equus_caballus ENSECAG00000000799
pteropus_vampyrus ENSPVAG00000007296
capra_hircus ENSCHIG00000010818
ovis_aries ENSOARG00000001804
bos_taurus ENSBTAG00000002515
bos_mutus ENSBMUG00000020001
tursiops_truncatus ENSTTRG00000015670
vicugna_pacos ENSVPAG00000005364
sus_scrofa ENSSSCG00000028682
sorex_araneus ENSSARG00000010105
pan_troglodytes ENSPTRG00000011490
pan_paniscus ENSPPAG00000031257
gorilla_gorilla ENSGGOG00000009024
homo_sapiens ENSG00000167646
pongo_abelii ENSPPYG00000010403
macaca_mulatta ENSMMUG00000028718
macaca_nemestrina ENSMNEG00000038201
papio_anubis ENSPANG00000012785
cercocebus_atys ENSCATG00000044958
chlorocebus_sabaeus ENSCSAG00000001759
piliocolobus_tephrosceles ENSPTEG00000039687
colobus_angolensis_palliatus ENSCANG00000039149
rhinopithecus_bieti ENSRBIG00000042675
rhinopithecus_roxellana ENSRROG00000030716
aotus_nancymaae ENSANAG00000029227
callithrix_jacchus ENSCJAG00000038950
mandrillus_leucophaeus ENSMLEG00000037192
homo_sapiens ENSG00000267110
nomascus_leucogenys ENSNLEG00000010856
macaca_fascicularis ENSMFAG00000043604
saimiri_boliviensis_boliviensis ENSSBOG00000027253
cebus_capucinus ENSCCAG00000031487
carlito_syrichta ENSTSYG00000032924
propithecus_coquereli ENSPCOG00000025892
microcebus_murinus ENSMICG00000016558
prolemur_simus ENSPSMG00000006896
otolemur_garnettii ENSOGAG00000016236
mus_spicilegus ENSMSIG00000002922
mus_musculus ENSMUSG00000055809
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030169
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029116
mus_pahari MGP_PahariEiJ_G0020985
rattus_norvegicus ENSRNOG00000038600
meriones_unguiculatus ENSMUGG00000016755
cricetulus_griseus_chok1gshd ENSCGRG00001022238
cricetulus_griseus_crigri-picr ENSCGRG00015027544
mesocricetus_auratus ENSMAUG00000008314
microtus_ochrogaster ENSMOCG00000018937
peromyscus_maniculatus_bairdii ENSPEMG00000016555
nannospalax_galili ENSNGAG00000007936
jaculus_jaculus ENSJJAG00000013059
castor_canadensis ENSCCNG00000022147
urocitellus_parryii ENSUPAG00010017309
spermophilus_dauricus ENSSDAG00000007909
marmota_marmota_marmota ENSMMMG00000001951
ictidomys_tridecemlineatus ENSSTOG00000005561
loxodonta_africana ENSLAFG00000014343
procavia_capensis ENSPCAG00000003288
dasypus_novemcinctus ENSDNOG00000025758
choloepus_hoffmanni ENSCHOG00000002873
phascolarctos_cinereus ENSPCIG00000013219
notamacropus_eugenii ENSMEUG00000011806
sarcophilus_harrisii ENSSHAG00000001262
eptatretus_burgeri ENSEBUG00000005742
drosophila_melanogaster FBgn0034352
