monopterus_albus ENSMALG00000008330
mastacembelus_armatus ENSMAMG00000019749
anabas_testudineus ENSATEG00000024225
fundulus_heteroclitus ENSFHEG00000002010
cyprinodon_variegatus ENSCVAG00000017464
xiphophorus_maculatus ENSXMAG00000030019
xiphophorus_couchianus ENSXCOG00000009615
gambusia_affinis ENSGAFG00000001951
poecilia_latipinna ENSPLAG00000018209
poecilia_latipinna ENSPLAG00000023799
poecilia_mexicana ENSPMEG00000013447
poecilia_mexicana ENSPMEG00000004759
poecilia_formosa ENSPFOG00000000938
poecilia_reticulata ENSPREG00000008841
kryptolebias_marmoratus ENSKMAG00000003127
oryzias_latipes ENSORLG00020003032
oryzias_latipes ENSORLG00000025930
oryzias_latipes_asm223469v1 ENSORLG00015020758
oryzias_melastigma ENSOMEG00000004666
astatotilapia_calliptera ENSACLG00000023013
pundamilia_nyererei ENSPNYG00000016726
haplochromis_burtoni ENSHBUG00000005831
maylandia_zebra ENSMZEG00005006509
neolamprologus_brichardi ENSNBRG00000010726
oreochromis_niloticus ENSONIG00000004784
amphilophus_citrinellus ENSACIG00000014565
amphiprion_ocellaris ENSAOCG00000015810
amphiprion_percula ENSAPEG00000006781
acanthochromis_polyacanthus ENSAPOG00000014326
stegastes_partitus ENSSPAG00000016251
takifugu_rubripes ENSTRUG00000021694
tetraodon_nigroviridis ENSTNIG00000005650
mola_mola ENSMMOG00000000348
gasterosteus_aculeatus ENSGACG00000012651
labrus_bergylta ENSLBEG00000018328
periophthalmus_magnuspinnatus ENSPMGG00000014775
scophthalmus_maximus ENSSMAG00000010979
cynoglossus_semilaevis ENSCSEG00000005703
seriola_dumerili ENSSDUG00000005482
seriola_lalandi_dorsalis ENSSLDG00000018605
hippocampus_comes ENSHCOG00000001285
gadus_morhua ENSGMOG00000008826
esox_lucius ENSELUG00000018048
pygocentrus_nattereri ENSPNAG00000004448
astyanax_mexicanus ENSAMXG00000017697
ictalurus_punctatus ENSIPUG00000016703
danio_rerio ENSDARG00000076474
paramormyrops_kingsleyae ENSPKIG00000018053
scleropages_formosus ENSSFOG00015003484
lepisosteus_oculatus ENSLOCG00000005893
cyanistes_caeruleus ENSCCEG00000023282
parus_major ENSPMJG00000010612
melopsittacus_undulatus ENSMUNG00000012762
anser_brachyrhynchus ENSABRG00000001475
anas_platyrhynchos_platyrhynchos ENSAPLG00000011688
gallus_gallus ENSGALG00000000803
coturnix_japonica ENSCJPG00005009849
meleagris_gallopavo ENSMGAG00000001947
numida_meleagris ENSNMEG00000008330
pogona_vitticeps ENSPVIG00000019758
xenopus_tropicalis ENSXETG00000013652
latimeria_chalumnae ENSLACG00000005465
