choloepus_hoffmanni ENSCHOG00000002513
dasypus_novemcinctus ENSDNOG00000018498
octodon_degus ENSODEG00000015832
octodon_degus ENSODEG00000000097
chinchilla_lanigera ENSCLAG00000012185
cavia_porcellus ENSCPOG00000005975
cavia_aperea ENSCAPG00000013470
heterocephalus_glaber_female ENSHGLG00000015093
heterocephalus_glaber_male ENSHGLG00100013482
fukomys_damarensis ENSFDAG00000013752
ictidomys_tridecemlineatus ENSSTOG00000005185
spermophilus_dauricus ENSSDAG00000000732
urocitellus_parryii ENSUPAG00010007801
marmota_marmota_marmota ENSMMMG00000008805
castor_canadensis ENSCCNG00000028180
dipodomys_ordii ENSDORG00000002139
mus_musculus ENSMUSG00000028411
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026846
mus_spicilegus ENSMSIG00000007170
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025897
mus_pahari MGP_PahariEiJ_G0024020
rattus_norvegicus ENSRNOG00000006582
meriones_unguiculatus ENSMUGG00000024592
cricetulus_griseus_crigri-picr ENSCGRG00015005557
cricetulus_griseus_crigri ENSCGRG00000014159
cricetulus_griseus_chok1gshd ENSCGRG00001000705
mesocricetus_auratus ENSMAUG00000006039
peromyscus_maniculatus_bairdii ENSPEMG00000007747
microtus_ochrogaster ENSMOCG00000000869
nannospalax_galili ENSNGAG00000016314
jaculus_jaculus ENSJJAG00000015653
oryctolagus_cuniculus ENSOCUG00000000738
oryctolagus_cuniculus ENSOCUG00000025059
ochotona_princeps ENSOPRG00000012403
prolemur_simus ENSPSMG00000017730
prolemur_simus ENSPSMG00000005722
microcebus_murinus ENSMICG00000006603
propithecus_coquereli ENSPCOG00000016780
otolemur_garnettii ENSOGAG00000005388
homo_sapiens ENSG00000137074
gorilla_gorilla ENSGGOG00000014232
pan_troglodytes ENSPTRG00000020850
pan_paniscus ENSPPAG00000030295
pongo_abelii ENSPPYG00000019142
nomascus_leucogenys ENSNLEG00000032184
papio_anubis ENSPANG00000025301
mandrillus_leucophaeus ENSMLEG00000035137
theropithecus_gelada ENSTGEG00000011546
cercocebus_atys ENSCATG00000042639
macaca_fascicularis ENSMFAG00000043141
macaca_mulatta ENSMMUG00000007724
macaca_nemestrina ENSMNEG00000042341
chlorocebus_sabaeus ENSCSAG00000009885
rhinopithecus_bieti ENSRBIG00000042913
rhinopithecus_roxellana ENSRROG00000035395
colobus_angolensis_palliatus ENSCANG00000037253
cebus_capucinus ENSCCAG00000036783
saimiri_boliviensis_boliviensis ENSSBOG00000025215
callithrix_jacchus ENSCJAG00000007940
aotus_nancymaae ENSANAG00000030160
carlito_syrichta ENSTSYG00000003041
tupaia_belangeri ENSTBEG00000008504
equus_asinus_asinus ENSEASG00005004566
equus_caballus ENSECAG00000012674
erinaceus_europaeus ENSEEUG00000010693
ursus_americanus ENSUAMG00000003700
ursus_maritimus ENSUMAG00000005837
ailuropoda_melanoleuca ENSAMEG00000007648
neovison_vison ENSNVIG00000000655
mustela_putorius_furo ENSMPUG00000004290
canis_lupus_dingo ENSCAFG00020015598
canis_lupus_familiaris ENSCAFG00000001812
vulpes_vulpes ENSVVUG00000021130
panthera_pardus ENSPPRG00000017524
panthera_tigris_altaica ENSPTIG00000020000
felis_catus ENSFCAG00000008728
myotis_lucifugus ENSMLUG00000016081
pteropus_vampyrus ENSPVAG00000011468
bos_mutus ENSBMUG00000017120
bison_bison_bison ENSBBBG00000011383
ovis_aries ENSOARG00000009598
capra_hircus ENSCHIG00000012896
bos_taurus ENSBTAG00000013947
tursiops_truncatus ENSTTRG00000007384
sus_scrofa ENSSSCG00000011001
vicugna_pacos ENSVPAG00000001297
procavia_capensis ENSPCAG00000010014
echinops_telfairi ENSETEG00000012459
loxodonta_africana ENSLAFG00000005665
piliocolobus_tephrosceles ENSPTEG00000013839
phascolarctos_cinereus ENSPCIG00000029852
phascolarctos_cinereus ENSPCIG00000034921
notamacropus_eugenii ENSMEUG00000004153
sarcophilus_harrisii ENSSHAG00000012205
monodelphis_domestica ENSMODG00000003365
ornithorhynchus_anatinus ENSOANG00000009878
pogona_vitticeps ENSPVIG00000007214
anolis_carolinensis ENSACAG00000003581
notechis_scutatus ENSNSUG00000015297
salvator_merianae ENSSMRG00000008311
sphenodon_punctatus ENSSPUG00000008994
lepidothrix_coronata ENSLCOG00000014405
manacus_vitellinus ENSMVIG00005019785
taeniopygia_guttata ENSTGUG00000001441
lonchura_striata_domestica ENSLSDG00000011391
serinus_canaria ENSSCAG00000011031
zonotrichia_albicollis ENSZALG00000003599
parus_major ENSPMJG00000004842
cyanistes_caeruleus ENSCCEG00000014454
ficedula_albicollis ENSFALG00000001230
