dipodomys_ordii ENSDORG00000024873
castor_canadensis ENSCCNG00000021010
mus_spretus MGP_SPRETEiJ_G0021226
mus_spicilegus ENSMSIG00000010347
mus_musculus ENSMUSG00000049382
mus_caroli MGP_CAROLIEiJ_G0020333
mus_pahari MGP_PahariEiJ_G0020332
rattus_norvegicus ENSRNOG00000009779
meriones_unguiculatus ENSMUGG00000015054
cricetulus_griseus ENSCGRG00015028636
cricetulus_griseus ENSCGRG00000016224
cricetulus_griseus ENSCGRG00001012644
cricetulus_griseus ENSCGRG00000002611
cricetulus_griseus ENSCGRG00001011349
mesocricetus_auratus ENSMAUG00000016517
microtus_ochrogaster ENSMOCG00000003053
peromyscus_maniculatus ENSPEMG00000014514
nannospalax_galili ENSNGAG00000005670
jaculus_jaculus ENSJJAG00000016043
ictidomys_tridecemlineatus ENSSTOG00000023569
spermophilus_dauricus ENSSDAG00000022257
urocitellus_parryii ENSUPAG00010021191
marmota_marmota ENSMMMG00000002029
oryctolagus_cuniculus ENSOCUG00000006945
tupaia_belangeri ENSTBEG00000006275
propithecus_coquereli ENSPCOG00000019256
microcebus_murinus ENSMICG00000049285
prolemur_simus ENSPSMG00000002008
prolemur_simus ENSPSMG00000016135
microcebus_murinus ENSMICG00000026487
prolemur_simus ENSPSMG00000013410
otolemur_garnettii ENSOGAG00000034324
otolemur_garnettii ENSOGAG00000031381
otolemur_garnettii ENSOGAG00000032670
otolemur_garnettii ENSOGAG00000025909
otolemur_garnettii ENSOGAG00000026264
otolemur_garnettii ENSOGAG00000030365
otolemur_garnettii ENSOGAG00000011740
carlito_syrichta ENSTSYG00000002243
carlito_syrichta ENSTSYG00000035363
carlito_syrichta ENSTSYG00000034064
carlito_syrichta ENSTSYG00000031280
carlito_syrichta ENSTSYG00000027973
mandrillus_leucophaeus ENSMLEG00000032715
chlorocebus_sabaeus ENSCSAG00000010619
piliocolobus_tephrosceles ENSPTEG00000030382
gorilla_gorilla ENSGGOG00000024779
piliocolobus_tephrosceles ENSPTEG00000025494
pan_troglodytes ENSPTRG00000044210
pan_paniscus ENSPPAG00000032373
gorilla_gorilla ENSGGOG00000036343
nomascus_leucogenys ENSNLEG00000017058
colobus_angolensis ENSCANG00000042418
nomascus_leucogenys ENSNLEG00000031205
pongo_abelii ENSPPYG00000020274
pan_paniscus ENSPPAG00000034204
pan_troglodytes ENSPTRG00000021185
gorilla_gorilla ENSGGOG00000014663
nomascus_leucogenys ENSNLEG00000027771
nomascus_leucogenys ENSNLEG00000035120
rhinopithecus_bieti ENSRBIG00000029823
piliocolobus_tephrosceles ENSPTEG00000012725
theropithecus_gelada ENSTGEG00000022349
colobus_angolensis ENSCANG00000030687
nomascus_leucogenys ENSNLEG00000029348
pongo_abelii ENSPPYG00000013187
piliocolobus_tephrosceles ENSPTEG00000001019
pongo_abelii ENSPPYG00000015722
mandrillus_leucophaeus ENSMLEG00000038996
macaca_nemestrina ENSMNEG00000030841
cercocebus_atys ENSCATG00000033561
rhinopithecus_bieti ENSRBIG00000036614
rhinopithecus_roxellana ENSRROG00000035173
colobus_angolensis ENSCANG00000030732
pan_troglodytes ENSPTRG00000045994
mandrillus_leucophaeus ENSMLEG00000044013
rhinopithecus_roxellana ENSRROG00000021097
rhinopithecus_roxellana ENSRROG00000019104
rhinopithecus_roxellana ENSRROG00000015076
rhinopithecus_roxellana ENSRROG00000029941
rhinopithecus_roxellana ENSRROG00000028665
rhinopithecus_bieti ENSRBIG00000004335
colobus_angolensis ENSCANG00000028491
piliocolobus_tephrosceles ENSPTEG00000037898
macaca_fascicularis ENSMFAG00000040972
macaca_nemestrina ENSMNEG00000044276
macaca_nemestrina ENSMNEG00000029311
macaca_fascicularis ENSMFAG00000000663
macaca_mulatta ENSMMUG00000002163
macaca_mulatta ENSMMUG00000009092
theropithecus_gelada ENSTGEG00000007049
theropithecus_gelada ENSTGEG00000016264
cercocebus_atys ENSCATG00000039018
papio_anubis ENSPANG00000003301
macaca_nemestrina ENSMNEG00000026998
theropithecus_gelada ENSTGEG00000018791
theropithecus_gelada ENSTGEG00000021117
papio_anubis ENSPANG00000016335
mandrillus_leucophaeus ENSMLEG00000039640
cercocebus_atys ENSCATG00000025178
pan_paniscus ENSPPAG00000031140
pan_troglodytes ENSPTRG00000051393
gorilla_gorilla ENSGGOG00000022566
pan_paniscus ENSPPAG00000029667
pan_troglodytes ENSPTRG00000046526
homo_sapiens ENSG00000170421
gorilla_gorilla ENSGGOG00000014673
pongo_abelii ENSPPYG00000004562
nomascus_leucogenys ENSNLEG00000017733
papio_anubis ENSPANG00000018549
rhinopithecus_bieti ENSRBIG00000033351
pan_paniscus ENSPPAG00000039742
pan_troglodytes ENSPTRG00000043539
gorilla_gorilla ENSGGOG00000022739
nomascus_leucogenys ENSNLEG00000030248
mandrillus_leucophaeus ENSMLEG00000024004
