castor_canadensis ENSCCNG00000009928
dipodomys_ordii ENSDORG00000008882
cricetulus_griseus_chok1gshd ENSCGRG00001020316
cricetulus_griseus_crigri ENSCGRG00000008590
cricetulus_griseus_crigri-picr ENSCGRG00015004134
mesocricetus_auratus ENSMAUG00000001382
peromyscus_maniculatus_bairdii ENSPEMG00000010062
microtus_ochrogaster ENSMOCG00000016481
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015090
mus_musculus ENSMUSG00000049339
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014284
mus_pahari MGP_PahariEiJ_G0027522
rattus_norvegicus ENSRNOG00000018586
meriones_unguiculatus ENSMUGG00000004238
nannospalax_galili ENSNGAG00000017958
jaculus_jaculus ENSJJAG00000020986
ictidomys_tridecemlineatus ENSSTOG00000025849
marmota_marmota_marmota ENSMMMG00000019980
chinchilla_lanigera ENSCLAG00000009980
octodon_degus ENSODEG00000007657
cavia_porcellus ENSCPOG00000004582
heterocephalus_glaber_female ENSHGLG00000012620
heterocephalus_glaber_male ENSHGLG00100017772
fukomys_damarensis ENSFDAG00000019289
ochotona_princeps ENSOPRG00000011071
cebus_capucinus ENSCCAG00000022658
saimiri_boliviensis_boliviensis ENSSBOG00000033227
callithrix_jacchus ENSCJAG00000046567
rhinopithecus_bieti ENSRBIG00000038957
rhinopithecus_roxellana ENSRROG00000044678
colobus_angolensis_palliatus ENSCANG00000030698
theropithecus_gelada ENSTGEG00000012132
papio_anubis ENSPANG00000007323
mandrillus_leucophaeus ENSMLEG00000043066
macaca_nemestrina ENSMNEG00000042950
macaca_mulatta ENSMMUG00000000792
macaca_fascicularis ENSMFAG00000001474
chlorocebus_sabaeus ENSCSAG00000008270
pan_troglodytes ENSPTRG00000012942
pan_paniscus ENSPPAG00000040645
homo_sapiens ENSG00000144567
gorilla_gorilla ENSGGOG00000010846
pongo_abelii ENSPPYG00000013196
nomascus_leucogenys ENSNLEG00000035903
carlito_syrichta ENSTSYG00000029557
propithecus_coquereli ENSPCOG00000025318
prolemur_simus ENSPSMG00000025165
otolemur_garnettii ENSOGAG00000028216
otolemur_garnettii ENSOGAG00000011368
bos_taurus ENSBTAG00000012620
bos_mutus ENSBMUG00000026075
bison_bison_bison ENSBBBG00000006755
capra_hircus ENSCHIG00000009217
ovis_aries ENSOARG00000019867
tursiops_truncatus ENSTTRG00000010026
sus_scrofa ENSSSCG00000016207
erinaceus_europaeus ENSEEUG00000008551
mustela_putorius_furo ENSMPUG00000016566
neovison_vison ENSNVIG00000022763
ursus_americanus ENSUAMG00000006922
felis_catus ENSFCAG00000011233
panthera_pardus ENSPPRG00000013844
canis_lupus_familiaris ENSCAFG00000015089
canis_lupus_dingo ENSCAFG00020027014
vulpes_vulpes ENSVVUG00000025791
ailuropoda_melanoleuca ENSAMEG00000002494
ursus_maritimus ENSUMAG00000018947
panthera_tigris_altaica ENSPTIG00000016225
equus_caballus ENSECAG00000013944
equus_asinus_asinus ENSEASG00005011827
pteropus_vampyrus ENSPVAG00000010787
myotis_lucifugus ENSMLUG00000022407
loxodonta_africana ENSLAFG00000008223
procavia_capensis ENSPCAG00000000436
echinops_telfairi ENSETEG00000010271
dasypus_novemcinctus ENSDNOG00000044652
phascolarctos_cinereus ENSPCIG00000036139
sarcophilus_harrisii ENSSHAG00000013644
