chinchilla_lanigera ENSCLAG00000016991
octodon_degus ENSODEG00000011427
cavia_aperea ENSCAPG00000007956
cavia_porcellus ENSCPOG00000035136
heterocephalus_glaber_female ENSHGLG00000007299
dipodomys_ordii ENSDORG00000025983
cricetulus_griseus_crigri ENSCGRG00000012722
cricetulus_griseus_crigri-picr ENSCGRG00015027210
cricetulus_griseus_chok1gshd ENSCGRG00001011407
peromyscus_maniculatus_bairdii ENSPEMG00000016095
mus_musculus ENSMUSG00000051956
mus_spicilegus ENSMSIG00000015355
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029137
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028137
mus_pahari MGP_PahariEiJ_G0021893
meriones_unguiculatus ENSMUGG00000007711
jaculus_jaculus ENSJJAG00000005201
oryctolagus_cuniculus ENSOCUG00000024828
ochotona_princeps ENSOPRG00000006323
tupaia_belangeri ENSTBEG00000001417
homo_sapiens ENSG00000188050
chlorocebus_sabaeus ENSCSAG00000019132
otolemur_garnettii ENSOGAG00000002671
bison_bison_bison ENSBBBG00000013234
ovis_aries ENSOARG00000001118
tursiops_truncatus ENSTTRG00000013157
vicugna_pacos ENSVPAG00000003000
ursus_americanus ENSUAMG00000016781
ailuropoda_melanoleuca ENSAMEG00000019699
vulpes_vulpes ENSVVUG00000011814
canis_lupus_dingo ENSCAFG00020000122
pteropus_vampyrus ENSPVAG00000011520
myotis_lucifugus ENSMLUG00000005094
dasypus_novemcinctus ENSDNOG00000019521
echinops_telfairi ENSETEG00000016094
sarcophilus_harrisii ENSSHAG00000008983
phascolarctos_cinereus ENSPCIG00000024797
