coturnix_japonica ENSCJPG00005006891
meleagris_gallopavo ENSMGAG00000002632
gallus_gallus ENSGALG00000033656
numida_meleagris ENSNMEG00000012379
anser_brachyrhynchus ENSABRG00000021084
calidris_pygmaea ENSCPGG00000015397
calidris_pugnax ENSCPUG00000004483
lonchura_striata_domestica ENSLSDG00000013275
serinus_canaria ENSSCAG00000009580
junco_hyemalis ENSJHYG00000005012
ficedula_albicollis ENSFALG00000010921
parus_major ENSPMJG00000018652
lepidothrix_coronata ENSLCOG00000007788
apteryx_haastii ENSAHAG00000010603
apteryx_owenii ENSAOWG00000008781
apteryx_rowi ENSARWG00000003939
dromaius_novaehollandiae ENSDNVG00000005953
nothoprocta_perdicaria ENSNPEG00000015828
meleagris_gallopavo ENSMGAG00000006485
anas_platyrhynchos_platyrhynchos ENSAPLG00000030009
melopsittacus_undulatus ENSMUNG00000007812
nothoprocta_perdicaria ENSNPEG00000015829
chrysemys_picta_bellii ENSCPBG00000024467
chelonoidis_abingdonii ENSCABG00000011373
anolis_carolinensis ENSACAG00000004745
pogona_vitticeps ENSPVIG00000003757
notechis_scutatus ENSNSUG00000003350
salvator_merianae ENSSMRG00000015192
crocodylus_porosus ENSCPRG00005011038
nothoprocta_perdicaria ENSNPEG00000015830
phascolarctos_cinereus ENSPCIG00000006057
notamacropus_eugenii ENSMEUG00000013231
monodelphis_domestica ENSMODG00000004879
sarcophilus_harrisii ENSSHAG00000016833
castor_canadensis ENSCCNG00000003393
dipodomys_ordii ENSDORG00000013672
mus_musculus ENSMUSG00000009145
mus_spicilegus ENSMSIG00000031588
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029544
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028538
mus_pahari MGP_PahariEiJ_G0022273
rattus_norvegicus ENSRNOG00000008062
rattus_norvegicus ENSRNOG00000053486
meriones_unguiculatus ENSMUGG00000006923
meriones_unguiculatus ENSMUGG00000006773
cricetulus_griseus_crigri-picr ENSCGRG00015014587
cricetulus_griseus_crigri ENSCGRG00000015486
cricetulus_griseus_chok1gshd ENSCGRG00001011093
