pan_paniscus ENSPPAG00000042671
pan_troglodytes ENSPTRG00000007584
homo_sapiens ENSG00000172236
homo_sapiens ENSG00000197253
pongo_abelii ENSPPYG00000006943
nomascus_leucogenys ENSNLEG00000001241
rhinopithecus_roxellana ENSRROG00000035736
rhinopithecus_bieti ENSRBIG00000044236
colobus_angolensis_palliatus ENSCANG00000010363
cercocebus_atys ENSCATG00000036021
papio_anubis ENSPANG00000034122
macaca_nemestrina ENSMNEG00000039038
macaca_mulatta ENSMMUG00000015103
macaca_fascicularis ENSMFAG00000043035
theropithecus_gelada ENSTGEG00000005770
mandrillus_leucophaeus ENSMLEG00000037488
chlorocebus_sabaeus ENSCSAG00000011838
saimiri_boliviensis_boliviensis ENSSBOG00000025605
