poecilia_formosa ENSPFOG00000000403
poecilia_mexicana ENSPMEG00000020633
poecilia_reticulata ENSPREG00000018491
xiphophorus_maculatus ENSXMAG00000025364
xiphophorus_couchianus ENSXCOG00000008390
poecilia_latipinna ENSPLAG00000010559
xiphophorus_couchianus ENSXCOG00000013068
cyprinodon_variegatus ENSCVAG00000013138
fundulus_heteroclitus ENSFHEG00000006182
kryptolebias_marmoratus ENSKMAG00000011869
oryzias_latipes ENSORLG00000002044
oryzias_latipes ENSORLG00020014076
oryzias_latipes_asm223469v1 ENSORLG00015022002
oryzias_melastigma ENSOMEG00000017880
xiphophorus_couchianus ENSXCOG00000011998
xiphophorus_couchianus ENSXCOG00000007042
gambusia_affinis ENSGAFG00000003339
scophthalmus_maximus ENSSMAG00000010190
takifugu_rubripes ENSTRUG00000018387
tetraodon_nigroviridis ENSTNIG00000013489
mola_mola ENSMMOG00000008565
labrus_bergylta ENSLBEG00000027984
amphiprion_percula ENSAPEG00000004769
amphiprion_ocellaris ENSAOCG00000008869
acanthochromis_polyacanthus ENSAPOG00000002047
stegastes_partitus ENSSPAG00000013073
maylandia_zebra ENSMZEG00005007128
astatotilapia_calliptera ENSACLG00000025781
pundamilia_nyererei ENSPNYG00000005549
haplochromis_burtoni ENSHBUG00000008325
neolamprologus_brichardi ENSNBRG00000019994
oreochromis_niloticus ENSONIG00000015427
amphilophus_citrinellus ENSACIG00000006268
monopterus_albus ENSMALG00000009154
mastacembelus_armatus ENSMAMG00000004519
anabas_testudineus ENSATEG00000007676
seriola_dumerili ENSSDUG00000023414
seriola_lalandi_dorsalis ENSSLDG00000013882
cynoglossus_semilaevis ENSCSEG00000011321
periophthalmus_magnuspinnatus ENSPMGG00000017132
hippocampus_comes ENSHCOG00000012399
gadus_morhua ENSGMOG00000014888
esox_lucius ENSELUG00000003589
pygocentrus_nattereri ENSPNAG00000016642
astyanax_mexicanus ENSAMXG00000035790
ictalurus_punctatus ENSIPUG00000007216
danio_rerio ENSDARG00000057936
scleropages_formosus ENSSFOG00015005143
lepisosteus_oculatus ENSLOCG00000008328
scleropages_formosus ENSSFOG00015020148
ciona_intestinalis ENSCING00000019733
