labrus_bergylta ENSLBEG00000023290
tetraodon_nigroviridis ENSTNIG00000011180
mastacembelus_armatus ENSMAMG00000019679
monopterus_albus ENSMALG00000017771
anabas_testudineus ENSATEG00000002571
poecilia_mexicana ENSPMEG00000020500
poecilia_formosa ENSPFOG00000011104
poecilia_latipinna ENSPLAG00000013113
poecilia_reticulata ENSPREG00000006783
gambusia_affinis ENSGAFG00000018680
xiphophorus_couchianus ENSXCOG00000013148
kryptolebias_marmoratus ENSKMAG00000007902
stegastes_partitus ENSSPAG00000010533
maylandia_zebra ENSMZEG00005024860
astatotilapia_calliptera ENSACLG00000011393
pundamilia_nyererei ENSPNYG00000009173
haplochromis_burtoni ENSHBUG00000017188
oreochromis_niloticus ENSONIG00000001118
amphilophus_citrinellus ENSACIG00000021332
seriola_lalandi_dorsalis ENSSLDG00000008039
seriola_dumerili ENSSDUG00000014655
scophthalmus_maximus ENSSMAG00000004470
pygocentrus_nattereri ENSPNAG00000010863
astyanax_mexicanus ENSAMXG00000040678
ictalurus_punctatus ENSIPUG00000007278
