apteryx_haastii ENSAHAG00000001494
apteryx_owenii ENSAOWG00000003943
apteryx_rowi ENSARWG00000005565
dromaius_novaehollandiae ENSDNVG00000015099
nothoprocta_perdicaria ENSNPEG00000002186
lonchura_striata_domestica ENSLSDG00000010596
taeniopygia_guttata ENSTGUG00000002653
junco_hyemalis ENSJHYG00000003900
ficedula_albicollis ENSFALG00000014401
parus_major ENSPMJG00000011887
cyanistes_caeruleus ENSCCEG00000015621
manacus_vitellinus ENSMVIG00005002091
manacus_vitellinus ENSMVIG00005002092
lepidothrix_coronata ENSLCOG00000009521
calidris_pygmaea ENSCPGG00000018427
calidris_pugnax ENSCPUG00000017993
melopsittacus_undulatus ENSMUNG00000013172
anser_brachyrhynchus ENSABRG00000015517
anas_platyrhynchos_platyrhynchos ENSAPLG00000001279
gallus_gallus ENSGALG00000009392
meleagris_gallopavo ENSMGAG00000015929
coturnix_japonica ENSCJPG00005007153
numida_meleagris ENSNMEG00000014657
crocodylus_porosus ENSCPRG00005002785
gopherus_agassizii ENSGAGG00000005583
chelonoidis_abingdonii ENSCABG00000019055
chrysemys_picta_bellii ENSCPBG00000012423
pelodiscus_sinensis ENSPSIG00000000533
anolis_carolinensis ENSACAG00000002483
pogona_vitticeps ENSPVIG00000014183
notechis_scutatus ENSNSUG00000009949
salvator_merianae ENSSMRG00000000399
sphenodon_punctatus ENSSPUG00000006888
latimeria_chalumnae ENSLACG00000015379
