phascolarctos_cinereus ENSPCIG00000030886
notamacropus_eugenii ENSMEUG00000007517
monodelphis_domestica ENSMODG00000019831
canis_lupus_familiaris ENSCAFG00000006848
canis_lupus_dingo ENSCAFG00020006383
vulpes_vulpes ENSVVUG00000007028
equus_asinus_asinus ENSEASG00005020267
equus_caballus ENSECAG00000018868
myotis_lucifugus ENSMLUG00000010114
erinaceus_europaeus ENSEEUG00000011334
octodon_degus ENSODEG00000011110
capra_hircus ENSCHIG00000013533
ovis_aries ENSOARG00000018992
bos_taurus ENSBTAG00000037389
bos_mutus ENSBMUG00000009270
bison_bison_bison ENSBBBG00000011629
sus_scrofa ENSSSCG00000013295
tursiops_truncatus ENSTTRG00000000686
ursus_americanus ENSUAMG00000007682
ursus_maritimus ENSUMAG00000017467
ailuropoda_melanoleuca ENSAMEG00000009697
mustela_putorius_furo ENSMPUG00000011720
neovison_vison ENSNVIG00000010658
panthera_pardus ENSPPRG00000024621
panthera_tigris_altaica ENSPTIG00000015209
felis_catus ENSFCAG00000025850
oryctolagus_cuniculus ENSOCUG00000003818
ochotona_princeps ENSOPRG00000010260
echinops_telfairi ENSETEG00000019661
choloepus_hoffmanni ENSCHOG00000013434
propithecus_coquereli ENSPCOG00000017249
microcebus_murinus ENSMICG00000008587
prolemur_simus ENSPSMG00000025695
gorilla_gorilla ENSGGOG00000004970
homo_sapiens ENSG00000166326
pan_troglodytes ENSPTRG00000003504
pan_paniscus ENSPPAG00000002641
pongo_abelii ENSPPYG00000003355
nomascus_leucogenys ENSNLEG00000017939
cercocebus_atys ENSCATG00000041732
theropithecus_gelada ENSTGEG00000002294
macaca_fascicularis ENSMFAG00000045833
macaca_nemestrina ENSMNEG00000039165
mandrillus_leucophaeus ENSMLEG00000032388
chlorocebus_sabaeus ENSCSAG00000005470
macaca_mulatta ENSMMUG00000004332
papio_anubis ENSPANG00000005449
rhinopithecus_roxellana ENSRROG00000039062
rhinopithecus_bieti ENSRBIG00000030012
piliocolobus_tephrosceles ENSPTEG00000028198
colobus_angolensis_palliatus ENSCANG00000037116
cebus_capucinus ENSCCAG00000023918
saimiri_boliviensis_boliviensis ENSSBOG00000019501
callithrix_jacchus ENSCJAG00000011000
aotus_nancymaae ENSANAG00000014196
meriones_unguiculatus ENSMUGG00000011715
meriones_unguiculatus ENSMUGG00000011712
urocitellus_parryii ENSUPAG00010000969
spermophilus_dauricus ENSSDAG00000004634
otolemur_garnettii ENSOGAG00000016248
dasypus_novemcinctus ENSDNOG00000008427
procavia_capensis ENSPCAG00000000235
loxodonta_africana ENSLAFG00000016722
castor_canadensis ENSCCNG00000000992
dipodomys_ordii ENSDORG00000003756
chinchilla_lanigera ENSCLAG00000014212
octodon_degus ENSODEG00000016381
heterocephalus_glaber_female ENSHGLG00000006623
heterocephalus_glaber_male ENSHGLG00100004716
fukomys_damarensis ENSFDAG00000010450
cavia_porcellus ENSCPOG00000011263
cavia_aperea ENSCAPG00000006631
microtus_ochrogaster ENSMOCG00000006259
peromyscus_maniculatus_bairdii ENSPEMG00000030265
cricetulus_griseus_chok1gshd ENSCGRG00001024631
cricetulus_griseus_crigri ENSCGRG00000016862
cricetulus_griseus_crigri-picr ENSCGRG00015011879
mesocricetus_auratus ENSMAUG00000008730
mus_spicilegus ENSMSIG00000005008
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024917
mus_musculus ENSMUSG00000027189
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024007
mus_pahari MGP_PahariEiJ_G0025443
rattus_norvegicus ENSRNOG00000005191
nannospalax_galili ENSNGAG00000014577
marmota_marmota_marmota ENSMMMG00000011195
ictidomys_tridecemlineatus ENSSTOG00000023760
spermophilus_dauricus ENSSDAG00000007981
ornithorhynchus_anatinus ENSOANG00000007388
pogona_vitticeps ENSPVIG00000008144
anolis_carolinensis ENSACAG00000028675
salvator_merianae ENSSMRG00000004604
sphenodon_punctatus ENSSPUG00000019027
gopherus_agassizii ENSGAGG00000016163
chelonoidis_abingdonii ENSCABG00000014655
chrysemys_picta_bellii ENSCPBG00000012540
crocodylus_porosus ENSCPRG00005011181
xenopus_tropicalis ENSXETG00000007553
latimeria_chalumnae ENSLACG00000013059
labrus_bergylta ENSLBEG00000001630
mola_mola ENSMMOG00000017790
gasterosteus_aculeatus ENSGACG00000011381
mastacembelus_armatus ENSMAMG00000004596
monopterus_albus ENSMALG00000011140
anabas_testudineus ENSATEG00000020154
seriola_dumerili ENSSDUG00000017037
seriola_lalandi_dorsalis ENSSLDG00000025125
scophthalmus_maximus ENSSMAG00000008503
cynoglossus_semilaevis ENSCSEG00000013593
amphiprion_ocellaris ENSAOCG00000021940
amphiprion_percula ENSAPEG00000009379
acanthochromis_polyacanthus ENSAPOG00000023490
stegastes_partitus ENSSPAG00000007572
poecilia_formosa ENSPFOG00000013741
poecilia_latipinna ENSPLAG00000021149
poecilia_reticulata ENSPREG00000019211
poecilia_mexicana ENSPMEG00000017267
gambusia_affinis ENSGAFG00000021807
xiphophorus_maculatus ENSXMAG00000028604
cyprinodon_variegatus ENSCVAG00000008598
fundulus_heteroclitus ENSFHEG00000009931
kryptolebias_marmoratus ENSKMAG00000002131
oryzias_latipes_asm223469v1 ENSORLG00015010509
oryzias_latipes ENSORLG00000022859
oryzias_latipes ENSORLG00020019485
oryzias_melastigma ENSOMEG00000012206
maylandia_zebra ENSMZEG00005017628
haplochromis_burtoni ENSHBUG00000017461
astatotilapia_calliptera ENSACLG00000000820
pundamilia_nyererei ENSPNYG00000014999
neolamprologus_brichardi ENSNBRG00000005966
oreochromis_niloticus ENSONIG00000014576
amphilophus_citrinellus ENSACIG00000001250
takifugu_rubripes ENSTRUG00000003246
tetraodon_nigroviridis ENSTNIG00000011378
hippocampus_comes ENSHCOG00000009638
periophthalmus_magnuspinnatus ENSPMGG00000020914
esox_lucius ENSELUG00000004539
pygocentrus_nattereri ENSPNAG00000029849
astyanax_mexicanus ENSAMXG00000036844
ictalurus_punctatus ENSIPUG00000024084
danio_rerio ENSDARG00000051761
scleropages_formosus ENSSFOG00015003172
paramormyrops_kingsleyae ENSPKIG00000000119
