labrus_bergylta ENSLBEG00000010526
mola_mola ENSMMOG00000001746
amphiprion_ocellaris ENSAOCG00000012360
amphiprion_percula ENSAPEG00000002632
acanthochromis_polyacanthus ENSAPOG00000006936
parambassis_ranga ENSPRNG00000009061
kryptolebias_marmoratus ENSKMAG00000016305
oryzias_melastigma ENSOMEG00000004707
neolamprologus_brichardi ENSNBRG00000005091
amphilophus_citrinellus ENSACIG00000008341
monopterus_albus ENSMALG00000007561
seriola_lalandi ENSSLDG00000020153
periophthalmus_magnuspinnatus ENSPMGG00000011943
hippocampus_comes ENSHCOG00000006940
