sarcophilus_harrisii ENSSHAG00000003351
monodelphis_domestica ENSMODG00000020444
loxodonta_africana ENSLAFG00000006750
procavia_capensis ENSPCAG00000009697
echinops_telfairi ENSETEG00000015367
dasypus_novemcinctus ENSDNOG00000018693
choloepus_hoffmanni ENSCHOG00000011641
prolemur_simus ENSPSMG00000010610
microcebus_murinus ENSMICG00000037234
otolemur_garnettii ENSOGAG00000010303
pan_troglodytes ENSPTRG00000005236
pan_paniscus ENSPPAG00000038173
homo_sapiens ENSG00000180481
gorilla_gorilla ENSGGOG00000024647
pongo_abelii ENSPPYG00000004783
nomascus_leucogenys ENSNLEG00000004622
piliocolobus_tephrosceles ENSPTEG00000033054
colobus_angolensis_palliatus ENSCANG00000034348
rhinopithecus_roxellana ENSRROG00000017927
rhinopithecus_bieti ENSRBIG00000040782
macaca_mulatta ENSMMUG00000012290
macaca_nemestrina ENSMNEG00000044396
mandrillus_leucophaeus ENSMLEG00000040765
cercocebus_atys ENSCATG00000032595
papio_anubis ENSPANG00000036151
macaca_fascicularis ENSMFAG00000003978
chlorocebus_sabaeus ENSCSAG00000004041
theropithecus_gelada ENSTGEG00000025063
saimiri_boliviensis_boliviensis ENSSBOG00000027126
cebus_capucinus ENSCCAG00000021275
callithrix_jacchus ENSCJAG00000001222
aotus_nancymaae ENSANAG00000027474
mus_musculus ENSMUSG00000020214
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015802
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016625
mus_pahari MGP_PahariEiJ_G0031285
rattus_norvegicus ENSRNOG00000049053
meriones_unguiculatus ENSMUGG00000012546
microtus_ochrogaster ENSMOCG00000002411
peromyscus_maniculatus_bairdii ENSPEMG00000020146
mesocricetus_auratus ENSMAUG00000017252
nannospalax_galili ENSNGAG00000011037
jaculus_jaculus ENSJJAG00000013157
chinchilla_lanigera ENSCLAG00000006004
fukomys_damarensis ENSFDAG00000007682
cavia_porcellus ENSCPOG00000013925
marmota_marmota_marmota ENSMMMG00000002582
spermophilus_dauricus ENSSDAG00000022681
ictidomys_tridecemlineatus ENSSTOG00000024468
urocitellus_parryii ENSUPAG00010022765
oryctolagus_cuniculus ENSOCUG00000003916
ochotona_princeps ENSOPRG00000011842
tupaia_belangeri ENSTBEG00000003947
pteropus_vampyrus ENSPVAG00000011994
myotis_lucifugus ENSMLUG00000002541
bos_taurus ENSBTAG00000019260
bos_mutus ENSBMUG00000024208
bison_bison_bison ENSBBBG00000021938
ovis_aries ENSOARG00000014782
capra_hircus ENSCHIG00000010162
tursiops_truncatus ENSTTRG00000013237
sus_scrofa ENSSSCG00000025915
vicugna_pacos ENSVPAG00000011742
equus_caballus ENSECAG00000015628
equus_asinus_asinus ENSEASG00005021956
ursus_americanus ENSUAMG00000010203
ursus_maritimus ENSUMAG00000021237
ailuropoda_melanoleuca ENSAMEG00000006424
mustela_putorius_furo ENSMPUG00000017477
neovison_vison ENSNVIG00000003558
canis_lupus_dingo ENSCAFG00020016416
canis_lupus_familiaris ENSCAFG00000029990
vulpes_vulpes ENSVVUG00000008125
panthera_pardus ENSPPRG00000003609
panthera_tigris_altaica ENSPTIG00000011160
felis_catus ENSFCAG00000036590
erinaceus_europaeus ENSEEUG00000005608
dipodomys_ordii ENSDORG00000027121
notamacropus_eugenii ENSMEUG00000011403
phascolarctos_cinereus ENSPCIG00000005855
ornithorhynchus_anatinus ENSOANG00000022184
