labrus_bergylta ENSLBEG00000002499
scophthalmus_maximus ENSSMAG00000020996
tetraodon_nigroviridis ENSTNIG00000000188
tetraodon_nigroviridis ENSTNIG00000002734
takifugu_rubripes ENSTRUG00000020433
seriola_dumerili ENSSDUG00000017882
fundulus_heteroclitus ENSFHEG00000002265
cyprinodon_variegatus ENSCVAG00000016235
poecilia_formosa ENSPFOG00000004008
poecilia_mexicana ENSPMEG00000013998
poecilia_latipinna ENSPLAG00000010637
poecilia_reticulata ENSPREG00000020505
xiphophorus_couchianus ENSXCOG00000012158
xiphophorus_maculatus ENSXMAG00000028961
gambusia_affinis ENSGAFG00000004339
kryptolebias_marmoratus ENSKMAG00000014300
oryzias_latipes ENSORLG00020012006
oryzias_latipes_asm223469v1 ENSORLG00015010920
oryzias_latipes ENSORLG00000030023
oryzias_melastigma ENSOMEG00000019232
stegastes_partitus ENSSPAG00000016950
gasterosteus_aculeatus ENSGACG00000019733
mastacembelus_armatus ENSMAMG00000023012
amphiprion_ocellaris ENSAOCG00000015443
amphiprion_percula ENSAPEG00000006978
acanthochromis_polyacanthus ENSAPOG00000021883
maylandia_zebra ENSMZEG00005015325
astatotilapia_calliptera ENSACLG00000014440
pundamilia_nyererei ENSPNYG00000018398
haplochromis_burtoni ENSHBUG00000009236
oreochromis_niloticus ENSONIG00000010894
neolamprologus_brichardi ENSNBRG00000008705
amphilophus_citrinellus ENSACIG00000003416
anabas_testudineus ENSATEG00000019664
seriola_dumerili ENSSDUG00000017869
seriola_lalandi_dorsalis ENSSLDG00000001964
periophthalmus_magnuspinnatus ENSPMGG00000016184
esox_lucius ENSELUG00000012510
pygocentrus_nattereri ENSPNAG00000014450
astyanax_mexicanus ENSAMXG00000043592
ictalurus_punctatus ENSIPUG00000005796
danio_rerio ENSDARG00000030703
