chelonoidis_abingdonii ENSCABG00000019128
monodelphis_domestica ENSMODG00000028820
notechis_scutatus ENSNSUG00000016754
lepidothrix_coronata ENSLCOG00000009261
junco_hyemalis ENSJHYG00000000301
calidris_pygmaea ENSCPGG00000006450
calidris_pugnax ENSCPUG00000003072
apteryx_haastii ENSAHAG00000001148
apteryx_rowi ENSARWG00000000978
apteryx_owenii ENSAOWG00000018532
meleagris_gallopavo ENSMGAG00000016369
sphenodon_punctatus ENSSPUG00000011497
panthera_tigris_altaica ENSPTIG00000018837
panthera_pardus ENSPPRG00000005048
pongo_abelii ENSPPYG00000000049
erinaceus_europaeus ENSEEUG00000005441
echinops_telfairi ENSETEG00000012961
erinaceus_europaeus ENSEEUG00000004999
ovis_aries ENSOARG00000004829
meriones_unguiculatus ENSMUGG00000020687
echinops_telfairi ENSETEG00000016260
sarcophilus_harrisii ENSSHAG00000016761
monodelphis_domestica ENSMODG00000024674
latimeria_chalumnae ENSLACG00000017340
pygocentrus_nattereri ENSPNAG00000014558
astyanax_mexicanus ENSAMXG00000019710
maylandia_zebra ENSMZEG00005010402
haplochromis_burtoni ENSHBUG00000019335
astatotilapia_calliptera ENSACLG00000010859
pundamilia_nyererei ENSPNYG00000017742
neolamprologus_brichardi ENSNBRG00000002840
amphilophus_citrinellus ENSACIG00000005845
amphiprion_ocellaris ENSAOCG00000002547
amphiprion_percula ENSAPEG00000004036
acanthochromis_polyacanthus ENSAPOG00000001946
stegastes_partitus ENSSPAG00000002097
poecilia_mexicana ENSPMEG00000012174
poecilia_latipinna ENSPLAG00000004281
poecilia_formosa ENSPFOG00000024238
cyprinodon_variegatus ENSCVAG00000008331
monopterus_albus ENSMALG00000007312
mastacembelus_armatus ENSMAMG00000020561
mola_mola ENSMMOG00000001052
seriola_dumerili ENSSDUG00000001821
seriola_lalandi_dorsalis ENSSLDG00000024569
scophthalmus_maximus ENSSMAG00000005555
takifugu_rubripes ENSTRUG00000020197
tetraodon_nigroviridis ENSTNIG00000017704
hippocampus_comes ENSHCOG00000018195
paramormyrops_kingsleyae ENSPKIG00000006949
