denticeps_clupeoides ENSDCDG00000016296
clupea_harengus ENSCHAG00000013391
astyanax_mexicanus ENSAMXG00005013938
astyanax_mexicanus ENSAMXG00000021254
pygocentrus_nattereri ENSPNAG00000016687
electrophorus_electricus ENSEEEG00000002578
ictalurus_punctatus ENSIPUG00000024907
esox_lucius ENSELUG00000013574
hucho_hucho ENSHHUG00000030118
takifugu_rubripes ENSTRUG00000004656
tetraodon_nigroviridis ENSTNIG00000005326
cynoglossus_semilaevis ENSCSEG00000020181
mola_mola ENSMMOG00000021079
labrus_bergylta ENSLBEG00000021639
cottoperca_gobio ENSCGOG00000011068
gasterosteus_aculeatus ENSGACG00000017805
betta_splendens ENSBSLG00000016680
amphiprion_ocellaris ENSAOCG00000000214
amphiprion_percula ENSAPEG00000003343
acanthochromis_polyacanthus ENSAPOG00000019519
stegastes_partitus ENSSPAG00000010566
scophthalmus_maximus ENSSMAG00000017574
larimichthys_crocea ENSLCRG00005023636
mastacembelus_armatus ENSMAMG00000005687
anabas_testudineus ENSATEG00000000158
gambusia_affinis ENSGAFG00000004526
xiphophorus_couchianus ENSXCOG00000005202
xiphophorus_maculatus ENSXMAG00000002239
poecilia_latipinna ENSPLAG00000021819
poecilia_mexicana ENSPMEG00000000207
poecilia_formosa ENSPFOG00000002891
poecilia_reticulata ENSPREG00000005322
fundulus_heteroclitus ENSFHEG00000013020
cyprinodon_variegatus ENSCVAG00000015104
kryptolebias_marmoratus ENSKMAG00000014752
oryzias_latipes ENSORLG00020009610
oryzias_latipes ENSORLG00015023267
oryzias_latipes ENSORLG00000011697
oryzias_melastigma ENSOMEG00000020948
maylandia_zebra ENSMZEG00005016546
haplochromis_burtoni ENSHBUG00000005500
pundamilia_nyererei ENSPNYG00000010532
astatotilapia_calliptera ENSACLG00000025105
oreochromis_niloticus ENSONIG00000004096
amphilophus_citrinellus ENSACIG00000023957
parambassis_ranga ENSPRNG00000004796
monopterus_albus ENSMALG00000006831
seriola_lalandi ENSSLDG00000014415
seriola_dumerili ENSSDUG00000019437
lates_calcarifer ENSLCAG00010028170
gouania_willdenowi ENSGWIG00000011207
periophthalmus_magnuspinnatus ENSPMGG00000013948
gadus_morhua ENSGMOG00000013332
paramormyrops_kingsleyae ENSPKIG00000023292
scleropages_formosus ENSSFOG00015017869
scleropages_formosus ENSSFOG00015005669
calidris_pygmaea ENSCPGG00000014711
calidris_pugnax ENSCPUG00000017600
melopsittacus_undulatus ENSMUNG00000004460
anser_brachyrhynchus ENSABRG00000014267
anas_platyrhynchos ENSAPLG00000008012
gallus_gallus ENSGALG00000015551
coturnix_japonica ENSCJPG00005001233
meleagris_gallopavo ENSMGAG00000001194
numida_meleagris ENSNMEG00000008315
zonotrichia_albicollis ENSZALG00000010610
serinus_canaria ENSSCAG00000005801
lonchura_striata ENSLSDG00000005448
taeniopygia_guttata ENSTGUG00000000661
ficedula_albicollis ENSFALG00000002043
parus_major ENSPMJG00000006124
cyanistes_caeruleus ENSCCEG00000002621
lepidothrix_coronata ENSLCOG00000004305
manacus_vitellinus ENSMVIG00005018774
apteryx_owenii ENSAOWG00000011186
apteryx_haastii ENSAHAG00000008790
apteryx_rowi ENSARWG00000008545
dromaius_novaehollandiae ENSDNVG00000016529
nothoprocta_perdicaria ENSNPEG00000011248
crocodylus_porosus ENSCPRG00005014922
gopherus_agassizii ENSGAGG00000014434
chelonoidis_abingdonii ENSCABG00000018046
chrysemys_picta ENSCPBG00000009489
pelodiscus_sinensis ENSPSIG00000012925
pogona_vitticeps ENSPVIG00000015954
anolis_carolinensis ENSACAG00000011011
notechis_scutatus ENSNSUG00000011046
salvator_merianae ENSSMRG00000020703
sphenodon_punctatus ENSSPUG00000008248
phascolarctos_cinereus ENSPCIG00000010107
notamacropus_eugenii ENSMEUG00000008004
vombatus_ursinus ENSVURG00010003179
monodelphis_domestica ENSMODG00000014442
