notamacropus_eugenii ENSMEUG00000009443
phascolarctos_cinereus ENSPCIG00000006693
sarcophilus_harrisii ENSSHAG00000006420
bos_mutus ENSBMUG00000021125
bos_taurus ENSBTAG00000006879
bison_bison_bison ENSBBBG00000004745
capra_hircus ENSCHIG00000025199
sus_scrofa ENSSSCG00000028104
myotis_lucifugus ENSMLUG00000000470
oryctolagus_cuniculus ENSOCUG00000001159
jaculus_jaculus ENSJJAG00000007017
canis_lupus_familiaris ENSCAFG00000025599
vulpes_vulpes ENSVVUG00000028193
erinaceus_europaeus ENSEEUG00000011764
echinops_telfairi ENSETEG00000016549
equus_caballus ENSECAG00000024900
equus_asinus_asinus ENSEASG00005010141
pteropus_vampyrus ENSPVAG00000012298
ursus_americanus ENSUAMG00000001351
ailuropoda_melanoleuca ENSAMEG00000000668
mustela_putorius_furo ENSMPUG00000005876
felis_catus ENSFCAG00000038352
panthera_pardus ENSPPRG00000016716
saimiri_boliviensis_boliviensis ENSSBOG00000031215
callithrix_jacchus ENSCJAG00000018808
cebus_capucinus ENSCCAG00000020099
pan_troglodytes ENSPTRG00000005027
pan_paniscus ENSPPAG00000043277
homo_sapiens ENSG00000123388
gorilla_gorilla ENSGGOG00000026566
pongo_abelii ENSPPYG00000004590
rhinopithecus_roxellana ENSRROG00000045396
rhinopithecus_bieti ENSRBIG00000043565
colobus_angolensis_palliatus ENSCANG00000034937
macaca_nemestrina ENSMNEG00000041343
macaca_fascicularis ENSMFAG00000039005
chlorocebus_sabaeus ENSCSAG00000005457
mandrillus_leucophaeus ENSMLEG00000035031
castor_canadensis ENSCCNG00000009634
dipodomys_ordii ENSDORG00000006990
peromyscus_maniculatus_bairdii ENSPEMG00000011561
microtus_ochrogaster ENSMOCG00000010091
cricetulus_griseus_crigri-picr ENSCGRG00015028675
cricetulus_griseus_chok1gshd ENSCGRG00001013516
mesocricetus_auratus ENSMAUG00000015214
mus_musculus ENSMUSG00000001656
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021257
mus_spicilegus ENSMSIG00000010467
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020364
mus_pahari MGP_PahariEiJ_G0020363
rattus_norvegicus ENSRNOG00000016141
meriones_unguiculatus ENSMUGG00000013018
nannospalax_galili ENSNGAG00000022627
urocitellus_parryii ENSUPAG00010020543
ictidomys_tridecemlineatus ENSSTOG00000028958
spermophilus_dauricus ENSSDAG00000019842
heterocephalus_glaber_female ENSHGLG00000002244
heterocephalus_glaber_male ENSHGLG00100009178
octodon_degus ENSODEG00000013494
chinchilla_lanigera ENSCLAG00000010432
cavia_porcellus ENSCPOG00000033525
panthera_tigris_altaica ENSPTIG00000012999
ovis_aries ENSOARG00000016342
cricetulus_griseus_crigri ENSCGRG00000010412
marmota_marmota_marmota ENSMMMG00000003528
fukomys_damarensis ENSFDAG00000018401
procavia_capensis ENSPCAG00000010929
loxodonta_africana ENSLAFG00000018133
canis_lupus_dingo ENSCAFG00020020666
neovison_vison ENSNVIG00000002270
propithecus_coquereli ENSPCOG00000015117
otolemur_garnettii ENSOGAG00000029804
nomascus_leucogenys ENSNLEG00000035339
theropithecus_gelada ENSTGEG00000009727
papio_anubis ENSPANG00000016365
macaca_mulatta ENSMMUG00000000924
piliocolobus_tephrosceles ENSPTEG00000036073
aotus_nancymaae ENSANAG00000032883
carlito_syrichta ENSTSYG00000032928
microcebus_murinus ENSMICG00000011710
prolemur_simus ENSPSMG00000017076
ochotona_princeps ENSOPRG00000006088
dasypus_novemcinctus ENSDNOG00000017503
ornithorhynchus_anatinus ENSOANG00000009522
ornithorhynchus_anatinus ENSOANG00000013040
anolis_carolinensis ENSACAG00000010848
notechis_scutatus ENSNSUG00000002980
apteryx_rowi ENSARWG00000005382
apteryx_owenii ENSAOWG00000002654
nothoprocta_perdicaria ENSNPEG00000003061
dromaius_novaehollandiae ENSDNVG00000005608
anas_platyrhynchos_platyrhynchos ENSAPLG00000007301
anser_brachyrhynchus ENSABRG00000020677
manacus_vitellinus ENSMVIG00005009816
numida_meleagris ENSNMEG00000007967
calidris_pugnax ENSCPUG00000003385
chrysemys_picta_bellii ENSCPBG00000000408
gopherus_agassizii ENSGAGG00000006958
calidris_pygmaea ENSCPGG00000000482
melopsittacus_undulatus ENSMUNG00000009016
coturnix_japonica ENSCJPG00005007703
crocodylus_porosus ENSCPRG00005006828
chelonoidis_abingdonii ENSCABG00000004678
salvator_merianae ENSSMRG00000002589
pogona_vitticeps ENSPVIG00000006884
pelodiscus_sinensis ENSPSIG00000004848
xenopus_tropicalis ENSXETG00000023471
latimeria_chalumnae ENSLACG00000016719
seriola_lalandi_dorsalis ENSSLDG00000004042
scophthalmus_maximus ENSSMAG00000004500
anabas_testudineus ENSATEG00000022786
labrus_bergylta ENSLBEG00000010368
mastacembelus_armatus ENSMAMG00000007498
cynoglossus_semilaevis ENSCSEG00000008000
takifugu_rubripes ENSTRUG00000004120
tetraodon_nigroviridis ENSTNIG00000001772
gasterosteus_aculeatus ENSGACG00000009392
stegastes_partitus ENSSPAG00000022295
acanthochromis_polyacanthus ENSAPOG00000019140
astatotilapia_calliptera ENSACLG00000006844
haplochromis_burtoni ENSHBUG00000005559
pundamilia_nyererei ENSPNYG00000017321
maylandia_zebra ENSMZEG00005027185
neolamprologus_brichardi ENSNBRG00000018282
oreochromis_niloticus ENSONIG00000012235
fundulus_heteroclitus ENSFHEG00000023356
cyprinodon_variegatus ENSCVAG00000012746
poecilia_formosa ENSPFOG00000002068
poecilia_mexicana ENSPMEG00000002324
poecilia_reticulata ENSPREG00000020353
xiphophorus_maculatus ENSXMAG00000001648
oryzias_latipes ENSORLG00000007909
oryzias_latipes_asm223469v1 ENSORLG00015000601
oryzias_latipes ENSORLG00020006689
oryzias_melastigma ENSOMEG00000016077
kryptolebias_marmoratus ENSKMAG00000020979
xiphophorus_couchianus ENSXCOG00000008568
poecilia_latipinna ENSPLAG00000012853
amphilophus_citrinellus ENSACIG00000013310
periophthalmus_magnuspinnatus ENSPMGG00000011871
amphiprion_percula ENSAPEG00000004007
seriola_dumerili ENSSDUG00000013799
mola_mola ENSMMOG00000009300
monopterus_albus ENSMALG00000014249
gadus_morhua ENSGMOG00000017869
esox_lucius ENSELUG00000007515
pygocentrus_nattereri ENSPNAG00000021194
astyanax_mexicanus ENSAMXG00000035730
ictalurus_punctatus ENSIPUG00000022376
danio_rerio ENSDARG00000070351
scleropages_formosus ENSSFOG00015007341
paramormyrops_kingsleyae ENSPKIG00000003269
esox_lucius ENSELUG00000019989
pygocentrus_nattereri ENSPNAG00000007721
paramormyrops_kingsleyae ENSPKIG00000006444
scleropages_formosus ENSSFOG00015016066
amphiprion_ocellaris ENSAOCG00000024076
hippocampus_comes ENSHCOG00000019652
ictalurus_punctatus ENSIPUG00000001956
lonchura_striata_domestica ENSLSDG00000003713
serinus_canaria ENSSCAG00000005234
lepisosteus_oculatus ENSLOCG00000006316
gallus_gallus ENSGALG00000050755
seriola_lalandi_dorsalis ENSSLDG00000018152
seriola_dumerili ENSSDUG00000020888
tetraodon_nigroviridis ENSTNIG00000001782
tetraodon_nigroviridis ENSTNIG00000004044
periophthalmus_magnuspinnatus ENSPMGG00000012010
ficedula_albicollis ENSFALG00000014318
cyanistes_caeruleus ENSCCEG00000017499
petromyzon_marinus ENSPMAG00000009919
eptatretus_burgeri ENSEBUG00000007273
