astyanax_mexicanus ENSAMXG00000043421
esox_lucius ENSELUG00000018272
lepisosteus_oculatus ENSLOCG00000005318
chrysemys_picta_bellii ENSCPBG00000013969
chelonoidis_abingdonii ENSCABG00000000858
pelodiscus_sinensis ENSPSIG00000010229
crocodylus_porosus ENSCPRG00005006028
dromaius_novaehollandiae ENSDNVG00000000042
salvator_merianae ENSSMRG00000019094
colobus_angolensis_palliatus ENSCANG00000037018
piliocolobus_tephrosceles ENSPTEG00000008263
rhinopithecus_bieti ENSRBIG00000036184
macaca_nemestrina ENSMNEG00000007046
macaca_fascicularis ENSMFAG00000003632
macaca_mulatta ENSMMUG00000018876
mandrillus_leucophaeus ENSMLEG00000025199
papio_anubis ENSPANG00000020638
theropithecus_gelada ENSTGEG00000007989
chlorocebus_sabaeus ENSCSAG00000016762
pongo_abelii ENSPPYG00000011260
cercocebus_atys ENSCATG00000036602
rhinopithecus_roxellana ENSRROG00000032875
homo_sapiens ENSG00000171695
gorilla_gorilla ENSGGOG00000003871
pan_paniscus ENSPPAG00000034168
pan_troglodytes ENSPTRG00000013772
cebus_capucinus ENSCCAG00000037873
callithrix_jacchus ENSCJAG00000010705
saimiri_boliviensis_boliviensis ENSSBOG00000034486
aotus_nancymaae ENSANAG00000023064
prolemur_simus ENSPSMG00000000349
chinchilla_lanigera ENSCLAG00000003037
octodon_degus ENSODEG00000004644
heterocephalus_glaber_female ENSHGLG00000007568
castor_canadensis ENSCCNG00000030593
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025746
mus_spicilegus ENSMSIG00000012095
mus_musculus ENSMUSG00000045794
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024819
mus_pahari MGP_PahariEiJ_G0026267
rattus_norvegicus ENSRNOG00000024815
meriones_unguiculatus ENSMUGG00000004242
meriones_unguiculatus ENSMUGG00000003529
microtus_ochrogaster ENSMOCG00000002365
peromyscus_maniculatus_bairdii ENSPEMG00000006806
cricetulus_griseus_chok1gshd ENSCGRG00001009514
cricetulus_griseus_crigri-picr ENSCGRG00015018452
cricetulus_griseus_crigri ENSCGRG00000006437
mesocricetus_auratus ENSMAUG00000020557
jaculus_jaculus ENSJJAG00000009460
urocitellus_parryii ENSUPAG00010003415
ictidomys_tridecemlineatus ENSSTOG00000013864
marmota_marmota_marmota ENSMMMG00000000195
mustela_putorius_furo ENSMPUG00000008735
neovison_vison ENSNVIG00000018755
ursus_americanus ENSUAMG00000002179
ailuropoda_melanoleuca ENSAMEG00000002019
equus_asinus_asinus ENSEASG00005023086
equus_caballus ENSECAG00000010737
bos_taurus ENSBTAG00000021423
bison_bison_bison ENSBBBG00000009143
capra_hircus ENSCHIG00000022007
sus_scrofa ENSSSCG00000033548
pteropus_vampyrus ENSPVAG00000003070
tursiops_truncatus ENSTTRG00000005916
felis_catus ENSFCAG00000045557
propithecus_coquereli ENSPCOG00000011356
microcebus_murinus ENSMICG00000004747
otolemur_garnettii ENSOGAG00000030003
ochotona_princeps ENSOPRG00000015549
procavia_capensis ENSPCAG00000015762
echinops_telfairi ENSETEG00000012252
dasypus_novemcinctus ENSDNOG00000001560
phascolarctos_cinereus ENSPCIG00000017902
latimeria_chalumnae ENSLACG00000003415
ciona_intestinalis ENSCING00000005198
ciona_savignyi ENSCSAVG00000001513
