anas_platyrhynchos_platyrhynchos ENSAPLG00000007233
anser_brachyrhynchus ENSABRG00000012425
gallus_gallus ENSGALG00000042079
meleagris_gallopavo ENSMGAG00000011823
coturnix_japonica ENSCJPG00005019952
numida_meleagris ENSNMEG00000017099
taeniopygia_guttata ENSTGUG00000010336
lonchura_striata_domestica ENSLSDG00000015194
serinus_canaria ENSSCAG00000004302
junco_hyemalis ENSJHYG00000009502
zonotrichia_albicollis ENSZALG00000014320
ficedula_albicollis ENSFALG00000013502
cyanistes_caeruleus ENSCCEG00000020674
parus_major ENSPMJG00000004074
lepidothrix_coronata ENSLCOG00000009503
manacus_vitellinus ENSMVIG00005012211
calidris_pygmaea ENSCPGG00000002376
calidris_pugnax ENSCPUG00000011743
melopsittacus_undulatus ENSMUNG00000016796
apteryx_owenii ENSAOWG00000014984
apteryx_haastii ENSAHAG00000015725
apteryx_rowi ENSARWG00000014762
nothoprocta_perdicaria ENSNPEG00000004107
dromaius_novaehollandiae ENSDNVG00000015832
crocodylus_porosus ENSCPRG00005016572
gopherus_agassizii ENSGAGG00000006198
chelonoidis_abingdonii ENSCABG00000010264
chrysemys_picta_bellii ENSCPBG00000004266
pelodiscus_sinensis ENSPSIG00000006311
anolis_carolinensis ENSACAG00000002089
pogona_vitticeps ENSPVIG00000020702
notechis_scutatus ENSNSUG00000017941
salvator_merianae ENSSMRG00000021875
sphenodon_punctatus ENSSPUG00000015655
phascolarctos_cinereus ENSPCIG00000003050
notamacropus_eugenii ENSMEUG00000014106
monodelphis_domestica ENSMODG00000008119
choloepus_hoffmanni ENSCHOG00000006811
dasypus_novemcinctus ENSDNOG00000001554
loxodonta_africana ENSLAFG00000005889
procavia_capensis ENSPCAG00000001004
echinops_telfairi ENSETEG00000006590
pan_paniscus ENSPPAG00000034176
pan_troglodytes ENSPTRG00000002135
homo_sapiens ENSG00000116962
gorilla_gorilla ENSGGOG00000000381
pongo_abelii ENSPPYG00000000091
nomascus_leucogenys ENSNLEG00000003070
papio_anubis ENSPANG00000010412
mandrillus_leucophaeus ENSMLEG00000036527
theropithecus_gelada ENSTGEG00000013957
cercocebus_atys ENSCATG00000016642
macaca_fascicularis ENSMFAG00000026117
macaca_mulatta ENSMMUG00000012716
macaca_nemestrina ENSMNEG00000028275
chlorocebus_sabaeus ENSCSAG00000009768
colobus_angolensis_palliatus ENSCANG00000016559
piliocolobus_tephrosceles ENSPTEG00000036577
rhinopithecus_roxellana ENSRROG00000020512
rhinopithecus_bieti ENSRBIG00000028106
saimiri_boliviensis_boliviensis ENSSBOG00000035580
cebus_capucinus ENSCCAG00000024420
callithrix_jacchus ENSCJAG00000017921
aotus_nancymaae ENSANAG00000023696
carlito_syrichta ENSTSYG00000004924
microcebus_murinus ENSMICG00000002600
prolemur_simus ENSPSMG00000023922
propithecus_coquereli ENSPCOG00000009614
otolemur_garnettii ENSOGAG00000014737
tupaia_belangeri ENSTBEG00000010128
urocitellus_parryii ENSUPAG00010021109
ictidomys_tridecemlineatus ENSSTOG00000015736
spermophilus_dauricus ENSSDAG00000004338
marmota_marmota_marmota ENSMMMG00000016406
chinchilla_lanigera ENSCLAG00000009631
octodon_degus ENSODEG00000007141
cavia_porcellus ENSCPOG00000014654
cavia_aperea ENSCAPG00000008879
heterocephalus_glaber_male ENSHGLG00100012303
heterocephalus_glaber_female ENSHGLG00000017135
fukomys_damarensis ENSFDAG00000007946
castor_canadensis ENSCCNG00000026161
dipodomys_ordii ENSDORG00000005696
mus_musculus ENSMUSG00000005397
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019086
mus_spicilegus ENSMSIG00000017345
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018228
mus_pahari MGP_PahariEiJ_G0019278
rattus_norvegicus ENSRNOG00000002461
meriones_unguiculatus ENSMUGG00000020841
meriones_unguiculatus ENSMUGG00000020823
cricetulus_griseus_crigri-picr ENSCGRG00015012126
cricetulus_griseus_chok1gshd ENSCGRG00001013281
mesocricetus_auratus ENSMAUG00000002084
peromyscus_maniculatus_bairdii ENSPEMG00000008596
microtus_ochrogaster ENSMOCG00000014455
nannospalax_galili ENSNGAG00000023816
jaculus_jaculus ENSJJAG00000016000
oryctolagus_cuniculus ENSOCUG00000016007
oryctolagus_cuniculus ENSOCUG00000007508
oryctolagus_cuniculus ENSOCUG00000022385
ochotona_princeps ENSOPRG00000006061
ursus_maritimus ENSUMAG00000009613
ursus_americanus ENSUAMG00000026343
ailuropoda_melanoleuca ENSAMEG00000003184
mustela_putorius_furo ENSMPUG00000003001
neovison_vison ENSNVIG00000006876
canis_lupus_familiaris ENSCAFG00000011196
canis_lupus_dingo ENSCAFG00020027007
vulpes_vulpes ENSVVUG00000009201
panthera_pardus ENSPPRG00000013954
