sarcophilus_harrisii ENSSHAG00000007879
monodelphis_domestica ENSMODG00000017868
phascolarctos_cinereus ENSPCIG00000017953
phascolarctos_cinereus ENSPCIG00000033933
notamacropus_eugenii ENSMEUG00000004387
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025091
mus_spicilegus ENSMSIG00000028277
mus_musculus ENSMUSG00000090100
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024175
mus_pahari MGP_PahariEiJ_G0025617
rattus_norvegicus ENSRNOG00000011059
meriones_unguiculatus ENSMUGG00000005850
peromyscus_maniculatus_bairdii ENSPEMG00000020824
microtus_ochrogaster ENSMOCG00000011900
cricetulus_griseus_chok1gshd ENSCGRG00001021341
cricetulus_griseus_crigri-picr ENSCGRG00015021081
cricetulus_griseus_crigri ENSCGRG00000007259
mesocricetus_auratus ENSMAUG00000020346
nannospalax_galili ENSNGAG00000008490
jaculus_jaculus ENSJJAG00000013026
dipodomys_ordii ENSDORG00000026290
cavia_porcellus ENSCPOG00000013213
cavia_aperea ENSCAPG00000009810
chinchilla_lanigera ENSCLAG00000013416
heterocephalus_glaber_male ENSHGLG00100010101
heterocephalus_glaber_female ENSHGLG00000008689
fukomys_damarensis ENSFDAG00000007928
octodon_degus ENSODEG00000016839
urocitellus_parryii ENSUPAG00010012404
spermophilus_dauricus ENSSDAG00000016020
marmota_marmota_marmota ENSMMMG00000019017
ictidomys_tridecemlineatus ENSSTOG00000027361
oryctolagus_cuniculus ENSOCUG00000011046
piliocolobus_tephrosceles ENSPTEG00000021840
piliocolobus_tephrosceles ENSPTEG00000015966
colobus_angolensis_palliatus ENSCANG00000029665
rhinopithecus_roxellana ENSRROG00000040916
rhinopithecus_bieti ENSRBIG00000030067
chlorocebus_sabaeus ENSCSAG00000008870
mandrillus_leucophaeus ENSMLEG00000043903
papio_anubis ENSPANG00000018581
macaca_fascicularis ENSMFAG00000001520
macaca_nemestrina ENSMNEG00000028768
macaca_mulatta ENSMMUG00000010036
cercocebus_atys ENSCATG00000026554
theropithecus_gelada ENSTGEG00000005139
pan_troglodytes ENSPTRG00000006982
pan_paniscus ENSPPAG00000042114
gorilla_gorilla ENSGGOG00000014329
nomascus_leucogenys ENSNLEG00000004576
homo_sapiens ENSG00000128881
pongo_abelii ENSPPYG00000006404
cebus_capucinus ENSCCAG00000032666
saimiri_boliviensis_boliviensis ENSSBOG00000033050
callithrix_jacchus ENSCJAG00000001912
aotus_nancymaae ENSANAG00000021335
carlito_syrichta ENSTSYG00000007729
microcebus_murinus ENSMICG00000004831
propithecus_coquereli ENSPCOG00000026591
prolemur_simus ENSPSMG00000007748
otolemur_garnettii ENSOGAG00000005193
bos_taurus ENSBTAG00000006470
bos_mutus ENSBMUG00000020361
bison_bison_bison ENSBBBG00000013385
capra_hircus ENSCHIG00000024909
ovis_aries ENSOARG00000020571
sus_scrofa ENSSSCG00000004718
