clupea_harengus ENSCHAG00000005003
denticeps_clupeoides ENSDCDG00000025999
astyanax_mexicanus ENSAMXG00000014455
astyanax_mexicanus ENSAMXG00005022925
pygocentrus_nattereri ENSPNAG00000025396
ictalurus_punctatus ENSIPUG00000017574
electrophorus_electricus ENSEEEG00000016922
danio_rerio ENSDARG00000010252
hucho_hucho ENSHHUG00000048409
esox_lucius ENSELUG00000024624
takifugu_rubripes ENSTRUG00000008949
tetraodon_nigroviridis ENSTNIG00000010067
mola_mola ENSMMOG00000008326
larimichthys_crocea ENSLCRG00005018183
labrus_bergylta ENSLBEG00000002520
cottoperca_gobio ENSCGOG00000011918
gasterosteus_aculeatus ENSGACG00000008647
amphiprion_percula ENSAPEG00000004334
amphiprion_ocellaris ENSAOCG00000008232
acanthochromis_polyacanthus ENSAPOG00000014943
stegastes_partitus ENSSPAG00000004024
parambassis_ranga ENSPRNG00000001371
xiphophorus_couchianus ENSXCOG00000003692
xiphophorus_maculatus ENSXMAG00000006506
gambusia_affinis ENSGAFG00000014280
poecilia_formosa ENSPFOG00000024304
poecilia_mexicana ENSPMEG00000021322
poecilia_latipinna ENSPLAG00000023713
poecilia_reticulata ENSPREG00000008384
cyprinodon_variegatus ENSCVAG00000001040
fundulus_heteroclitus ENSFHEG00000015066
kryptolebias_marmoratus ENSKMAG00000006569
oryzias_latipes ENSORLG00000006586
oryzias_latipes ENSORLG00020019692
oryzias_latipes ENSORLG00015015130
oryzias_melastigma ENSOMEG00000019097
maylandia_zebra ENSMZEG00005017385
astatotilapia_calliptera ENSACLG00000024815
pundamilia_nyererei ENSPNYG00000018966
haplochromis_burtoni ENSHBUG00000015700
neolamprologus_brichardi ENSNBRG00000003213
oreochromis_niloticus ENSONIG00000012612
amphilophus_citrinellus ENSACIG00000010431
gouania_willdenowi ENSGWIG00000002146
monopterus_albus ENSMALG00000013148
mastacembelus_armatus ENSMAMG00000003476
anabas_testudineus ENSATEG00000014564
seriola_dumerili ENSSDUG00000007973
seriola_lalandi ENSSLDG00000025156
lates_calcarifer ENSLCAG00010005940
scophthalmus_maximus ENSSMAG00000021187
cynoglossus_semilaevis ENSCSEG00000018459
hippocampus_comes ENSHCOG00000009416
periophthalmus_magnuspinnatus ENSPMGG00000019181
gadus_morhua ENSGMOG00000010571
scleropages_formosus ENSSFOG00015020130
paramormyrops_kingsleyae ENSPKIG00000008198
lepisosteus_oculatus ENSLOCG00000002715
erpetoichthys_calabaricus ENSECRG00000017102
