pan_troglodytes ENSPTRG00000019659
pan_paniscus ENSPPAG00000041730
gorilla_gorilla ENSGGOG00000004644
homo_sapiens ENSG00000106344
pongo_abelii ENSPPYG00000017975
nomascus_leucogenys ENSNLEG00000012307
theropithecus_gelada ENSTGEG00000020257
papio_anubis ENSPANG00000022295
macaca_nemestrina ENSMNEG00000036970
macaca_mulatta ENSMMUG00000007250
macaca_fascicularis ENSMFAG00000031036
mandrillus_leucophaeus ENSMLEG00000037717
cercocebus_atys ENSCATG00000040497
chlorocebus_sabaeus ENSCSAG00000010161
rhinopithecus_bieti ENSRBIG00000033990
rhinopithecus_roxellana ENSRROG00000040747
piliocolobus_tephrosceles ENSPTEG00000028722
colobus_angolensis ENSCANG00000038397
saimiri_boliviensis ENSSBOG00000012308
callithrix_jacchus ENSCJAG00000017731
cebus_capucinus ENSCCAG00000035105
aotus_nancymaae ENSANAG00000033922
dipodomys_ordii ENSDORG00000028147
propithecus_coquereli ENSPCOG00000016797
prolemur_simus ENSPSMG00000006274
microcebus_murinus ENSMICG00000000107
otolemur_garnettii ENSOGAG00000006011
carlito_syrichta ENSTSYG00000002892
tupaia_belangeri ENSTBEG00000012749
castor_canadensis ENSCCNG00000012385
dipodomys_ordii ENSDORG00000004184
mus_spicilegus ENSMSIG00000025020
mus_spretus MGP_SPRETEiJ_G0029162
mus_musculus ENSMUSG00000029701
mus_caroli MGP_CAROLIEiJ_G0028162
mus_pahari MGP_PahariEiJ_G0021920
rattus_norvegicus ENSRNOG00000005468
meriones_unguiculatus ENSMUGG00000003722
peromyscus_maniculatus ENSPEMG00000020673
microtus_ochrogaster ENSMOCG00000014615
cricetulus_griseus ENSCGRG00015025655
cricetulus_griseus ENSCGRG00000005098
cricetulus_griseus ENSCGRG00001021278
mesocricetus_auratus ENSMAUG00000002263
nannospalax_galili ENSNGAG00000006480
nannospalax_galili ENSNGAG00000017946
jaculus_jaculus ENSJJAG00000022400
cavia_porcellus ENSCPOG00000006253
cavia_aperea ENSCAPG00000013218
chinchilla_lanigera ENSCLAG00000003707
octodon_degus ENSODEG00000003213
octodon_degus ENSODEG00000013217
heterocephalus_glaber ENSHGLG00000005409
heterocephalus_glaber ENSHGLG00100016458
fukomys_damarensis ENSFDAG00000010169
urocitellus_parryii ENSUPAG00010001783
ictidomys_tridecemlineatus ENSSTOG00000002169
spermophilus_dauricus ENSSDAG00000003421
marmota_marmota ENSMMMG00000015736
oryctolagus_cuniculus ENSOCUG00000003009
ochotona_princeps ENSOPRG00000015140
ursus_maritimus ENSUMAG00000005997
ursus_americanus ENSUAMG00000006949
ailuropoda_melanoleuca ENSAMEG00000004776
neovison_vison ENSNVIG00000000320
mustela_putorius ENSMPUG00000006511
canis_lupus ENSCAFG00020021648
canis_lupus ENSCAFG00000001667
vulpes_vulpes ENSVVUG00000007270
panthera_tigris ENSPTIG00000008550
panthera_pardus ENSPPRG00000004420
felis_catus ENSFCAG00000028746
equus_asinus ENSEASG00005008528
equus_caballus ENSECAG00000007745
pteropus_vampyrus ENSPVAG00000005443
myotis_lucifugus ENSMLUG00000002186
erinaceus_europaeus ENSEEUG00000002389
sorex_araneus ENSSARG00000008303
ovis_aries ENSOARG00000002547
capra_hircus ENSCHIG00000014146
bos_indicus ENSBIXG00000003850
bos_indicus ENSBIXG00005023387
bos_taurus ENSBTAG00000017001
bos_mutus ENSBMUG00000002309
bison_bison ENSBBBG00000002849
tursiops_truncatus ENSTTRG00000013647
sus_scrofa ENSSSCG00000031847
vicugna_pacos ENSVPAG00000008304
choloepus_hoffmanni ENSCHOG00000001994
dasypus_novemcinctus ENSDNOG00000001124
loxodonta_africana ENSLAFG00000010717
procavia_capensis ENSPCAG00000008223
echinops_telfairi ENSETEG00000007130
vombatus_ursinus ENSVURG00010003624
phascolarctos_cinereus ENSPCIG00000012810
notamacropus_eugenii ENSMEUG00000009611
sarcophilus_harrisii ENSSHAG00000017017
monodelphis_domestica ENSMODG00000015151
ornithorhynchus_anatinus ENSOANG00000020829
ornithorhynchus_anatinus ENSOANG00000000815
chelonoidis_abingdonii ENSCABG00000019310
gopherus_agassizii ENSGAGG00000008873
