petromyzon_marinus ENSPMAG00000009368
eptatretus_burgeri ENSEBUG00000001258
mastacembelus_armatus ENSMAMG00000008544
monopterus_albus ENSMALG00000013757
anabas_testudineus ENSATEG00000017669
seriola_dumerili ENSSDUG00000006032
seriola_lalandi_dorsalis ENSSLDG00000008204
scophthalmus_maximus ENSSMAG00000010143
cynoglossus_semilaevis ENSCSEG00000021323
hippocampus_comes ENSHCOG00000013321
tetraodon_nigroviridis ENSTNIG00000004593
takifugu_rubripes ENSTRUG00000009942
mola_mola ENSMMOG00000019617
labrus_bergylta ENSLBEG00000004425
gasterosteus_aculeatus ENSGACG00000017738
xiphophorus_maculatus ENSXMAG00000005522
xiphophorus_couchianus ENSXCOG00000019458
poecilia_formosa ENSPFOG00000012361
poecilia_mexicana ENSPMEG00000017257
poecilia_latipinna ENSPLAG00000010967
poecilia_reticulata ENSPREG00000001005
gambusia_affinis ENSGAFG00000021008
cyprinodon_variegatus ENSCVAG00000005298
fundulus_heteroclitus ENSFHEG00000000119
kryptolebias_marmoratus ENSKMAG00000017658
oryzias_latipes_asm223469v1 ENSORLG00015010290
oryzias_latipes ENSORLG00000002927
oryzias_melastigma ENSOMEG00000000633
amphiprion_percula ENSAPEG00000020471
amphiprion_ocellaris ENSAOCG00000023287
acanthochromis_polyacanthus ENSAPOG00000007318
stegastes_partitus ENSSPAG00000021125
oreochromis_niloticus ENSONIG00000015170
oreochromis_niloticus ENSONIG00000004639
maylandia_zebra ENSMZEG00005024154
astatotilapia_calliptera ENSACLG00000004838
pundamilia_nyererei ENSPNYG00000002863
haplochromis_burtoni ENSHBUG00000007596
neolamprologus_brichardi ENSNBRG00000016410
amphilophus_citrinellus ENSACIG00000013106
periophthalmus_magnuspinnatus ENSPMGG00000009581
gadus_morhua ENSGMOG00000018566
esox_lucius ENSELUG00000003766
pygocentrus_nattereri ENSPNAG00000027859
astyanax_mexicanus ENSAMXG00000037882
ictalurus_punctatus ENSIPUG00000018843
danio_rerio ENSDARG00000103284
paramormyrops_kingsleyae ENSPKIG00000007630
scleropages_formosus ENSSFOG00015012689
lepisosteus_oculatus ENSLOCG00000001868
pogona_vitticeps ENSPVIG00000020341
anolis_carolinensis ENSACAG00000016223
salvator_merianae ENSSMRG00000017550
anolis_carolinensis ENSACAG00000022172
chelonoidis_abingdonii ENSCABG00000016830
gopherus_agassizii ENSGAGG00000018329
chrysemys_picta_bellii ENSCPBG00000025459
pelodiscus_sinensis ENSPSIG00000017053
crocodylus_porosus ENSCPRG00005013703
sphenodon_punctatus ENSSPUG00000007868
calidris_pygmaea ENSCPGG00000004183
calidris_pugnax ENSCPUG00000009693
melopsittacus_undulatus ENSMUNG00000010849
anas_platyrhynchos_platyrhynchos ENSAPLG00000014723
anser_brachyrhynchus ENSABRG00000004636
gallus_gallus ENSGALG00000009147
meleagris_gallopavo ENSMGAG00000006212
coturnix_japonica ENSCJPG00005014045
numida_meleagris ENSNMEG00000003597
apteryx_haastii ENSAHAG00000011615
apteryx_owenii ENSAOWG00000002358
apteryx_rowi ENSARWG00000012754
dromaius_novaehollandiae ENSDNVG00000012122
nothoprocta_perdicaria ENSNPEG00000001479
lepidothrix_coronata ENSLCOG00000006599
lonchura_striata_domestica ENSLSDG00000012513
taeniopygia_guttata ENSTGUG00000004337
serinus_canaria ENSSCAG00000011736
junco_hyemalis ENSJHYG00000003234
cyanistes_caeruleus ENSCCEG00000007749
ficedula_albicollis ENSFALG00000007396
zonotrichia_albicollis ENSZALG00000009260
notamacropus_eugenii ENSMEUG00000005865
phascolarctos_cinereus ENSPCIG00000027237
sarcophilus_harrisii ENSSHAG00000006763
monodelphis_domestica ENSMODG00000009496
pteropus_vampyrus ENSPVAG00000007986
myotis_lucifugus ENSMLUG00000001333
ursus_americanus ENSUAMG00000012402
ursus_maritimus ENSUMAG00000000489
ailuropoda_melanoleuca ENSAMEG00000014176
neovison_vison ENSNVIG00000000782
mustela_putorius_furo ENSMPUG00000014107
canis_lupus_dingo ENSCAFG00020020039
canis_lupus_familiaris ENSCAFG00000012557
vulpes_vulpes ENSVVUG00000016095
panthera_pardus ENSPPRG00000005450
panthera_tigris_altaica ENSPTIG00000012150
felis_catus ENSFCAG00000003928
bos_mutus ENSBMUG00000013434
bos_taurus ENSBTAG00000004334
bison_bison_bison ENSBBBG00000020706
capra_hircus ENSCHIG00000027206
ovis_aries ENSOARG00000008827
tursiops_truncatus ENSTTRG00000001839
vicugna_pacos ENSVPAG00000010618
sus_scrofa ENSSSCG00000006385
equus_caballus ENSECAG00000009183
equus_asinus_asinus ENSEASG00005002431
erinaceus_europaeus ENSEEUG00000001780
castor_canadensis ENSCCNG00000028978
dipodomys_ordii ENSDORG00000003182
cricetulus_griseus_chok1gshd ENSCGRG00001011290
cricetulus_griseus_crigri ENSCGRG00000014334
cricetulus_griseus_crigri-picr ENSCGRG00015016459
mesocricetus_auratus ENSMAUG00000019880
peromyscus_maniculatus_bairdii ENSPEMG00000012185
microtus_ochrogaster ENSMOCG00000003397
mus_spicilegus ENSMSIG00000007600
mus_musculus ENSMUSG00000003458
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015688
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014884
mus_pahari MGP_PahariEiJ_G0028121
rattus_norvegicus ENSRNOG00000005355
meriones_unguiculatus ENSMUGG00000013032
nannospalax_galili ENSNGAG00000022047
jaculus_jaculus ENSJJAG00000020273
urocitellus_parryii ENSUPAG00010011309
spermophilus_dauricus ENSSDAG00000007990
ictidomys_tridecemlineatus ENSSTOG00000008815
marmota_marmota_marmota ENSMMMG00000022245
heterocephalus_glaber_female ENSHGLG00000007191
heterocephalus_glaber_male ENSHGLG00100005616
fukomys_damarensis ENSFDAG00000010608
