sus_scrofa ENSSSCG00000032731
sorex_araneus ENSSARG00000010643
bos_taurus ENSBTAG00000001692
bos_mutus ENSBMUG00000013155
bison_bison ENSBBBG00000000377
capra_hircus ENSCHIG00000017289
ovis_aries ENSOARG00000007393
tursiops_truncatus ENSTTRG00000013036
erinaceus_europaeus ENSEEUG00000005765
ailuropoda_melanoleuca ENSAMEG00000004600
ursus_americanus ENSUAMG00000025128
neovison_vison ENSNVIG00000000103
mustela_putorius ENSMPUG00000013771
panthera_pardus ENSPPRG00000013968
panthera_tigris ENSPTIG00000016596
felis_catus ENSFCAG00000002041
canis_lupus ENSCAFG00000023069
canis_lupus ENSCAFG00020023660
vulpes_vulpes ENSVVUG00000007251
pteropus_vampyrus ENSPVAG00000016318
myotis_lucifugus ENSMLUG00000008968
equus_asinus ENSEASG00005002728
equus_caballus ENSECAG00000017361
tupaia_belangeri ENSTBEG00000016477
tupaia_belangeri ENSTBEG00000006758
ursus_maritimus ENSUMAG00000003729
oryctolagus_cuniculus ENSOCUG00000011515
ochotona_princeps ENSOPRG00000008434
carlito_syrichta ENSTSYG00000010359
chinchilla_lanigera ENSCLAG00000014298
octodon_degus ENSODEG00000006023
cavia_aperea ENSCAPG00000012256
cavia_porcellus ENSCPOG00000002897
heterocephalus_glaber ENSHGLG00100013671
heterocephalus_glaber ENSHGLG00000004281
fukomys_damarensis ENSFDAG00000012794
propithecus_coquereli ENSPCOG00000021870
prolemur_simus ENSPSMG00000023510
microcebus_murinus ENSMICG00000008828
castor_canadensis ENSCCNG00000015567
dipodomys_ordii ENSDORG00000016071
mus_spicilegus ENSMSIG00000018623
mus_spretus MGP_SPRETEiJ_G0023222
mus_musculus ENSMUSG00000054008
mus_caroli MGP_CAROLIEiJ_G0022310
mus_pahari MGP_PahariEiJ_G0019040
rattus_norvegicus ENSRNOG00000019014
meriones_unguiculatus ENSMUGG00000000259
cricetulus_griseus ENSCGRG00015021600
cricetulus_griseus ENSCGRG00001024486
cricetulus_griseus ENSCGRG00000007045
mesocricetus_auratus ENSMAUG00000017050
microtus_ochrogaster ENSMOCG00000023013
peromyscus_maniculatus ENSPEMG00000009619
nannospalax_galili ENSNGAG00000015671
jaculus_jaculus ENSJJAG00000014514
urocitellus_parryii ENSUPAG00010012705
spermophilus_dauricus ENSSDAG00000002438
ictidomys_tridecemlineatus ENSSTOG00000000336
marmota_marmota ENSMMMG00000019595
otolemur_garnettii ENSOGAG00000011074
loxodonta_africana ENSLAFG00000000568
procavia_capensis ENSPCAG00000013112
cercocebus_atys ENSCATG00000030241
theropithecus_gelada ENSTGEG00000004515
mandrillus_leucophaeus ENSMLEG00000038733
papio_anubis ENSPANG00000010405
macaca_fascicularis ENSMFAG00000031848
macaca_nemestrina ENSMNEG00000035129
macaca_mulatta ENSMMUG00000005414
chlorocebus_sabaeus ENSCSAG00000011472
colobus_angolensis ENSCANG00000043721
piliocolobus_tephrosceles ENSPTEG00000019123
rhinopithecus_roxellana ENSRROG00000043066
rhinopithecus_bieti ENSRBIG00000028067
pan_troglodytes ENSPTRG00000017419
pan_paniscus ENSPPAG00000033706
gorilla_gorilla ENSGGOG00000013713
homo_sapiens ENSG00000070614
pongo_abelii ENSPPYG00000015951
nomascus_leucogenys ENSNLEG00000010379
cebus_capucinus ENSCCAG00000036525
saimiri_boliviensis ENSSBOG00000018856
callithrix_jacchus ENSCJAG00000020973
aotus_nancymaae ENSANAG00000029326
choloepus_hoffmanni ENSCHOG00000004063
dasypus_novemcinctus ENSDNOG00000008874
echinops_telfairi ENSETEG00000000641
notamacropus_eugenii ENSMEUG00000010250
phascolarctos_cinereus ENSPCIG00000007977
monodelphis_domestica ENSMODG00000009477
sarcophilus_harrisii ENSSHAG00000018096
ornithorhynchus_anatinus ENSOANG00000002310
pogona_vitticeps ENSPVIG00000016145
anolis_carolinensis ENSACAG00000026170
notechis_scutatus ENSNSUG00000017152
salvator_merianae ENSSMRG00000017049
crocodylus_porosus ENSCPRG00005012594
gopherus_agassizii ENSGAGG00000003180
chelonoidis_abingdonii ENSCABG00000013072
chrysemys_picta ENSCPBG00000010086
pelodiscus_sinensis ENSPSIG00000007687
meleagris_gallopavo ENSMGAG00000006555
gallus_gallus ENSGALG00000004581
coturnix_japonica ENSCJPG00005006563
numida_meleagris ENSNMEG00000018299
anser_brachyrhynchus ENSABRG00000017410
anas_platyrhynchos ENSAPLG00000016141
calidris_pygmaea ENSCPGG00000016444
calidris_pugnax ENSCPUG00000002379
melopsittacus_undulatus ENSMUNG00000002311
lepidothrix_coronata ENSLCOG00000007099
manacus_vitellinus ENSMVIG00005000959
taeniopygia_guttata ENSTGUG00000000871
lonchura_striata ENSLSDG00000009898
serinus_canaria ENSSCAG00000011857
ficedula_albicollis ENSFALG00000008032
junco_hyemalis ENSJHYG00000000568
zonotrichia_albicollis ENSZALG00000010353
parus_major ENSPMJG00000008113
cyanistes_caeruleus ENSCCEG00000010086
taeniopygia_guttata ENSTGUG00000015059
apteryx_haastii ENSAHAG00000002372
apteryx_owenii ENSAOWG00000016273
apteryx_rowi ENSARWG00000001525
dromaius_novaehollandiae ENSDNVG00000002732
nothoprocta_perdicaria ENSNPEG00000003351
sphenodon_punctatus ENSSPUG00000003866
anolis_carolinensis ENSACAG00000014831
xenopus_tropicalis ENSXETG00000015804
latimeria_chalumnae ENSLACG00000016258
paramormyrops_kingsleyae ENSPKIG00000010372
scleropages_formosus ENSSFOG00015014884
labrus_bergylta ENSLBEG00000027719
gasterosteus_aculeatus ENSGACG00000018023
tetraodon_nigroviridis ENSTNIG00000014230
takifugu_rubripes ENSTRUG00000005079
mola_mola ENSMMOG00000003185
hippocampus_comes ENSHCOG00000016381
scophthalmus_maximus ENSSMAG00000002859
cynoglossus_semilaevis ENSCSEG00000010741
seriola_dumerili ENSSDUG00000003778
seriola_lalandi ENSSLDG00000003709
mastacembelus_armatus ENSMAMG00000007299
monopterus_albus ENSMALG00000013932
anabas_testudineus ENSATEG00000008340
amphiprion_percula ENSAPEG00000016620
amphiprion_ocellaris ENSAOCG00000000385
acanthochromis_polyacanthus ENSAPOG00000010420
stegastes_partitus ENSSPAG00000000428
maylandia_zebra ENSMZEG00005013028
astatotilapia_calliptera ENSACLG00000008885
pundamilia_nyererei ENSPNYG00000000395
haplochromis_burtoni ENSHBUG00000002982
neolamprologus_brichardi ENSNBRG00000010413
oreochromis_niloticus ENSONIG00000013050
amphilophus_citrinellus ENSACIG00000016344
poecilia_formosa ENSPFOG00000005118
poecilia_latipinna ENSPLAG00000000134
poecilia_mexicana ENSPMEG00000011654
poecilia_reticulata ENSPREG00000003488
xiphophorus_couchianus ENSXCOG00000003303
xiphophorus_maculatus ENSXMAG00000008661
gambusia_affinis ENSGAFG00000008650
cyprinodon_variegatus ENSCVAG00000010722
fundulus_heteroclitus ENSFHEG00000014058
kryptolebias_marmoratus ENSKMAG00000004286
oryzias_latipes ENSORLG00000004942
oryzias_latipes ENSORLG00020013022
oryzias_latipes ENSORLG00015022495
oryzias_melastigma ENSOMEG00000004859
periophthalmus_magnuspinnatus ENSPMGG00000017630
gadus_morhua ENSGMOG00000010162
esox_lucius ENSELUG00000016305
pygocentrus_nattereri ENSPNAG00000011266
astyanax_mexicanus ENSAMXG00000017160
ictalurus_punctatus ENSIPUG00000009015
danio_rerio ENSDARG00000062397
paramormyrops_kingsleyae ENSPKIG00000019367
scleropages_formosus ENSSFOG00015022198
astyanax_mexicanus ENSAMXG00000019198
pygocentrus_nattereri ENSPNAG00000002709
ictalurus_punctatus ENSIPUG00000019728
danio_rerio ENSDARG00000103606
esox_lucius ENSELUG00000004939
lepisosteus_oculatus ENSLOCG00000010994
eptatretus_burgeri ENSEBUG00000016454
