parus_major ENSPMJG00000013915
cyanistes_caeruleus ENSCCEG00000007307
serinus_canaria ENSSCAG00000006813
zonotrichia_albicollis ENSZALG00000013900
lepidothrix_coronata ENSLCOG00000012292
manacus_vitellinus ENSMVIG00005013094
melopsittacus_undulatus ENSMUNG00000014670
gallus_gallus ENSGALG00000052628
coturnix_japonica ENSCJPG00005014749
numida_meleagris ENSNMEG00000000413
dromaius_novaehollandiae ENSDNVG00000004600
crocodylus_porosus ENSCPRG00005006710
gopherus_agassizii ENSGAGG00000006121
chelonoidis_abingdonii ENSCABG00000004860
chrysemys_picta_bellii ENSCPBG00000023568
pogona_vitticeps ENSPVIG00000016699
notechis_scutatus ENSNSUG00000001860
sphenodon_punctatus ENSSPUG00000007736
panthera_pardus ENSPPRG00000024649
panthera_tigris_altaica ENSPTIG00000020016
vulpes_vulpes ENSVVUG00000000460
ovis_aries ENSOARG00000010991
tupaia_belangeri ENSTBEG00000009537
oryctolagus_cuniculus ENSOCUG00000001350
mus_spicilegus ENSMSIG00000016645
echinops_telfairi ENSETEG00000014826
