notamacropus_eugenii ENSMEUG00000007202
phascolarctos_cinereus ENSPCIG00000034373
monodelphis_domestica ENSMODG00000000306
sarcophilus_harrisii ENSSHAG00000009193
pteropus_vampyrus ENSPVAG00000009204
myotis_lucifugus ENSMLUG00000001755
sorex_araneus ENSSARG00000011540
erinaceus_europaeus ENSEEUG00000003763
bos_taurus ENSBTAG00000004940
bos_mutus ENSBMUG00000013814
capra_hircus ENSCHIG00000007169
ovis_aries ENSOARG00000005276
tursiops_truncatus ENSTTRG00000016826
vicugna_pacos ENSVPAG00000009042
ursus_americanus ENSUAMG00000005506
ursus_maritimus ENSUMAG00000002200
ailuropoda_melanoleuca ENSAMEG00000017059
vulpes_vulpes ENSVVUG00000027721
mustela_putorius_furo ENSMPUG00000001027
panthera_pardus ENSPPRG00000007683
tupaia_belangeri ENSTBEG00000010647
ochotona_princeps ENSOPRG00000014415
prolemur_simus ENSPSMG00000002891
microcebus_murinus ENSMICG00000006984
otolemur_garnettii ENSOGAG00000010018
castor_canadensis ENSCCNG00000021992
bison_bison_bison ENSBBBG00000001515
carlito_syrichta ENSTSYG00000000816
propithecus_coquereli ENSPCOG00000000087
dasypus_novemcinctus ENSDNOG00000032492
macaca_nemestrina ENSMNEG00000033449
macaca_fascicularis ENSMFAG00000042983
macaca_mulatta ENSMMUG00000006866
cercocebus_atys ENSCATG00000045293
theropithecus_gelada ENSTGEG00000022849
chlorocebus_sabaeus ENSCSAG00000017933
colobus_angolensis_palliatus ENSCANG00000036735
piliocolobus_tephrosceles ENSPTEG00000023142
rhinopithecus_roxellana ENSRROG00000014839
rhinopithecus_bieti ENSRBIG00000035924
cebus_capucinus ENSCCAG00000028373
saimiri_boliviensis_boliviensis ENSSBOG00000030001
callithrix_jacchus ENSCJAG00000021135
aotus_nancymaae ENSANAG00000029499
homo_sapiens ENSG00000101489
pan_troglodytes ENSPTRG00000009982
gorilla_gorilla ENSGGOG00000013920
pan_paniscus ENSPPAG00000020644
nomascus_leucogenys ENSNLEG00000006110
mandrillus_leucophaeus ENSMLEG00000028543
papio_anubis ENSPANG00000006365
oryctolagus_cuniculus ENSOCUG00000024790
mus_spicilegus ENSMSIG00000005335
equus_caballus ENSECAG00000008810
equus_asinus_asinus ENSEASG00005016534
felis_catus ENSFCAG00000045234
sus_scrofa ENSSSCG00000003748
echinops_telfairi ENSETEG00000007432
urocitellus_parryii ENSUPAG00010014285
marmota_marmota_marmota ENSMMMG00000007204
ictidomys_tridecemlineatus ENSSTOG00000009698
spermophilus_dauricus ENSSDAG00000018630
cricetulus_griseus_chok1gshd ENSCGRG00001018085
cricetulus_griseus_crigri ENSCGRG00000000966
mesocricetus_auratus ENSMAUG00000016670
heterocephalus_glaber_female ENSHGLG00000003130
heterocephalus_glaber_male ENSHGLG00100006394
fukomys_damarensis ENSFDAG00000010287
cavia_porcellus ENSCPOG00000035956
cavia_aperea ENSCAPG00000001263
octodon_degus ENSODEG00000018464
chinchilla_lanigera ENSCLAG00000008344
mus_musculus ENSMUSG00000024268
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022969
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022058
mus_pahari MGP_PahariEiJ_G0018792
rattus_norvegicus ENSRNOG00000014503
meriones_unguiculatus ENSMUGG00000018306
microtus_ochrogaster ENSMOCG00000011985
cricetulus_griseus_crigri-picr ENSCGRG00015023218
peromyscus_maniculatus_bairdii ENSPEMG00000019299
nannospalax_galili ENSNGAG00000000761
jaculus_jaculus ENSJJAG00000016892
dipodomys_ordii ENSDORG00000007169
neovison_vison ENSNVIG00000021094
panthera_tigris_altaica ENSPTIG00000021895
procavia_capensis ENSPCAG00000000126
loxodonta_africana ENSLAFG00000021352
pogona_vitticeps ENSPVIG00000017120
anolis_carolinensis ENSACAG00000012428
notechis_scutatus ENSNSUG00000016047
salvator_merianae ENSSMRG00000001394
sphenodon_punctatus ENSSPUG00000014362
gopherus_agassizii ENSGAGG00000023014
chelonoidis_abingdonii ENSCABG00000021734
chrysemys_picta_bellii ENSCPBG00000005237
pelodiscus_sinensis ENSPSIG00000015538
ornithorhynchus_anatinus ENSOANG00000031630
gallus_gallus ENSGALG00000002413
coturnix_japonica ENSCJPG00005005458
meleagris_gallopavo ENSMGAG00000017029
numida_meleagris ENSNMEG00000015230
anas_platyrhynchos_platyrhynchos ENSAPLG00000007830
taeniopygia_guttata ENSTGUG00000001649
lonchura_striata_domestica ENSLSDG00000017690
ficedula_albicollis ENSFALG00000009188
serinus_canaria ENSSCAG00000016486
zonotrichia_albicollis ENSZALG00000011082
lepidothrix_coronata ENSLCOG00000013711
manacus_vitellinus ENSMVIG00005001846
cyanistes_caeruleus ENSCCEG00000018630
parus_major ENSPMJG00000005071
calidris_pygmaea ENSCPGG00000011454
calidris_pugnax ENSCPUG00000017670
melopsittacus_undulatus ENSMUNG00000005182
apteryx_rowi ENSARWG00000016299
apteryx_haastii ENSAHAG00000017776
apteryx_owenii ENSAOWG00000009245
dromaius_novaehollandiae ENSDNVG00000013680
nothoprocta_perdicaria ENSNPEG00000004564
crocodylus_porosus ENSCPRG00005015058
crocodylus_porosus ENSCPRG00005015056
gallus_gallus ENSGALG00000050344
coturnix_japonica ENSCJPG00005005457
serinus_canaria ENSSCAG00000016488
melopsittacus_undulatus ENSMUNG00000005183
apteryx_haastii ENSAHAG00000017784
apteryx_owenii ENSAOWG00000009242
apteryx_rowi ENSARWG00000016298
bison_bison_bison ENSBBBG00000009463
panthera_pardus ENSPPRG00000011303
spermophilus_dauricus ENSSDAG00000018615
anser_brachyrhynchus ENSABRG00000010923
xenopus_tropicalis ENSXETG00000020486
paramormyrops_kingsleyae ENSPKIG00000017421
scleropages_formosus ENSSFOG00015010874
scophthalmus_maximus ENSSMAG00000009331
gasterosteus_aculeatus ENSGACG00000008752
fundulus_heteroclitus ENSFHEG00000003431
cyprinodon_variegatus ENSCVAG00000017617
xiphophorus_maculatus ENSXMAG00000018178
gambusia_affinis ENSGAFG00000021515
poecilia_reticulata ENSPREG00000021231
poecilia_mexicana ENSPMEG00000015313
poecilia_latipinna ENSPLAG00000012151
poecilia_formosa ENSPFOG00000009324
poecilia_formosa ENSPFOG00000009063
xiphophorus_couchianus ENSXCOG00000017592
kryptolebias_marmoratus ENSKMAG00000019602
oryzias_latipes ENSORLG00000008913
oryzias_latipes ENSORLG00020008454
oryzias_latipes_asm223469v1 ENSORLG00015004115
oryzias_melastigma ENSOMEG00000002391
hippocampus_comes ENSHCOG00000012195
amphiprion_ocellaris ENSAOCG00000020590
amphiprion_percula ENSAPEG00000002940
acanthochromis_polyacanthus ENSAPOG00000002964
stegastes_partitus ENSSPAG00000018307
astatotilapia_calliptera ENSACLG00000011828
haplochromis_burtoni ENSHBUG00000021618
pundamilia_nyererei ENSPNYG00000004131
maylandia_zebra ENSMZEG00005026879
neolamprologus_brichardi ENSNBRG00000018194
oreochromis_niloticus ENSONIG00000019463
amphilophus_citrinellus ENSACIG00000018097
cynoglossus_semilaevis ENSCSEG00000007074
monopterus_albus ENSMALG00000001696
anabas_testudineus ENSATEG00000023731
mastacembelus_armatus ENSMAMG00000018573
seriola_lalandi_dorsalis ENSSLDG00000018548
labrus_bergylta ENSLBEG00000000940
mola_mola ENSMMOG00000012281
takifugu_rubripes ENSTRUG00000015481
tetraodon_nigroviridis ENSTNIG00000010679
gadus_morhua ENSGMOG00000008703
pygocentrus_nattereri ENSPNAG00000006426
astyanax_mexicanus ENSAMXG00000007935
ictalurus_punctatus ENSIPUG00000010810
danio_rerio ENSDARG00000070045
lepisosteus_oculatus ENSLOCG00000004792
anolis_carolinensis ENSACAG00000010812
poecilia_latipinna ENSPLAG00000015982
gadus_morhua ENSGMOG00000011747
amphiprion_ocellaris ENSAOCG00000019919
gopherus_agassizii ENSGAGG00000017672
