scleropages_formosus ENSSFOG00015012137
paramormyrops_kingsleyae ENSPKIG00000005583
mola_mola ENSMMOG00000003668
tetraodon_nigroviridis ENSTNIG00000008164
gasterosteus_aculeatus ENSGACG00000002636
poecilia_formosa ENSPFOG00000001648
poecilia_mexicana ENSPMEG00000010036
poecilia_latipinna ENSPLAG00000005192
poecilia_reticulata ENSPREG00000014244
xiphophorus_maculatus ENSXMAG00000029340
xiphophorus_couchianus ENSXCOG00000006890
gambusia_affinis ENSGAFG00000009205
fundulus_heteroclitus ENSFHEG00000019018
cyprinodon_variegatus ENSCVAG00000006379
kryptolebias_marmoratus ENSKMAG00000014562
oryzias_latipes_asm223469v1 ENSORLG00015018056
oryzias_latipes ENSORLG00000007680
oryzias_latipes ENSORLG00020017587
oryzias_melastigma ENSOMEG00000011931
monopterus_albus ENSMALG00000009464
mastacembelus_armatus ENSMAMG00000022963
anabas_testudineus ENSATEG00000014101
scophthalmus_maximus ENSSMAG00000017578
cynoglossus_semilaevis ENSCSEG00000010723
seriola_dumerili ENSSDUG00000002375
seriola_lalandi_dorsalis ENSSLDG00000008183
periophthalmus_magnuspinnatus ENSPMGG00000019660
periophthalmus_magnuspinnatus ENSPMGG00000019667
labrus_bergylta ENSLBEG00000013479
hippocampus_comes ENSHCOG00000012811
astatotilapia_calliptera ENSACLG00000023340
maylandia_zebra ENSMZEG00005021355
haplochromis_burtoni ENSHBUG00000000652
pundamilia_nyererei ENSPNYG00000000518
neolamprologus_brichardi ENSNBRG00000001448
oreochromis_niloticus ENSONIG00000014355
amphilophus_citrinellus ENSACIG00000001718
acanthochromis_polyacanthus ENSAPOG00000013508
acanthochromis_polyacanthus ENSAPOG00000011672
acanthochromis_polyacanthus ENSAPOG00000020952
amphiprion_percula ENSAPEG00000022804
amphiprion_ocellaris ENSAOCG00000015887
stegastes_partitus ENSSPAG00000015224
gadus_morhua ENSGMOG00000012870
esox_lucius ENSELUG00000009135
pygocentrus_nattereri ENSPNAG00000017376
astyanax_mexicanus ENSAMXG00000020632
ictalurus_punctatus ENSIPUG00000007131
danio_rerio ENSDARG00000073786
lepisosteus_oculatus ENSLOCG00000013544
chelonoidis_abingdonii ENSCABG00000014042
gopherus_agassizii ENSGAGG00000012053
chrysemys_picta_bellii ENSCPBG00000006739
pelodiscus_sinensis ENSPSIG00000008352
chrysemys_picta_bellii ENSCPBG00000006745
chelonoidis_abingdonii ENSCABG00000014098
gopherus_agassizii ENSGAGG00000012054
pelodiscus_sinensis ENSPSIG00000008344
anser_brachyrhynchus ENSABRG00000021207
anas_platyrhynchos_platyrhynchos ENSAPLG00000021678
numida_meleagris ENSNMEG00000007411
calidris_pygmaea ENSCPGG00000018381
calidris_pugnax ENSCPUG00000015711
dromaius_novaehollandiae ENSDNVG00000017710
