pan_troglodytes ENSPTRG00000046080
pan_paniscus ENSPPAG00000006445
gorilla_gorilla ENSGGOG00000026504
pongo_abelii ENSPPYG00000011724
nomascus_leucogenys ENSNLEG00000018919
theropithecus_gelada ENSTGEG00000022901
piliocolobus_tephrosceles ENSPTEG00000024482
aotus_nancymaae ENSANAG00000019669
cebus_capucinus ENSCCAG00000037514
urocitellus_parryii ENSUPAG00010021097
marmota_marmota_marmota ENSMMMG00000013761
spermophilus_dauricus ENSSDAG00000008435
spermophilus_dauricus ENSSDAG00000008431
bos_taurus ENSBTAG00000055010
bos_mutus ENSBMUG00000024324
bison_bison_bison ENSBBBG00000009786
sus_scrofa ENSSSCG00000040755
canis_lupus_dingo ENSCAFG00020001274
vulpes_vulpes ENSVVUG00000002490
ursus_maritimus ENSUMAG00000016286
ursus_americanus ENSUAMG00000014900
neovison_vison ENSNVIG00000001616
equus_caballus ENSECAG00000038960
equus_asinus_asinus ENSEASG00005010378
