gopherus_agassizii ENSGAGG00000009729
chelonoidis_abingdonii ENSCABG00000004185
chrysemys_picta ENSCPBG00000012404
pelodiscus_sinensis ENSPSIG00000013773
crocodylus_porosus ENSCPRG00005001002
salvator_merianae ENSSMRG00000008012
pogona_vitticeps ENSPVIG00000013064
sphenodon_punctatus ENSSPUG00000007214
anas_platyrhynchos ENSAPLG00000026601
anser_brachyrhynchus ENSABRG00000014095
melopsittacus_undulatus ENSMUNG00000003772
calidris_pugnax ENSCPUG00000001380
cyanistes_caeruleus ENSCCEG00000002243
parus_major ENSPMJG00000003303
taeniopygia_guttata ENSTGUG00000017126
lepidothrix_coronata ENSLCOG00000013397
apteryx_owenii ENSAOWG00000003544
apteryx_haastii ENSAHAG00000004078
apteryx_rowi ENSARWG00000015704
dromaius_novaehollandiae ENSDNVG00000007096
ornithorhynchus_anatinus ENSOANG00000010421
notechis_scutatus ENSNSUG00000011048
vombatus_ursinus ENSVURG00010010175
phascolarctos_cinereus ENSPCIG00000018422
notamacropus_eugenii ENSMEUG00000013979
monodelphis_domestica ENSMODG00000015049
ficedula_albicollis ENSFALG00000009119
lonchura_striata ENSLSDG00000001626
junco_hyemalis ENSJHYG00000005147
calidris_pygmaea ENSCPGG00000000434
gallus_gallus ENSGALG00000043010
coturnix_japonica ENSCJPG00005011133
nothoprocta_perdicaria ENSNPEG00000012523
neovison_vison ENSNVIG00000015777
mustela_putorius ENSMPUG00000015918
ailuropoda_melanoleuca ENSAMEG00000010370
mustela_putorius ENSMPUG00000012457
tursiops_truncatus ENSTTRG00000003132
ursus_maritimus ENSUMAG00000011885
heterocephalus_glaber ENSHGLG00100016944
ictidomys_tridecemlineatus ENSSTOG00000029231
aotus_nancymaae ENSANAG00000027639
cebus_capucinus ENSCCAG00000037017
theropithecus_gelada ENSTGEG00000011872
papio_anubis ENSPANG00000016649
macaca_mulatta ENSMMUG00000028849
macaca_fascicularis ENSMFAG00000044307
macaca_nemestrina ENSMNEG00000038742
cercocebus_atys ENSCATG00000032407
chlorocebus_sabaeus ENSCSAG00000005651
rhinopithecus_bieti ENSRBIG00000000548
rhinopithecus_roxellana ENSRROG00000033865
piliocolobus_tephrosceles ENSPTEG00000033093
pan_troglodytes ENSPTRG00000050552
pan_troglodytes ENSPTRG00000010661
homo_sapiens ENSG00000160113
otolemur_garnettii ENSOGAG00000030281
felis_catus ENSFCAG00000000999
panthera_pardus ENSPPRG00000000990
ursus_americanus ENSUAMG00000011548
canis_lupus ENSCAFG00020010392
canis_lupus ENSCAFG00000015487
vulpes_vulpes ENSVVUG00000016204
capra_hircus ENSCHIG00000026142
ovis_aries ENSOARG00000017630
bos_indicus ENSBIXG00005015582
bos_indicus ENSBIXG00000026135
bos_taurus ENSBTAG00000011136
bos_mutus ENSBMUG00000021015
sus_scrofa ENSSSCG00000013873
equus_asinus ENSEASG00005002847
equus_caballus ENSECAG00000035932
myotis_lucifugus ENSMLUG00000014386
myotis_lucifugus ENSMLUG00000001676
pteropus_vampyrus ENSPVAG00000007869
propithecus_coquereli ENSPCOG00000018733
prolemur_simus ENSPSMG00000024988
microcebus_murinus ENSMICG00000032394
callithrix_jacchus ENSCJAG00000009593
mus_musculus ENSMUSG00000002393
mus_spicilegus ENSMSIG00000014532
mus_spretus MGP_SPRETEiJ_G0032299
mus_caroli MGP_CAROLIEiJ_G0031180
mus_pahari MGP_PahariEiJ_G0021645
rattus_norvegicus ENSRNOG00000016892
meriones_unguiculatus ENSMUGG00000003413
cricetulus_griseus ENSCGRG00001022405
cricetulus_griseus ENSCGRG00015004938
mesocricetus_auratus ENSMAUG00000006855
peromyscus_maniculatus ENSPEMG00000000387
microtus_ochrogaster ENSMOCG00000009684
nannospalax_galili ENSNGAG00000021444
jaculus_jaculus ENSJJAG00000010143
octodon_degus ENSODEG00000002243
cavia_porcellus ENSCPOG00000025861
heterocephalus_glaber ENSHGLG00000019049
castor_canadensis ENSCCNG00000013802
ochotona_princeps ENSOPRG00000007671
urocitellus_parryii ENSUPAG00010019563
tupaia_belangeri ENSTBEG00000016199
loxodonta_africana ENSLAFG00000007367
procavia_capensis ENSPCAG00000009765
echinops_telfairi ENSETEG00000000927
pongo_abelii ENSPPYG00000009703
pan_paniscus ENSPPAG00000027181
nomascus_leucogenys ENSNLEG00000034271
saimiri_boliviensis ENSSBOG00000020786
numida_meleagris ENSNMEG00000003378
coturnix_japonica ENSCJPG00005013985
xenopus_tropicalis ENSXETG00000018967
latimeria_chalumnae ENSLACG00000010723
denticeps_clupeoides ENSDCDG00000004518
clupea_harengus ENSCHAG00000017351
danio_rerio ENSDARG00000003607
electrophorus_electricus ENSEEEG00000017521
poecilia_mexicana ENSPMEG00000016613
poecilia_formosa ENSPFOG00000002136
poecilia_latipinna ENSPLAG00000009267
poecilia_reticulata ENSPREG00000008667
xiphophorus_maculatus ENSXMAG00000014983
xiphophorus_couchianus ENSXCOG00000019826
gambusia_affinis ENSGAFG00000013041
fundulus_heteroclitus ENSFHEG00000005733
oryzias_latipes ENSORLG00020013043
oryzias_latipes ENSORLG00000008749
oryzias_latipes ENSORLG00015008933
oryzias_melastigma ENSOMEG00000005887
amphiprion_percula ENSAPEG00000015746
amphiprion_ocellaris ENSAOCG00000001879
acanthochromis_polyacanthus ENSAPOG00000015306
stegastes_partitus ENSSPAG00000000152
kryptolebias_marmoratus ENSKMAG00000015622
scophthalmus_maximus ENSSMAG00000005855
cynoglossus_semilaevis ENSCSEG00000011795
lates_calcarifer ENSLCAG00010022325
seriola_dumerili ENSSDUG00000012525
seriola_lalandi ENSSLDG00000021427
mastacembelus_armatus ENSMAMG00000005709
monopterus_albus ENSMALG00000000877
anabas_testudineus ENSATEG00000018559
betta_splendens ENSBSLG00000026422
cottoperca_gobio ENSCGOG00000020015
gasterosteus_aculeatus ENSGACG00000015583
larimichthys_crocea ENSLCRG00005023706
labrus_bergylta ENSLBEG00000013380
pundamilia_nyererei ENSPNYG00000002849
astatotilapia_calliptera ENSACLG00000008132
maylandia_zebra ENSMZEG00005004101
haplochromis_burtoni ENSHBUG00000011219
neolamprologus_brichardi ENSNBRG00000001622
oreochromis_niloticus ENSONIG00000010512
amphilophus_citrinellus ENSACIG00000020707
parambassis_ranga ENSPRNG00000022479
hippocampus_comes ENSHCOG00000013462
takifugu_rubripes ENSTRUG00000024197
tetraodon_nigroviridis ENSTNIG00000011055
mola_mola ENSMMOG00000006232
gouania_willdenowi ENSGWIG00000012405
periophthalmus_magnuspinnatus ENSPMGG00000014399
gambusia_affinis ENSGAFG00000007129
gadus_morhua ENSGMOG00000010346
hucho_hucho ENSHHUG00000031597
hucho_hucho ENSHHUG00000028017
esox_lucius ENSELUG00000019990
scleropages_formosus ENSSFOG00015007399
neolamprologus_brichardi ENSNBRG00000003920
amphilophus_citrinellus ENSACIG00000010273
cyprinodon_variegatus ENSCVAG00000003660
xiphophorus_couchianus ENSXCOG00000007000
paramormyrops_kingsleyae ENSPKIG00000025673
clupea_harengus ENSCHAG00000006747
denticeps_clupeoides ENSDCDG00000023611
astyanax_mexicanus ENSAMXG00005022329
astyanax_mexicanus ENSAMXG00000019022
pygocentrus_nattereri ENSPNAG00000023674
ictalurus_punctatus ENSIPUG00000007363
electrophorus_electricus ENSEEEG00000014542
danio_rerio ENSDARG00000003165
gouania_willdenowi ENSGWIG00000023988
periophthalmus_magnuspinnatus ENSPMGG00000014757
cynoglossus_semilaevis ENSCSEG00000016625
tetraodon_nigroviridis ENSTNIG00000010182
takifugu_rubripes ENSTRUG00000004353
