scleropages_formosus ENSSFOG00015010171
paramormyrops_kingsleyae ENSPKIG00000007818
oryzias_latipes ENSORLG00020008991
oryzias_latipes_asm223469v1 ENSORLG00015005649
oryzias_latipes ENSORLG00000020457
oryzias_melastigma ENSOMEG00000015066
cynoglossus_semilaevis ENSCSEG00000014982
maylandia_zebra ENSMZEG00005002607
astatotilapia_calliptera ENSACLG00000009820
pundamilia_nyererei ENSPNYG00000006659
haplochromis_burtoni ENSHBUG00000019478
neolamprologus_brichardi ENSNBRG00000012423
oreochromis_niloticus ENSONIG00000004281
amphilophus_citrinellus ENSACIG00000014343
amphiprion_ocellaris ENSAOCG00000011851
amphiprion_percula ENSAPEG00000011214
acanthochromis_polyacanthus ENSAPOG00000024479
stegastes_partitus ENSSPAG00000011642
kryptolebias_marmoratus ENSKMAG00000015464
gasterosteus_aculeatus ENSGACG00000007387
hippocampus_comes ENSHCOG00000019245
mastacembelus_armatus ENSMAMG00000015155
monopterus_albus ENSMALG00000018837
anabas_testudineus ENSATEG00000003503
seriola_dumerili ENSSDUG00000012078
seriola_lalandi_dorsalis ENSSLDG00000021899
scophthalmus_maximus ENSSMAG00000002403
mola_mola ENSMMOG00000005628
takifugu_rubripes ENSTRUG00000007846
labrus_bergylta ENSLBEG00000020595
labrus_bergylta ENSLBEG00000010627
poecilia_formosa ENSPFOG00000008586
poecilia_latipinna ENSPLAG00000014482
poecilia_mexicana ENSPMEG00000002295
poecilia_reticulata ENSPREG00000014815
gambusia_affinis ENSGAFG00000015953
xiphophorus_maculatus ENSXMAG00000003244
fundulus_heteroclitus ENSFHEG00000011273
cyprinodon_variegatus ENSCVAG00000009904
periophthalmus_magnuspinnatus ENSPMGG00000015794
gadus_morhua ENSGMOG00000007845
esox_lucius ENSELUG00000014758
pygocentrus_nattereri ENSPNAG00000000748
astyanax_mexicanus ENSAMXG00000038716
ictalurus_punctatus ENSIPUG00000012657
danio_rerio ENSDARG00000040959
lepisosteus_oculatus ENSLOCG00000006265
peromyscus_maniculatus_bairdii ENSPEMG00000016913
microtus_ochrogaster ENSMOCG00000015237
cricetulus_griseus_crigri ENSCGRG00000002114
cricetulus_griseus_chok1gshd ENSCGRG00001021537
cricetulus_griseus_crigri-picr ENSCGRG00015017010
mesocricetus_auratus ENSMAUG00000013022
mus_spicilegus ENSMSIG00000018289
mus_musculus ENSMUSG00000022827
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021628
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020728
mus_pahari MGP_PahariEiJ_G0016429
rattus_norvegicus ENSRNOG00000026085
meriones_unguiculatus ENSMUGG00000005317
nannospalax_galili ENSNGAG00000001939
jaculus_jaculus ENSJJAG00000023553
castor_canadensis ENSCCNG00000011470
heterocephalus_glaber_male ENSHGLG00100004866
heterocephalus_glaber_female ENSHGLG00000014491
fukomys_damarensis ENSFDAG00000000307
octodon_degus ENSODEG00000004758
octodon_degus ENSODEG00000000679
cavia_porcellus ENSCPOG00000009645
chinchilla_lanigera ENSCLAG00000010855
urocitellus_parryii ENSUPAG00010020073
ictidomys_tridecemlineatus ENSSTOG00000019452
spermophilus_dauricus ENSSDAG00000009927
marmota_marmota_marmota ENSMMMG00000014685
ochotona_princeps ENSOPRG00000006433
prolemur_simus ENSPSMG00000001193
prolemur_simus ENSPSMG00000013053
microcebus_murinus ENSMICG00000049288
propithecus_coquereli ENSPCOG00000022230
otolemur_garnettii ENSOGAG00000005961
saimiri_boliviensis_boliviensis ENSSBOG00000004022
aotus_nancymaae ENSANAG00000027278
gorilla_gorilla ENSGGOG00000006059
homo_sapiens ENSG00000144840
pan_troglodytes ENSPTRG00000015272
pongo_abelii ENSPPYG00000013501
nomascus_leucogenys ENSNLEG00000031723
macaca_fascicularis ENSMFAG00000031923
macaca_nemestrina ENSMNEG00000043980
macaca_mulatta ENSMMUG00000001594
mandrillus_leucophaeus ENSMLEG00000028177
cercocebus_atys ENSCATG00000032561
theropithecus_gelada ENSTGEG00000005399
papio_anubis ENSPANG00000001339
chlorocebus_sabaeus ENSCSAG00000007155
rhinopithecus_roxellana ENSRROG00000043745
rhinopithecus_bieti ENSRBIG00000040941
piliocolobus_tephrosceles ENSPTEG00000019813
colobus_angolensis_palliatus ENSCANG00000031684
callithrix_jacchus ENSCJAG00000008611
