dromaius_novaehollandiae ENSDNVG00000019208
apteryx_haastii ENSAHAG00000018301
nothoprocta_perdicaria ENSNPEG00000013453
taeniopygia_guttata ENSTGUG00000011217
lonchura_striata ENSLSDG00000014257
ficedula_albicollis ENSFALG00000005552
cyanistes_caeruleus ENSCCEG00000012994
parus_major ENSPMJG00000015741
manacus_vitellinus ENSMVIG00005000697
manacus_vitellinus ENSMVIG00005000688
lepidothrix_coronata ENSLCOG00000016275
gallus_gallus ENSGALG00000043172
meleagris_gallopavo ENSMGAG00000011133
coturnix_japonica ENSCJPG00005011531
anser_brachyrhynchus ENSABRG00000011678
calidris_pygmaea ENSCPGG00000010364
anas_platyrhynchos ENSAPLG00000006781
zonotrichia_albicollis ENSZALG00000008704
calidris_pugnax ENSCPUG00000009002
serinus_canaria ENSSCAG00000013722
junco_hyemalis ENSJHYG00000016342
melopsittacus_undulatus ENSMUNG00000005919
apteryx_rowi ENSARWG00000005301
apteryx_owenii ENSAOWG00000016351
numida_meleagris ENSNMEG00000016804
apteryx_haastii ENSAHAG00000018302
crocodylus_porosus ENSCPRG00005017539
crocodylus_porosus ENSCPRG00005017545
chelonoidis_abingdonii ENSCABG00000009895
gopherus_agassizii ENSGAGG00000019555
chrysemys_picta ENSCPBG00000021443
pelodiscus_sinensis ENSPSIG00000014737
sphenodon_punctatus ENSSPUG00000009302
sphenodon_punctatus ENSSPUG00000009291
notechis_scutatus ENSNSUG00000015568
notechis_scutatus ENSNSUG00000015570
anolis_carolinensis ENSACAG00000006013
pogona_vitticeps ENSPVIG00000011483
salvator_merianae ENSSMRG00000011850
chelonoidis_abingdonii ENSCABG00000009892
nothoprocta_perdicaria ENSNPEG00000014587
ornithorhynchus_anatinus ENSOANG00000005044
ursus_americanus ENSUAMG00000017123
vombatus_ursinus ENSVURG00010014136
vombatus_ursinus ENSVURG00010020610
phascolarctos_cinereus ENSPCIG00000000028
notamacropus_eugenii ENSMEUG00000007357
sarcophilus_harrisii ENSSHAG00000006016
monodelphis_domestica ENSMODG00000008372
pteropus_vampyrus ENSPVAG00000003570
myotis_lucifugus ENSMLUG00000015754
ailuropoda_melanoleuca ENSAMEG00000005687
ursus_maritimus ENSUMAG00000014042
neovison_vison ENSNVIG00000020405
mustela_putorius ENSMPUG00000002335
canis_lupus ENSCAFG00000007190
canis_lupus ENSCAFG00020015881
vulpes_vulpes ENSVVUG00000018126
panthera_pardus ENSPPRG00000000763
panthera_tigris ENSPTIG00000019123
felis_catus ENSFCAG00000010446
bos_indicus ENSBIXG00000006052
bos_indicus ENSBIXG00005022041
bos_taurus ENSBTAG00000043978
bos_mutus ENSBMUG00000005010
bison_bison ENSBBBG00000016482
capra_hircus ENSCHIG00000012139
ovis_aries ENSOARG00000016456
tursiops_truncatus ENSTTRG00000005163
vicugna_pacos ENSVPAG00000008099
equus_asinus ENSEASG00005016256
equus_caballus ENSECAG00000000059
sorex_araneus ENSSARG00000001039
erinaceus_europaeus ENSEEUG00000001039
urocitellus_parryii ENSUPAG00010019560
ictidomys_tridecemlineatus ENSSTOG00000012324
spermophilus_dauricus ENSSDAG00000008959
spermophilus_dauricus ENSSDAG00000008979
marmota_marmota ENSMMMG00000003433
dipodomys_ordii ENSDORG00000016281
peromyscus_maniculatus ENSPEMG00000030182
microtus_ochrogaster ENSMOCG00000013201
cricetulus_griseus ENSCGRG00015022496
cricetulus_griseus ENSCGRG00001008079
cricetulus_griseus ENSCGRG00000001771
mesocricetus_auratus ENSMAUG00000018452
mus_spicilegus ENSMSIG00000030806
mus_spretus MGP_SPRETEiJ_G0026746
mus_musculus ENSMUSG00000041216
mus_caroli MGP_CAROLIEiJ_G0025798
mus_pahari MGP_PahariEiJ_G0023921
rattus_norvegicus ENSRNOG00000006919
meriones_unguiculatus ENSMUGG00000027165
nannospalax_galili ENSNGAG00000021348
jaculus_jaculus ENSJJAG00000014044
heterocephalus_glaber ENSHGLG00100017899
heterocephalus_glaber ENSHGLG00000009597
fukomys_damarensis ENSFDAG00000019063
cavia_porcellus ENSCPOG00000007342
cavia_aperea ENSCAPG00000008639
chinchilla_lanigera ENSCLAG00000004144
octodon_degus ENSODEG00000002464
oryctolagus_cuniculus ENSOCUG00000005338
ochotona_princeps ENSOPRG00000002645
tupaia_belangeri ENSTBEG00000012086
prolemur_simus ENSPSMG00000022800
microcebus_murinus ENSMICG00000006968
propithecus_coquereli ENSPCOG00000014461
otolemur_garnettii ENSOGAG00000007028
pan_paniscus ENSPPAG00000033393
pan_troglodytes ENSPTRG00000020288
gorilla_gorilla ENSGGOG00000007625
homo_sapiens ENSG00000177182
pongo_abelii ENSPPYG00000018621
nomascus_leucogenys ENSNLEG00000002146
theropithecus_gelada ENSTGEG00000018318
papio_anubis ENSPANG00000026086
mandrillus_leucophaeus ENSMLEG00000001244
cercocebus_atys ENSCATG00000030286
chlorocebus_sabaeus ENSCSAG00000014326
macaca_fascicularis ENSMFAG00000035625
macaca_nemestrina ENSMNEG00000035587
macaca_mulatta ENSMMUG00000008774
piliocolobus_tephrosceles ENSPTEG00000002079
colobus_angolensis ENSCANG00000040069
rhinopithecus_roxellana ENSRROG00000032606
rhinopithecus_bieti ENSRBIG00000027946
saimiri_boliviensis ENSSBOG00000032167
cebus_capucinus ENSCCAG00000022708
aotus_nancymaae ENSANAG00000036167
castor_canadensis ENSCCNG00000012479
callithrix_jacchus ENSCJAG00000040445
sus_scrofa ENSSSCG00000006230
loxodonta_africana ENSLAFG00000013282
procavia_capensis ENSPCAG00000016869
dasypus_novemcinctus ENSDNOG00000018070
choloepus_hoffmanni ENSCHOG00000003933
xenopus_tropicalis ENSXETG00000019476
latimeria_chalumnae ENSLACG00000008767
scleropages_formosus ENSSFOG00015015151
paramormyrops_kingsleyae ENSPKIG00000009601
