astatotilapia_calliptera ENSACLG00000023167
neolamprologus_brichardi ENSNBRG00000011371
haplochromis_burtoni ENSHBUG00000007439
seriola_lalandi_dorsalis ENSSLDG00000009369
anabas_testudineus ENSATEG00000019807
acanthochromis_polyacanthus ENSAPOG00000013770
acanthochromis_polyacanthus ENSAPOG00000021400
acanthochromis_polyacanthus ENSAPOG00000013666
neolamprologus_brichardi ENSNBRG00000014012
amphilophus_citrinellus ENSACIG00000011800
xiphophorus_maculatus ENSXMAG00000021282
anabas_testudineus ENSATEG00000020013
anabas_testudineus ENSATEG00000020125
anabas_testudineus ENSATEG00000012834
tetraodon_nigroviridis ENSTNIG00000001211
lepisosteus_oculatus ENSLOCG00000001213
apteryx_rowi ENSARWG00000013345
apteryx_owenii ENSAOWG00000004838
calidris_pygmaea ENSCPGG00000016896
anolis_carolinensis ENSACAG00000026068
ornithorhynchus_anatinus ENSOANG00000031144
sus_scrofa ENSSSCG00000031992
sus_scrofa ENSSSCG00000031553
sus_scrofa ENSSSCG00000039394
ovis_aries ENSOARG00000020052
apteryx_owenii ENSAOWG00000019207
apteryx_rowi ENSARWG00000009125
apteryx_haastii ENSAHAG00000008169
apteryx_owenii ENSAOWG00000004850
apteryx_owenii ENSAOWG00000016100
apteryx_rowi ENSARWG00000008939
apteryx_rowi ENSARWG00000013701
apteryx_owenii ENSAOWG00000004815
apteryx_rowi ENSARWG00000012093
apteryx_owenii ENSAOWG00000013116
apteryx_haastii ENSAHAG00000003505
apteryx_haastii ENSAHAG00000003488
apteryx_haastii ENSAHAG00000003493
apteryx_rowi ENSARWG00000013700
dromaius_novaehollandiae ENSDNVG00000007517
anas_platyrhynchos_platyrhynchos ENSAPLG00000024291
anas_platyrhynchos_platyrhynchos ENSAPLG00000017592
anas_platyrhynchos_platyrhynchos ENSAPLG00000016765
anas_platyrhynchos_platyrhynchos ENSAPLG00000019344
anas_platyrhynchos_platyrhynchos ENSAPLG00000028653
anas_platyrhynchos_platyrhynchos ENSAPLG00000030732
anas_platyrhynchos_platyrhynchos ENSAPLG00000016819
anas_platyrhynchos_platyrhynchos ENSAPLG00000021015
anas_platyrhynchos_platyrhynchos ENSAPLG00000023297
anas_platyrhynchos_platyrhynchos ENSAPLG00000025517
anas_platyrhynchos_platyrhynchos ENSAPLG00000018783
anser_brachyrhynchus ENSABRG00000008888
anas_platyrhynchos_platyrhynchos ENSAPLG00000024647
anas_platyrhynchos_platyrhynchos ENSAPLG00000023853
anas_platyrhynchos_platyrhynchos ENSAPLG00000028804
anas_platyrhynchos_platyrhynchos ENSAPLG00000018760
anas_platyrhynchos_platyrhynchos ENSAPLG00000025951
anas_platyrhynchos_platyrhynchos ENSAPLG00000018979
anas_platyrhynchos_platyrhynchos ENSAPLG00000001594
anas_platyrhynchos_platyrhynchos ENSAPLG00000026492
anas_platyrhynchos_platyrhynchos ENSAPLG00000031244
anas_platyrhynchos_platyrhynchos ENSAPLG00000017417
anas_platyrhynchos_platyrhynchos ENSAPLG00000027052
anas_platyrhynchos_platyrhynchos ENSAPLG00000029809
anas_platyrhynchos_platyrhynchos ENSAPLG00000022923
anas_platyrhynchos_platyrhynchos ENSAPLG00000024913
