procavia_capensis ENSPCAG00000002229
echinops_telfairi ENSETEG00000008976
choloepus_hoffmanni ENSCHOG00000013093
dasypus_novemcinctus ENSDNOG00000015307
castor_canadensis ENSCCNG00000030989
dipodomys_ordii ENSDORG00000013433
octodon_degus ENSODEG00000003796
chinchilla_lanigera ENSCLAG00000011064
cavia_porcellus ENSCPOG00000002714
cavia_aperea ENSCAPG00000006041
fukomys_damarensis ENSFDAG00000016616
heterocephalus_glaber_male ENSHGLG00100009557
cricetulus_griseus_crigri ENSCGRG00000013894
cricetulus_griseus_chok1gshd ENSCGRG00001015360
mesocricetus_auratus ENSMAUG00000000534
microtus_ochrogaster ENSMOCG00000022807
peromyscus_maniculatus_bairdii ENSPEMG00000002513
mus_spicilegus ENSMSIG00000011549
rattus_norvegicus ENSRNOG00000022712
meriones_unguiculatus ENSMUGG00000000130
jaculus_jaculus ENSJJAG00000010652
ictidomys_tridecemlineatus ENSSTOG00000000214
oryctolagus_cuniculus ENSOCUG00000004551
ochotona_princeps ENSOPRG00000002123
mandrillus_leucophaeus ENSMLEG00000016771
cercocebus_atys ENSCATG00000042392
papio_anubis ENSPANG00000023353
theropithecus_gelada ENSTGEG00000008487
macaca_fascicularis ENSMFAG00000002654
macaca_nemestrina ENSMNEG00000039551
macaca_mulatta ENSMMUG00000002081
chlorocebus_sabaeus ENSCSAG00000013115
rhinopithecus_roxellana ENSRROG00000040519
rhinopithecus_bieti ENSRBIG00000031985
piliocolobus_tephrosceles ENSPTEG00000027719
colobus_angolensis_palliatus ENSCANG00000028150
pan_troglodytes ENSPTRG00000002304
pan_paniscus ENSPPAG00000038510
homo_sapiens ENSG00000165626
gorilla_gorilla ENSGGOG00000008759
pongo_abelii ENSPPYG00000002100
nomascus_leucogenys ENSNLEG00000012199
cebus_capucinus ENSCCAG00000035137
saimiri_boliviensis_boliviensis ENSSBOG00000022196
callithrix_jacchus ENSCJAG00000009474
aotus_nancymaae ENSANAG00000027496
carlito_syrichta ENSTSYG00000007205
propithecus_coquereli ENSPCOG00000013659
microcebus_murinus ENSMICG00000007334
tupaia_belangeri ENSTBEG00000012842
mustela_putorius_furo ENSMPUG00000000942
neovison_vison ENSNVIG00000023082
ursus_maritimus ENSUMAG00000012308
ursus_americanus ENSUAMG00000009620
ailuropoda_melanoleuca ENSAMEG00000013584
canis_lupus_familiaris ENSCAFG00000004736
canis_lupus_dingo ENSCAFG00020007661
vulpes_vulpes ENSVVUG00000005487
panthera_tigris_altaica ENSPTIG00000020490
panthera_pardus ENSPPRG00000022692
bison_bison_bison ENSBBBG00000003021
bos_mutus ENSBMUG00000022681
bos_taurus ENSBTAG00000020800
ovis_aries ENSOARG00000006059
sorex_araneus ENSSARG00000007640
equus_asinus_asinus ENSEASG00005019370
equus_caballus ENSECAG00000009086
erinaceus_europaeus ENSEEUG00000011015
myotis_lucifugus ENSMLUG00000013043
pteropus_vampyrus ENSPVAG00000002946
notamacropus_eugenii ENSMEUG00000014955
sarcophilus_harrisii ENSSHAG00000016065
ornithorhynchus_anatinus ENSOANG00000015406
apteryx_rowi ENSARWG00000001190
nothoprocta_perdicaria ENSNPEG00000001482
cyanistes_caeruleus ENSCCEG00000020330
serinus_canaria ENSSCAG00000009575
manacus_vitellinus ENSMVIG00005008360
calidris_pugnax ENSCPUG00000013396
crocodylus_porosus ENSCPRG00005000481
gopherus_agassizii ENSGAGG00000013065
