chrysemys_picta_bellii ENSCPBG00000009298
chelonoidis_abingdonii ENSCABG00000021643
pelodiscus_sinensis ENSPSIG00000004433
dromaius_novaehollandiae ENSDNVG00000008853
gallus_gallus ENSGALG00000051119
pogona_vitticeps ENSPVIG00000019842
salvator_merianae ENSSMRG00000011171
sphenodon_punctatus ENSSPUG00000007735
apteryx_haastii ENSAHAG00000015941
apteryx_rowi ENSARWG00000012751
apteryx_owenii ENSAOWG00000002069
calidris_pugnax ENSCPUG00000008423
calidris_pygmaea ENSCPGG00000001690
castor_canadensis ENSCCNG00000013823
dipodomys_ordii ENSDORG00000024188
cricetulus_griseus_chok1gshd ENSCGRG00001025068
cricetulus_griseus_crigri ENSCGRG00000005197
cricetulus_griseus_crigri-picr ENSCGRG00015018072
mesocricetus_auratus ENSMAUG00000019009
peromyscus_maniculatus_bairdii ENSPEMG00000011639
microtus_ochrogaster ENSMOCG00000018875
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014854
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015659
mus_musculus ENSMUSG00000038370
mus_spicilegus ENSMSIG00000024619
mus_pahari MGP_PahariEiJ_G0028092
rattus_norvegicus ENSRNOG00000003209
meriones_unguiculatus ENSMUGG00000016642
nannospalax_galili ENSNGAG00000010438
jaculus_jaculus ENSJJAG00000015370
heterocephalus_glaber_female ENSHGLG00000006566
heterocephalus_glaber_male ENSHGLG00100004461
fukomys_damarensis ENSFDAG00000021064
chinchilla_lanigera ENSCLAG00000015863
octodon_degus ENSODEG00000008404
cavia_porcellus ENSCPOG00000025785
cavia_aperea ENSCAPG00000016855
ictidomys_tridecemlineatus ENSSTOG00000006554
marmota_marmota_marmota ENSMMMG00000021977
urocitellus_parryii ENSUPAG00010005214
spermophilus_dauricus ENSSDAG00000012323
propithecus_coquereli ENSPCOG00000000565
prolemur_simus ENSPSMG00000020619
microcebus_murinus ENSMICG00000036221
otolemur_garnettii ENSOGAG00000031510
nomascus_leucogenys ENSNLEG00000014348
pongo_abelii ENSPPYG00000000600
colobus_angolensis_palliatus ENSCANG00000004309
piliocolobus_tephrosceles ENSPTEG00000023455
macaca_fascicularis ENSMFAG00000035164
macaca_mulatta ENSMMUG00000042475
theropithecus_gelada ENSTGEG00000007893
mandrillus_leucophaeus ENSMLEG00000036155
chlorocebus_sabaeus ENSCSAG00000002678
rhinopithecus_bieti ENSRBIG00000042488
rhinopithecus_roxellana ENSRROG00000033597
papio_anubis ENSPANG00000019966
pan_paniscus ENSPPAG00000032399
pan_troglodytes ENSPTRG00000001583
homo_sapiens ENSG00000248485
gorilla_gorilla ENSGGOG00000039549
cebus_capucinus ENSCCAG00000035499
saimiri_boliviensis_boliviensis ENSSBOG00000020029
callithrix_jacchus ENSCJAG00000047221
aotus_nancymaae ENSANAG00000022023
carlito_syrichta ENSTSYG00000031804
tupaia_belangeri ENSTBEG00000017552
bos_taurus ENSBTAG00000040512
bos_mutus ENSBMUG00000000574
bison_bison_bison ENSBBBG00000013428
vicugna_pacos ENSVPAG00000008429
tursiops_truncatus ENSTTRG00000009232
sus_scrofa ENSSSCG00000031579
equus_asinus_asinus ENSEASG00005012339
equus_caballus ENSECAG00000009062
ursus_americanus ENSUAMG00000025472
ursus_maritimus ENSUMAG00000023943
ailuropoda_melanoleuca ENSAMEG00000015381
canis_lupus_familiaris ENSCAFG00000031225
canis_lupus_dingo ENSCAFG00020001049
vulpes_vulpes ENSVVUG00000015720
panthera_pardus ENSPPRG00000001780
panthera_tigris_altaica ENSPTIG00000009564
felis_catus ENSFCAG00000041828
pteropus_vampyrus ENSPVAG00000005541
erinaceus_europaeus ENSEEUG00000005091
neovison_vison ENSNVIG00000002151
myotis_lucifugus ENSMLUG00000007724
capra_hircus ENSCHIG00000023072
ovis_aries ENSOARG00000009980
dasypus_novemcinctus ENSDNOG00000019115
oryctolagus_cuniculus ENSOCUG00000017768
ochotona_princeps ENSOPRG00000018240
procavia_capensis ENSPCAG00000001013
echinops_telfairi ENSETEG00000015761
notamacropus_eugenii ENSMEUG00000009653
phascolarctos_cinereus ENSPCIG00000034610
monodelphis_domestica ENSMODG00000027512
pygocentrus_nattereri ENSPNAG00000028793
anabas_testudineus ENSATEG00000011983
