mola_mola ENSMMOG00000005574
takifugu_rubripes ENSTRUG00000023631
poecilia_latipinna ENSPLAG00000017918
poecilia_mexicana ENSPMEG00000000282
poecilia_reticulata ENSPREG00000013956
xiphophorus_maculatus ENSXMAG00000025500
xiphophorus_couchianus ENSXCOG00000004277
gambusia_affinis ENSGAFG00000016580
cyprinodon_variegatus ENSCVAG00000012160
fundulus_heteroclitus ENSFHEG00000011265
hippocampus_comes ENSHCOG00000006431
scophthalmus_maximus ENSSMAG00000003058
seriola_lalandi_dorsalis ENSSLDG00000020091
seriola_dumerili ENSSDUG00000022452
cynoglossus_semilaevis ENSCSEG00000008280
labrus_bergylta ENSLBEG00000027935
amphiprion_percula ENSAPEG00000023719
amphiprion_ocellaris ENSAOCG00000008118
acanthochromis_polyacanthus ENSAPOG00000015323
stegastes_partitus ENSSPAG00000009013
periophthalmus_magnuspinnatus ENSPMGG00000020167
esox_lucius ENSELUG00000002890
