lonchura_striata_domestica ENSLSDG00000005973
taeniopygia_guttata ENSTGUG00000008485
serinus_canaria ENSSCAG00000001569
junco_hyemalis ENSJHYG00000006663
ficedula_albicollis ENSFALG00000001093
parus_major ENSPMJG00000001247
cyanistes_caeruleus ENSCCEG00000013497
lepidothrix_coronata ENSLCOG00000013233
manacus_vitellinus ENSMVIG00005000771
melopsittacus_undulatus ENSMUNG00000010663
calidris_pygmaea ENSCPGG00000000376
calidris_pugnax ENSCPUG00000002706
anser_brachyrhynchus ENSABRG00000017098
anas_platyrhynchos_platyrhynchos ENSAPLG00000020078
meleagris_gallopavo ENSMGAG00000004963
coturnix_japonica ENSCJPG00005020876
gallus_gallus ENSGALG00000002427
apteryx_rowi ENSARWG00000007329
apteryx_haastii ENSAHAG00000015638
apteryx_owenii ENSAOWG00000012765
nothoprocta_perdicaria ENSNPEG00000003456
dromaius_novaehollandiae ENSDNVG00000009399
crocodylus_porosus ENSCPRG00005004637
chelonoidis_abingdonii ENSCABG00000009698
gopherus_agassizii ENSGAGG00000006850
chrysemys_picta_bellii ENSCPBG00000028063
pogona_vitticeps ENSPVIG00000011985
notechis_scutatus ENSNSUG00000014175
salvator_merianae ENSSMRG00000023188
equus_asinus_asinus ENSEASG00005000712
equus_caballus ENSECAG00000021910
capra_hircus ENSCHIG00000025984
ovis_aries ENSOARG00000010170
bos_mutus ENSBMUG00000009473
bos_taurus ENSBTAG00000010758
bison_bison_bison ENSBBBG00000021056
sus_scrofa ENSSSCG00000038844
canis_lupus_dingo ENSCAFG00020000833
vulpes_vulpes ENSVVUG00000011531
ursus_americanus ENSUAMG00000003320
ursus_maritimus ENSUMAG00000009118
ailuropoda_melanoleuca ENSAMEG00000009617
neovison_vison ENSNVIG00000011133
panthera_pardus ENSPPRG00000001878
panthera_tigris_altaica ENSPTIG00000020992
felis_catus ENSFCAG00000029987
theropithecus_gelada ENSTGEG00000001505
papio_anubis ENSPANG00000020146
macaca_fascicularis ENSMFAG00000034483
macaca_nemestrina ENSMNEG00000032209
mandrillus_leucophaeus ENSMLEG00000030911
cercocebus_atys ENSCATG00000040629
rhinopithecus_roxellana ENSRROG00000041071
rhinopithecus_bieti ENSRBIG00000029445
piliocolobus_tephrosceles ENSPTEG00000039737
colobus_angolensis_palliatus ENSCANG00000002666
chlorocebus_sabaeus ENSCSAG00000004839
pan_troglodytes ENSPTRG00000049227
pan_paniscus ENSPPAG00000035228
homo_sapiens ENSG00000204323
gorilla_gorilla ENSGGOG00000009493
nomascus_leucogenys ENSNLEG00000030736
cebus_capucinus ENSCCAG00000021103
saimiri_boliviensis_boliviensis ENSSBOG00000023506
callithrix_jacchus ENSCJAG00000041537
aotus_nancymaae ENSANAG00000036296
carlito_syrichta ENSTSYG00000028475
propithecus_coquereli ENSPCOG00000005213
microcebus_murinus ENSMICG00000047767
prolemur_simus ENSPSMG00000000956
urocitellus_parryii ENSUPAG00010024002
ictidomys_tridecemlineatus ENSSTOG00000022610
spermophilus_dauricus ENSSDAG00000005805
marmota_marmota_marmota ENSMMMG00000010460
castor_canadensis ENSCCNG00000008096
chinchilla_lanigera ENSCLAG00000008647
cricetulus_griseus_crigri ENSCGRG00000007716
cricetulus_griseus_crigri-picr ENSCGRG00015008801
peromyscus_maniculatus_bairdii ENSPEMG00000029199
mus_spicilegus ENSMSIG00000028034
mus_musculus ENSMUSG00000048442
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018266
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017421
mus_pahari MGP_PahariEiJ_G0018551
rattus_norvegicus ENSRNOG00000049642
meriones_unguiculatus ENSMUGG00000022790
nannospalax_galili ENSNGAG00000024307
jaculus_jaculus ENSJJAG00000009604
dasypus_novemcinctus ENSDNOG00000034543
loxodonta_africana ENSLAFG00000025822
phascolarctos_cinereus ENSPCIG00000020404
