pan_troglodytes ENSPTRG00000006171
pan_paniscus ENSPPAG00000027328
homo_sapiens ENSG00000166090
gorilla_gorilla ENSGGOG00000017122
pongo_abelii ENSPPYG00000005667
nomascus_leucogenys ENSNLEG00000015034
papio_anubis ENSPANG00000030268
theropithecus_gelada ENSTGEG00000020198
macaca_fascicularis ENSMFAG00000002200
macaca_mulatta ENSMMUG00000014751
macaca_nemestrina ENSMNEG00000037183
cercocebus_atys ENSCATG00000021749
mandrillus_leucophaeus ENSMLEG00000029698
chlorocebus_sabaeus ENSCSAG00000016015
colobus_angolensis_palliatus ENSCANG00000043089
piliocolobus_tephrosceles ENSPTEG00000017877
rhinopithecus_roxellana ENSRROG00000034364
rhinopithecus_bieti ENSRBIG00000037502
saimiri_boliviensis_boliviensis ENSSBOG00000026885
cebus_capucinus ENSCCAG00000034601
callithrix_jacchus ENSCJAG00000007874
aotus_nancymaae ENSANAG00000024177
carlito_syrichta ENSTSYG00000006243
tupaia_belangeri ENSTBEG00000000965
heterocephalus_glaber_male ENSHGLG00100012788
heterocephalus_glaber_female ENSHGLG00000018982
fukomys_damarensis ENSFDAG00000003332
cavia_aperea ENSCAPG00000007507
cavia_porcellus ENSCPOG00000007025
octodon_degus ENSODEG00000002172
chinchilla_lanigera ENSCLAG00000013634
ictidomys_tridecemlineatus ENSSTOG00000002561
spermophilus_dauricus ENSSDAG00000007603
urocitellus_parryii ENSUPAG00010010826
marmota_marmota_marmota ENSMMMG00000013338
mus_spicilegus ENSMSIG00000017337
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020169
mus_musculus ENSMUSG00000040770
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019280
mus_pahari MGP_PahariEiJ_G0030298
rattus_norvegicus ENSRNOG00000016804
meriones_unguiculatus ENSMUGG00000011997
cricetulus_griseus_crigri ENSCGRG00000008782
cricetulus_griseus_chok1gshd ENSCGRG00001022435
cricetulus_griseus_crigri-picr ENSCGRG00015019557
mesocricetus_auratus ENSMAUG00000016858
peromyscus_maniculatus_bairdii ENSPEMG00000026524
microtus_ochrogaster ENSMOCG00000006767
nannospalax_galili ENSNGAG00000013734
castor_canadensis ENSCCNG00000024907
oryctolagus_cuniculus ENSOCUG00000011028
ochotona_princeps ENSOPRG00000016508
propithecus_coquereli ENSPCOG00000025349
prolemur_simus ENSPSMG00000007471
microcebus_murinus ENSMICG00000010034
otolemur_garnettii ENSOGAG00000008714
ovis_aries ENSOARG00000019325
capra_hircus ENSCHIG00000016925
bos_mutus ENSBMUG00000025849
bos_taurus ENSBTAG00000009701
bison_bison_bison ENSBBBG00000022824
sus_scrofa ENSSSCG00000028427
vicugna_pacos ENSVPAG00000005340
equus_caballus ENSECAG00000018920
equus_asinus_asinus ENSEASG00005011756
pteropus_vampyrus ENSPVAG00000005164
myotis_lucifugus ENSMLUG00000017210
ursus_americanus ENSUAMG00000024394
ursus_maritimus ENSUMAG00000014304
ailuropoda_melanoleuca ENSAMEG00000016820
neovison_vison ENSNVIG00000021426
mustela_putorius_furo ENSMPUG00000006724
canis_lupus_familiaris ENSCAFG00000011610
canis_lupus_dingo ENSCAFG00020006621
vulpes_vulpes ENSVVUG00000019980
panthera_tigris_altaica ENSPTIG00000011136
panthera_pardus ENSPPRG00000012482
felis_catus ENSFCAG00000029269
erinaceus_europaeus ENSEEUG00000014008
loxodonta_africana ENSLAFG00000028734
procavia_capensis ENSPCAG00000001612
echinops_telfairi ENSETEG00000019016
dasypus_novemcinctus ENSDNOG00000038281
phascolarctos_cinereus ENSPCIG00000027747
notamacropus_eugenii ENSMEUG00000008657
monodelphis_domestica ENSMODG00000004432
