loxodonta_africana ENSLAFG00000030756
dasypus_novemcinctus ENSDNOG00000037080
cricetulus_griseus ENSCGRG00000003139
cricetulus_griseus ENSCGRG00001024036
cricetulus_griseus ENSCGRG00015005416
mesocricetus_auratus ENSMAUG00000010970
microtus_ochrogaster ENSMOCG00000013277
peromyscus_maniculatus ENSPEMG00000000557
mus_spicilegus ENSMSIG00000003169
mus_musculus ENSMUSG00000027443
mus_spretus MGP_SPRETEiJ_G0025332
mus_caroli MGP_CAROLIEiJ_G0024414
mus_pahari MGP_PahariEiJ_G0025857
rattus_norvegicus ENSRNOG00000004946
meriones_unguiculatus ENSMUGG00000020403
jaculus_jaculus ENSJJAG00000012500
castor_canadensis ENSCCNG00000008563
dipodomys_ordii ENSDORG00000023744
heterocephalus_glaber ENSHGLG00100013506
heterocephalus_glaber ENSHGLG00000009572
fukomys_damarensis ENSFDAG00000002588
chinchilla_lanigera ENSCLAG00000015474
octodon_degus ENSODEG00000012595
cavia_porcellus ENSCPOG00000025993
urocitellus_parryii ENSUPAG00010009878
ictidomys_tridecemlineatus ENSSTOG00000024532
marmota_marmota ENSMMMG00000004491
spermophilus_dauricus ENSSDAG00000016643
rhinopithecus_roxellana ENSRROG00000037494
rhinopithecus_bieti ENSRBIG00000044901
piliocolobus_tephrosceles ENSPTEG00000002777
colobus_angolensis ENSCANG00000040330
macaca_fascicularis ENSMFAG00000032810
macaca_nemestrina ENSMNEG00000032864
macaca_mulatta ENSMMUG00000016490
mandrillus_leucophaeus ENSMLEG00000034262
papio_anubis ENSPANG00000007716
cercocebus_atys ENSCATG00000043404
theropithecus_gelada ENSTGEG00000020213
pan_paniscus ENSPPAG00000034245
pan_troglodytes ENSPTRG00000045117
nomascus_leucogenys ENSNLEG00000033018
cebus_capucinus ENSCCAG00000037786
saimiri_boliviensis ENSSBOG00000025115
callithrix_jacchus ENSCJAG00000062934
aotus_nancymaae ENSANAG00000036383
spermophilus_dauricus ENSSDAG00000016632
ictidomys_tridecemlineatus ENSSTOG00000021841
urocitellus_parryii ENSUPAG00010009872
marmota_marmota ENSMMMG00000004483
castor_canadensis ENSCCNG00000008566
cricetulus_griseus ENSCGRG00015005442
cricetulus_griseus ENSCGRG00001024407
cricetulus_griseus ENSCGRG00000008573
microtus_ochrogaster ENSMOCG00000015424
peromyscus_maniculatus ENSPEMG00000018705
mus_musculus ENSMUSG00000027444
mus_spretus MGP_SPRETEiJ_G0025331
mus_spicilegus ENSMSIG00000003153
mus_caroli MGP_CAROLIEiJ_G0024413
mus_pahari MGP_PahariEiJ_G0025856
rattus_norvegicus ENSRNOG00000004858
nannospalax_galili ENSNGAG00000017525
jaculus_jaculus ENSJJAG00000012315
oryctolagus_cuniculus ENSOCUG00000027150
prolemur_simus ENSPSMG00000008923
otolemur_garnettii ENSOGAG00000031265
equus_asinus ENSEASG00005002580
equus_caballus ENSECAG00000014988
panthera_tigris ENSPTIG00000005550
panthera_pardus ENSPPRG00000013202
felis_catus ENSFCAG00000026179
ursus_maritimus ENSUMAG00000004140
ursus_americanus ENSUAMG00000024301
bos_indicus ENSBIXG00000003290
bos_indicus ENSBIXG00005000950
bos_taurus ENSBTAG00000013416
bison_bison ENSBBBG00000022528
capra_hircus ENSCHIG00000003642
ovis_aries ENSOARG00000005935
dasypus_novemcinctus ENSDNOG00000031415
