phascolarctos_cinereus ENSPCIG00000015727
sarcophilus_harrisii ENSSHAG00000018019
monodelphis_domestica ENSMODG00000002015
ovis_aries ENSOARG00000011568
capra_hircus ENSCHIG00000008602
bison_bison_bison ENSBBBG00000005939
bos_mutus ENSBMUG00000012260
bos_taurus ENSBTAG00000050091
tursiops_truncatus ENSTTRG00000017313
sus_scrofa ENSSSCG00000029710
vicugna_pacos ENSVPAG00000002835
ursus_maritimus ENSUMAG00000007290
ursus_americanus ENSUAMG00000008651
ailuropoda_melanoleuca ENSAMEG00000000623
neovison_vison ENSNVIG00000013748
mustela_putorius_furo ENSMPUG00000018801
canis_lupus_dingo ENSCAFG00020024910
canis_lupus_familiaris ENSCAFG00000009534
vulpes_vulpes ENSVVUG00000025231
panthera_pardus ENSPPRG00000017075
panthera_tigris_altaica ENSPTIG00000005529
felis_catus ENSFCAG00000010125
pteropus_vampyrus ENSPVAG00000011891
myotis_lucifugus ENSMLUG00000003938
equus_asinus_asinus ENSEASG00005018422
equus_caballus ENSECAG00000005515
prolemur_simus ENSPSMG00000018049
microcebus_murinus ENSMICG00000014409
otolemur_garnettii ENSOGAG00000011857
gorilla_gorilla ENSGGOG00000027775
homo_sapiens ENSG00000176928
pan_troglodytes ENSPTRG00000040943
pongo_abelii ENSPPYG00000015558
nomascus_leucogenys ENSNLEG00000018221
macaca_fascicularis ENSMFAG00000005546
macaca_mulatta ENSMMUG00000043533
mandrillus_leucophaeus ENSMLEG00000027356
cercocebus_atys ENSCATG00000016075
theropithecus_gelada ENSTGEG00000021777
papio_anubis ENSPANG00000010937
chlorocebus_sabaeus ENSCSAG00000019416
colobus_angolensis_palliatus ENSCANG00000020520
piliocolobus_tephrosceles ENSPTEG00000002379
rhinopithecus_roxellana ENSRROG00000036302
callithrix_jacchus ENSCJAG00000016941
saimiri_boliviensis_boliviensis ENSSBOG00000018505
cebus_capucinus ENSCCAG00000012660
aotus_nancymaae ENSANAG00000019837
tupaia_belangeri ENSTBEG00000013444
dipodomys_ordii ENSDORG00000015957
castor_canadensis ENSCCNG00000001040
heterocephalus_glaber_female ENSHGLG00000000133
heterocephalus_glaber_male ENSHGLG00100001549
heterocephalus_glaber_male ENSHGLG00100017291
heterocephalus_glaber_female ENSHGLG00000018160
fukomys_damarensis ENSFDAG00000020319
chinchilla_lanigera ENSCLAG00000010436
octodon_degus ENSODEG00000018869
cavia_porcellus ENSCPOG00000030756
