capra_hircus ENSCHIG00000018027
ovis_aries ENSOARG00000000808
bos_taurus ENSBTAG00000021472
bos_mutus ENSBMUG00000015678
bison_bison_bison ENSBBBG00000019231
tursiops_truncatus ENSTTRG00000015117
sus_scrofa ENSSSCG00000006956
pteropus_vampyrus ENSPVAG00000005979
equus_asinus_asinus ENSEASG00005009621
equus_caballus ENSECAG00000012556
ursus_americanus ENSUAMG00000012919
ursus_maritimus ENSUMAG00000001070
ailuropoda_melanoleuca ENSAMEG00000006656
neovison_vison ENSNVIG00000010624
mustela_putorius_furo ENSMPUG00000008357
canis_lupus_familiaris ENSCAFG00000001299
canis_lupus_dingo ENSCAFG00020018654
vulpes_vulpes ENSVVUG00000022609
panthera_pardus ENSPPRG00000011707
panthera_tigris_altaica ENSPTIG00000016438
felis_catus ENSFCAG00000013238
erinaceus_europaeus ENSEEUG00000007986
sorex_araneus ENSSARG00000001897
pan_troglodytes ENSPTRG00000020655
pan_paniscus ENSPPAG00000035455
homo_sapiens ENSG00000014164
gorilla_gorilla ENSGGOG00000002833
pongo_abelii ENSPPYG00000018935
nomascus_leucogenys ENSNLEG00000001681
macaca_fascicularis ENSMFAG00000036060
macaca_nemestrina ENSMNEG00000029433
theropithecus_gelada ENSTGEG00000016749
papio_anubis ENSPANG00000016578
mandrillus_leucophaeus ENSMLEG00000038139
cercocebus_atys ENSCATG00000020900
chlorocebus_sabaeus ENSCSAG00000009074
piliocolobus_tephrosceles ENSPTEG00000026160
colobus_angolensis_palliatus ENSCANG00000032420
rhinopithecus_roxellana ENSRROG00000040493
rhinopithecus_bieti ENSRBIG00000039855
cebus_capucinus ENSCCAG00000035267
saimiri_boliviensis_boliviensis ENSSBOG00000021819
callithrix_jacchus ENSCJAG00000021439
aotus_nancymaae ENSANAG00000018742
carlito_syrichta ENSTSYG00000034906
prolemur_simus ENSPSMG00000024043
microcebus_murinus ENSMICG00000001100
propithecus_coquereli ENSPCOG00000028174
otolemur_garnettii ENSOGAG00000014907
castor_canadensis ENSCCNG00000000064
dipodomys_ordii ENSDORG00000023832
peromyscus_maniculatus_bairdii ENSPEMG00000013893
microtus_ochrogaster ENSMOCG00000000733
cricetulus_griseus_crigri ENSCGRG00000012889
cricetulus_griseus_chok1gshd ENSCGRG00001016268
cricetulus_griseus_crigri-picr ENSCGRG00015017556
mesocricetus_auratus ENSMAUG00000011009
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020797
mus_spicilegus ENSMSIG00000021237
mus_musculus ENSMUSG00000075600
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019897
mus_pahari MGP_PahariEiJ_G0019905
rattus_norvegicus ENSRNOG00000007684
meriones_unguiculatus ENSMUGG00000009734
nannospalax_galili ENSNGAG00000008574
jaculus_jaculus ENSJJAG00000023757
heterocephalus_glaber_female ENSHGLG00000011234
heterocephalus_glaber_male ENSHGLG00100006782
fukomys_damarensis ENSFDAG00000017737
chinchilla_lanigera ENSCLAG00000009999
octodon_degus ENSODEG00000014239
cavia_porcellus ENSCPOG00000006248
cavia_aperea ENSCAPG00000013918
urocitellus_parryii ENSUPAG00010023454
ictidomys_tridecemlineatus ENSSTOG00000004358
marmota_marmota_marmota ENSMMMG00000006034
spermophilus_dauricus ENSSDAG00000014686
tupaia_belangeri ENSTBEG00000009096
procavia_capensis ENSPCAG00000001358
echinops_telfairi ENSETEG00000014836
dasypus_novemcinctus ENSDNOG00000031054
notamacropus_eugenii ENSMEUG00000008554
monodelphis_domestica ENSMODG00000011385
sarcophilus_harrisii ENSSHAG00000011442
ornithorhynchus_anatinus ENSOANG00000003534
calidris_pygmaea ENSCPGG00000001246
calidris_pugnax ENSCPUG00000010402
lonchura_striata_domestica ENSLSDG00000013694
taeniopygia_guttata ENSTGUG00000012743
junco_hyemalis ENSJHYG00000003537
zonotrichia_albicollis ENSZALG00000014789
serinus_canaria ENSSCAG00000000136
ficedula_albicollis ENSFALG00000009538
cyanistes_caeruleus ENSCCEG00000012639
parus_major ENSPMJG00000013191
lepidothrix_coronata ENSLCOG00000008651
manacus_vitellinus ENSMVIG00005011555
anser_brachyrhynchus ENSABRG00000016107
anas_platyrhynchos_platyrhynchos ENSAPLG00000021603
numida_meleagris ENSNMEG00000010284
apteryx_rowi ENSARWG00000009872
apteryx_owenii ENSAOWG00000014880
apteryx_haastii ENSAHAG00000007594
dromaius_novaehollandiae ENSDNVG00000019076
nothoprocta_perdicaria ENSNPEG00000015806
crocodylus_porosus ENSCPRG00005013784
chrysemys_picta_bellii ENSCPBG00000019050
chelonoidis_abingdonii ENSCABG00000009538
pelodiscus_sinensis ENSPSIG00000008128
sphenodon_punctatus ENSSPUG00000005897
sphenodon_punctatus ENSSPUG00000005878
sphenodon_punctatus ENSSPUG00000005888
salvator_merianae ENSSMRG00000008249
pogona_vitticeps ENSPVIG00000023324
xenopus_tropicalis ENSXETG00000004937
tetraodon_nigroviridis ENSTNIG00000004750
hippocampus_comes ENSHCOG00000006579
cynoglossus_semilaevis ENSCSEG00000002583
monopterus_albus ENSMALG00000014610
mastacembelus_armatus ENSMAMG00000014787
anabas_testudineus ENSATEG00000003718
mola_mola ENSMMOG00000016823
seriola_lalandi_dorsalis ENSSLDG00000016166
seriola_dumerili ENSSDUG00000021871
scophthalmus_maximus ENSSMAG00000016302
amphiprion_ocellaris ENSAOCG00000013763
amphiprion_percula ENSAPEG00000020037
acanthochromis_polyacanthus ENSAPOG00000011522
stegastes_partitus ENSSPAG00000008518
pundamilia_nyererei ENSPNYG00000023105
haplochromis_burtoni ENSHBUG00000004627
maylandia_zebra ENSMZEG00005017290
astatotilapia_calliptera ENSACLG00000023035
neolamprologus_brichardi ENSNBRG00000005454
amphilophus_citrinellus ENSACIG00000005563
xiphophorus_maculatus ENSXMAG00000006422
xiphophorus_couchianus ENSXCOG00000005025
poecilia_reticulata ENSPREG00000008923
gambusia_affinis ENSGAFG00000014360
poecilia_latipinna ENSPLAG00000001686
poecilia_formosa ENSPFOG00000023405
poecilia_mexicana ENSPMEG00000002341
fundulus_heteroclitus ENSFHEG00000017714
kryptolebias_marmoratus ENSKMAG00000017876
oryzias_latipes_asm223469v1 ENSORLG00015001257
oryzias_latipes ENSORLG00020002734
oryzias_latipes ENSORLG00000026930
oryzias_melastigma ENSOMEG00000015369
esox_lucius ENSELUG00000024269
pygocentrus_nattereri ENSPNAG00000009850
astyanax_mexicanus ENSAMXG00000041805
ictalurus_punctatus ENSIPUG00000006438
danio_rerio ENSDARG00000090751
paramormyrops_kingsleyae ENSPKIG00000002936
scleropages_formosus ENSSFOG00015001784
lepisosteus_oculatus ENSLOCG00000008621
eptatretus_burgeri ENSEBUG00000015445
ciona_savignyi ENSCSAVG00000004078
ciona_intestinalis ENSCING00000024387
drosophila_melanogaster FBgn0035900
