poecilia_mexicana ENSPMEG00000005824
poecilia_reticulata ENSPREG00000022890
fundulus_heteroclitus ENSFHEG00000019170
haplochromis_burtoni ENSHBUG00000001283
pundamilia_nyererei ENSPNYG00000011651
maylandia_zebra ENSMZEG00005016476
astatotilapia_calliptera ENSACLG00000009096
stegastes_partitus ENSSPAG00000006860
mastacembelus_armatus ENSMAMG00000013525
seriola_lalandi ENSSLDG00000004544
seriola_dumerili ENSSDUG00000019101
oryzias_latipes ENSORLG00015004779
oryzias_latipes ENSORLG00020011368
oryzias_latipes ENSORLG00000026902
oryzias_melastigma ENSOMEG00000014537
scophthalmus_maximus ENSSMAG00000003156
anabas_testudineus ENSATEG00000004432
gasterosteus_aculeatus ENSGACG00000003568
tetraodon_nigroviridis ENSTNIG00000006564
gadus_morhua ENSGMOG00000010494
esox_lucius ENSELUG00000019059
denticeps_clupeoides ENSDCDG00000031803
electrophorus_electricus ENSEEEG00000023631
dasypus_novemcinctus ENSDNOG00000044783
myotis_lucifugus ENSMLUG00000029070
