propithecus_coquereli ENSPCOG00000013066
colobus_angolensis_palliatus ENSCANG00000037257
nannospalax_galili ENSNGAG00000019620
peromyscus_maniculatus_bairdii ENSPEMG00000028434
jaculus_jaculus ENSJJAG00000018716
castor_canadensis ENSCCNG00000004153
castor_canadensis ENSCCNG00000007664
dipodomys_ordii ENSDORG00000027913
urocitellus_parryii ENSUPAG00010003095
marmota_marmota_marmota ENSMMMG00000002883
spermophilus_dauricus ENSSDAG00000018375
octodon_degus ENSODEG00000008739
ursus_americanus ENSUAMG00000015342
canis_lupus_dingo ENSCAFG00020018229
panthera_tigris_altaica ENSPTIG00000009312
equus_asinus_asinus ENSEASG00005016399
equus_caballus ENSECAG00000008655
equus_caballus ENSECAG00000036475
equus_caballus ENSECAG00000038443
equus_asinus_asinus ENSEASG00005003767
monodelphis_domestica ENSMODG00000027953
lonchura_striata_domestica ENSLSDG00000008845
zonotrichia_albicollis ENSZALG00000004147
cyanistes_caeruleus ENSCCEG00000003452
calidris_pygmaea ENSCPGG00000016146
nothoprocta_perdicaria ENSNPEG00000014893
chrysemys_picta_bellii ENSCPBG00000020083
notechis_scutatus ENSNSUG00000019293
