equus_caballus ENSECAG00000005130
equus_asinus ENSEASG00005012435
vicugna_pacos ENSVPAG00000011967
pteropus_vampyrus ENSPVAG00000008522
homo_sapiens ENSG00000174255
pan_troglodytes ENSPTRG00000042054
gorilla_gorilla ENSGGOG00000037127
rhinopithecus_roxellana ENSRROG00000033857
rhinopithecus_bieti ENSRBIG00000014330
colobus_angolensis ENSCANG00000025685
cercocebus_atys ENSCATG00000045030
mandrillus_leucophaeus ENSMLEG00000036830
macaca_mulatta ENSMMUG00000020639
macaca_nemestrina ENSMNEG00000032773
papio_anubis ENSPANG00000007013
callithrix_jacchus ENSCJAG00000009248
otolemur_garnettii ENSOGAG00000015074
procavia_capensis ENSPCAG00000007770
