amphiprion_percula ENSAPEG00000021854
amphiprion_ocellaris ENSAOCG00000001103
acanthochromis_polyacanthus ENSAPOG00000003441
stegastes_partitus ENSSPAG00000012136
amphilophus_citrinellus ENSACIG00000004950
amphilophus_citrinellus ENSACIG00000010024
amphilophus_citrinellus ENSACIG00000001972
amphilophus_citrinellus ENSACIG00000023056
maylandia_zebra ENSMZEG00005009886
xiphophorus_maculatus ENSXMAG00000021694
xiphophorus_couchianus ENSXCOG00000000214
cyprinodon_variegatus ENSCVAG00000014232
anabas_testudineus ENSATEG00000007009
mastacembelus_armatus ENSMAMG00000009487
seriola_dumerili ENSSDUG00000011745
